,bib,name,team,category,rank,nationality,time,stGer,conta,balme,crxBon,chap,seign,combal,mtFav,checr,courm,bert,bonat,arnuv,ferret,fouly,champ,bovine,trient,catog,vallo,teteVnt,fleg,cham,timediff
927,3707,CAUDRILLIER Marc,Etat Major des Armées,V1H,928,FR,155552.0,10016.0,15676.0,21287.0,27064.0,30296.0,43869.0,48359.0,53046.0,55661.0,58750.0,69136.0,74856.0,,86123.0,94105.0,108400.0,121407.0,127251.0,134733.0,138317.0,147842.0,150611.0,155552.0,77954.0
928,2497,STICH Eric,LES PETITS PRINCES,V1H,929,FR,155574.0,13345.0,19969.0,26428.0,33356.0,37407.0,47755.0,50494.0,55047.0,57841.0,61074.0,72160.0,78194.0,82384.0,89450.0,96087.0,109574.0,120993.0,127163.0,134988.0,138112.0,147591.0,150417.0,155574.0,77976.0
929,3005,GENOT Xavier,,SEH,930,FR,155618.0,12112.0,18195.0,24807.0,30987.0,34406.0,43315.0,45656.0,49695.0,52001.0,54602.0,62125.0,66764.0,70304.0,76776.0,82775.0,93820.0,106776.0,113794.0,124978.0,131898.0,144283.0,148051.0,155618.0,78020.0
930,3103,BURNIAT Etienne,RACING CLUB DE BRUXELLES,V1H,931,BE,155647.0,10501.0,16128.0,21902.0,27483.0,30756.0,38834.0,41537.0,45850.0,48498.0,51932.0,60010.0,66230.0,70640.0,77441.0,84817.0,97641.0,110166.0,117167.0,126099.0,132037.0,142894.0,147022.0,155647.0,78049.0
931,2568,HOUSSIN Patrick,,V1H,932,FR,155673.0,12040.0,18895.0,25408.0,31859.0,35573.0,44354.0,47173.0,51956.0,54939.0,57872.0,66537.0,73107.0,78168.0,84579.0,91713.0,104809.0,117023.0,124013.0,131828.0,136290.0,147551.0,150414.0,155673.0,78075.0
932,2393,MARMET Philippe,,V1H,933,FR,155729.0,12336.0,18691.0,25001.0,31546.0,35239.0,44896.0,47708.0,52796.0,55684.0,58674.0,67241.0,73711.0,78151.0,84592.0,91811.0,104659.0,117035.0,123597.0,132012.0,136883.0,147011.0,150155.0,155729.0,78131.0
933,2921,VANHASBROUCK Regis,AMICALE DU VAL DE SOMME,V2H,934,FR,155790.0,11445.0,17813.0,24843.0,31712.0,35749.0,45403.0,48348.0,52792.0,55392.0,58517.0,66817.0,72739.0,77178.0,83294.0,90212.0,104103.0,117019.0,124054.0,132208.0,137171.0,146556.0,149806.0,155790.0,78192.0
934,2405,FERRAND Frédéric,,V1H,935,FR,155921.0,11060.0,16806.0,22982.0,29115.0,32432.0,41773.0,44419.0,48835.0,51901.0,53856.0,62606.0,68715.0,72859.0,79975.0,86157.0,98910.0,111053.0,117042.0,128050.0,132707.0,144431.0,148105.0,155921.0,78323.0
935,2947,LAPOUGE Vincent,CSAGL,V2H,936,FR,156034.0,12311.0,18481.0,25189.0,31792.0,35521.0,45172.0,47723.0,52396.0,55153.0,58334.0,67842.0,73588.0,77975.0,84555.0,91680.0,104634.0,117980.0,124292.0,131715.0,136766.0,147629.0,150488.0,156034.0,78436.0
936,827,FRANCO DOURAL José Luís,,V2H,937,ES,156046.0,11774.0,18671.0,25015.0,31409.0,35508.0,44652.0,47889.0,52628.0,55655.0,59058.0,67201.0,73326.0,78698.0,84423.0,91857.0,105654.0,118032.0,124280.0,132362.0,137255.0,146976.0,150092.0,156046.0,78448.0
937,828,MIRALLES I CORTIELLA Alfred,UAT (UNIO ATLETICA DE TERRASSA),V2H,937,ES,156046.0,11717.0,18671.0,25018.0,31403.0,35503.0,44623.0,47777.0,52625.0,55836.0,59057.0,67198.0,73287.0,78646.0,84220.0,92018.0,105654.0,118029.0,124289.0,132503.0,137254.0,146985.0,150101.0,156046.0,78448.0
938,2625,PUIG ZACARES Jaume,,V1H,937,ES,156046.0,11539.0,17988.0,24433.0,30922.0,35003.0,44664.0,47871.0,52532.0,55540.0,59356.0,67425.0,73433.0,78649.0,84880.0,92197.0,105652.0,118025.0,124279.0,132360.0,137252.0,146981.0,150118.0,156046.0,78448.0
939,1022,DESTENAY Philippe,VALENCIENNES,V1H,940,FR,156098.0,11827.0,18211.0,24263.0,30950.0,34906.0,44954.0,48017.0,52525.0,55054.0,57797.0,66152.0,72519.0,77155.0,83111.0,90351.0,104234.0,116321.0,123667.0,132730.0,138036.0,147541.0,150950.0,156098.0,78500.0
940,3803,BARRAS Thierry,AC DAMPICOURT,V2H,941,BE,156102.0,10627.0,16887.0,23422.0,,33602.0,43781.0,46587.0,50828.0,53414.0,56437.0,63632.0,69809.0,74954.0,80522.0,86950.0,98978.0,112777.0,120239.0,129490.0,134818.0,146906.0,150411.0,156102.0,78504.0
941,3213,JAUME Huguette,,V2F,942,FR,156113.0,12266.0,18702.0,25310.0,32057.0,35826.0,45086.0,47935.0,53065.0,55968.0,58518.0,67421.0,73382.0,77577.0,83626.0,89831.0,104297.0,116750.0,123784.0,132626.0,137554.0,147764.0,150946.0,156113.0,78515.0
942,2720,BOUCHET Gilles,12-14 NIORT,V2H,943,FR,156155.0,11352.0,17289.0,23021.0,29331.0,33301.0,42803.0,45706.0,50074.0,53172.0,56337.0,65449.0,71342.0,75635.0,81908.0,89696.0,103055.0,115993.0,123171.0,131399.0,136359.0,146810.0,149947.0,156155.0,78557.0
943,3192,FERRER FRISACH Fernando,GELS,SEH,944,ES,156205.0,11908.0,18128.0,24223.0,30504.0,34393.0,43590.0,46572.0,51186.0,54093.0,57012.0,64880.0,70809.0,75792.0,82388.0,89537.0,103182.0,115659.0,123464.0,131255.0,136511.0,146990.0,150494.0,156205.0,78607.0
944,3403,UEHISA Jennifer,,SEF,944,US,156205.0,11702.0,17987.0,24050.0,30316.0,34263.0,43392.0,46681.0,51094.0,54054.0,57704.0,64958.0,71232.0,75904.0,82019.0,90014.0,103225.0,115664.0,123478.0,131236.0,136591.0,146995.0,150497.0,156205.0,78607.0
945,2096,ROVIRA Jose,VERTIC RUNNERS,V2H,946,ES,156216.0,10934.0,17212.0,23488.0,29344.0,32841.0,42477.0,45082.0,50275.0,52884.0,56198.0,65668.0,72471.0,76372.0,83594.0,90355.0,103436.0,116674.0,123216.0,131858.0,136020.0,147739.0,150609.0,156216.0,78618.0
946,3429,NOGALES ALVAREZ Alberto,ESPARTANOS RIPOLLET,V1H,946,ES,156216.0,10932.0,17210.0,23490.0,29345.0,32830.0,42116.0,44996.0,49838.0,52633.0,55333.0,65524.0,72446.0,76375.0,83586.0,89897.0,103438.0,116679.0,122839.0,131848.0,136020.0,147728.0,150614.0,156216.0,78618.0
947,3430,ROSELL RUBIO Antonio,ESPARTANOS RIPOLLET,V1H,946,ES,156216.0,10933.0,17213.0,23485.0,29348.0,32839.0,42113.0,44994.0,49835.0,52823.0,55790.0,65549.0,72482.0,76377.0,83523.0,89683.0,103434.0,116693.0,122929.0,130770.0,135141.0,145445.0,148235.0,156216.0,78618.0
948,323,CARMINATI Christophe,,V1H,949,FR,156219.0,9572.0,16784.0,24253.0,30501.0,34484.0,44700.0,47404.0,51760.0,54369.0,57436.0,67685.0,74136.0,78736.0,85554.0,91801.0,105688.0,119467.0,126520.0,134536.0,138854.0,147409.0,150491.0,156219.0,78621.0
949,2426,COLIN Philippe,AC CHENOVE,V1H,950,FR,156221.0,11106.0,17482.0,24248.0,30337.0,34404.0,44697.0,47406.0,51766.0,54367.0,57436.0,67675.0,74132.0,78733.0,85551.0,91786.0,105689.0,119464.0,126525.0,134534.0,138855.0,147400.0,150478.0,156221.0,78623.0
950,3044,BOSSER Jean-luc,TRYSSINGEAUX,V1H,951,FR,156242.0,12202.0,18703.0,25838.0,32455.0,36115.0,45603.0,48492.0,53693.0,56852.0,59724.0,69899.0,76794.0,81353.0,87932.0,94506.0,107239.0,121946.0,128424.0,136077.0,140522.0,149626.0,152184.0,156242.0,78644.0
951,2416,LECLERC Jean-Charles,,SEH,952,FR,156297.0,10703.0,16765.0,22963.0,28984.0,32128.0,40746.0,43556.0,48297.0,51664.0,53824.0,62627.0,69374.0,74344.0,80746.0,87880.0,100588.0,112932.0,119964.0,130338.0,134689.0,146562.0,149701.0,156297.0,78699.0
952,2836,KWAKKENBOS Paul,,V1H,953,NL,156320.0,11510.0,18196.0,25569.0,31314.0,34904.0,44478.0,47128.0,52014.0,54948.0,58553.0,66369.0,73061.0,77681.0,83330.0,90817.0,105252.0,117061.0,123940.0,132446.0,136910.0,147062.0,150147.0,156320.0,78722.0
953,488,GALIMBERTI Andrea,CAI CABIATE,SEH,954,IT,156380.0,8841.0,14726.0,20991.0,25990.0,29366.0,38099.0,41207.0,45839.0,48666.0,51505.0,57708.0,64130.0,67889.0,73954.0,81803.0,94061.0,107032.0,115158.0,128254.0,134367.0,145715.0,149414.0,156380.0,78782.0
954,3619,GACHET Patrick,US ARRADON,V1H,955,FR,156407.0,11348.0,17856.0,24025.0,30335.0,34302.0,44074.0,47117.0,52226.0,55163.0,57899.0,66398.0,72575.0,77088.0,83906.0,91025.0,106101.0,117775.0,124487.0,132574.0,137298.0,147771.0,150684.0,156407.0,78809.0
955,2549,DELACHAT Benoît,,V1H,956,FR,156440.0,11556.0,17871.0,23901.0,30287.0,34013.0,43210.0,46055.0,51000.0,53722.0,56780.0,64738.0,72279.0,75528.0,82013.0,87980.0,100658.0,112773.0,120236.0,129477.0,134844.0,146970.0,150408.0,156440.0,78842.0
956,2699,DUMAS Sylvie,DOMONT ATHLETISME,V1F,956,FR,156440.0,10633.0,17030.0,22730.0,28505.0,32022.0,40788.0,43690.0,48023.0,50794.0,54325.0,61721.0,67906.0,72450.0,79057.0,86136.0,98657.0,112769.0,120238.0,129476.0,134812.0,147001.0,150402.0,156440.0,78842.0
957,2951,BENOIST Philippe,DOMONT ATHLETISME,V1H,956,FR,156440.0,10508.0,16259.0,23772.0,29910.0,33523.0,43095.0,46206.0,50997.0,53724.0,56756.0,64745.0,72295.0,75537.0,82011.0,88177.0,100659.0,112762.0,120234.0,129474.0,134843.0,146966.0,150406.0,156440.0,78842.0
958,3163,FALKUS Andrea,HAMMINKELNER SV,V1F,956,DE,156440.0,12035.0,18399.0,24552.0,30689.0,34285.0,43505.0,46629.0,51547.0,54046.0,56775.0,64390.0,73161.0,77982.0,83886.0,91157.0,107505.0,120632.0,128169.0,136589.0,140459.0,149576.0,152148.0,156440.0,78842.0
959,2952,VEYRAT Pierre,,SEH,960,FR,156455.0,12542.0,19503.0,26828.0,32817.0,36698.0,48298.0,51032.0,56618.0,59377.0,62549.0,72354.0,77988.0,82754.0,88211.0,95457.0,108606.0,123932.0,130379.0,136866.0,140839.0,148488.0,151329.0,156455.0,78857.0
960,3003,BONNAURE Frederique,,SEF,961,FR,156467.0,12130.0,18591.0,24653.0,30967.0,34573.0,43691.0,46584.0,50963.0,53993.0,57051.0,66543.0,72780.0,78197.0,85420.0,92382.0,106362.0,118920.0,125852.0,135165.0,138959.0,148434.0,151333.0,156467.0,78869.0
961,2406,MESTRE ALEMANY Salvador,CORRIOL XTREME OLIVA,V1H,962,ES,156500.0,10026.0,16188.0,22038.0,27585.0,30753.0,40027.0,42789.0,47000.0,49539.0,52330.0,60374.0,65931.0,70744.0,77291.0,84759.0,98406.0,112444.0,120101.0,128010.0,134153.0,146125.0,149039.0,156500.0,78902.0
962,3575,CORTIAL Frederic,,SEH,963,FR,156611.0,11803.0,18654.0,26058.0,32521.0,36426.0,45965.0,48859.0,53136.0,55615.0,58498.0,66191.0,72332.0,77059.0,83462.0,90349.0,103577.0,115954.0,123654.0,132593.0,137382.0,146960.0,150086.0,156611.0,79013.0
963,2571,SZYBOWICZ Yannick,US MARQUETTE,V1H,964,FR,156640.0,10907.0,16801.0,23286.0,29453.0,33585.0,44053.0,47256.0,52501.0,55499.0,58705.0,65658.0,72277.0,77194.0,83872.0,91844.0,104989.0,116324.0,123191.0,131690.0,136756.0,147483.0,150601.0,156640.0,79042.0
964,2168,DELORME Jean-Marc,ASPHALTE 94,SEH,965,FR,156685.0,11578.0,17541.0,23597.0,29173.0,32609.0,41767.0,44264.0,48415.0,51553.0,53648.0,62909.0,68627.0,73467.0,81472.0,90008.0,104098.0,117568.0,124150.0,132398.0,138199.0,148755.0,152105.0,156685.0,79087.0
965,3685,ALTWEGG Eric,,V2H,966,FR,156772.0,11685.0,18464.0,25050.0,,35822.0,44804.0,47573.0,51996.0,54856.0,57770.0,67129.0,73134.0,77564.0,83563.0,90546.0,104567.0,116167.0,123134.0,131879.0,137776.0,147054.0,150682.0,156772.0,79174.0
966,2651,MARTIN Claude,,V1H,967,FR,156870.0,11449.0,17863.0,24570.0,31190.0,35287.0,44801.0,47820.0,52799.0,55703.0,59098.0,67991.0,74445.0,79452.0,85793.0,92896.0,106922.0,120638.0,127278.0,134866.0,139886.0,149867.0,152704.0,156870.0,79272.0
967,2635,DE LONGVILLIERS Bertrand,,V2H,968,FR,156881.0,12195.0,18690.0,24522.0,30756.0,34648.0,43646.0,47129.0,51310.0,54463.0,57869.0,66658.0,72700.0,77043.0,82784.0,90765.0,103600.0,115948.0,123588.0,131875.0,136797.0,147319.0,150587.0,156881.0,79283.0
968,2680,JARDON Paul,SC BUTGENBACH,V2H,969,BE,156894.0,12723.0,19767.0,26434.0,33149.0,37379.0,47655.0,50534.0,55471.0,58404.0,62233.0,71427.0,77156.0,81462.0,87194.0,94440.0,107313.0,119690.0,126990.0,134787.0,138314.0,148352.0,151251.0,156894.0,79296.0
969,2079,MINTRONE Francesco,,V1H,970,IT,156905.0,10724.0,17434.0,25847.0,32130.0,35614.0,44718.0,47250.0,51480.0,53938.0,56618.0,66838.0,72749.0,77317.0,85217.0,91869.0,103632.0,117390.0,124815.0,135026.0,138526.0,147891.0,151181.0,156905.0,79307.0
970,3020,PRESTON Christine,TODMORDEN HARRIERS,V1F,971,GB,156925.0,11505.0,18007.0,24964.0,30986.0,34900.0,44668.0,47639.0,52559.0,55344.0,58826.0,68045.0,74693.0,79602.0,85558.0,92652.0,105402.0,117685.0,124663.0,132885.0,137797.0,147387.0,150392.0,156925.0,79327.0
971,3008,LEONARD Richard,TODMORDEN HARRIERS,V2H,972,GB,156926.0,11505.0,18008.0,24972.0,30991.0,34903.0,44673.0,47653.0,52576.0,55351.0,58826.0,68058.0,74676.0,79613.0,85590.0,92655.0,105404.0,117692.0,124665.0,132897.0,137796.0,147392.0,150397.0,156926.0,79328.0
972,2414,GASTRIN Jeannot,,V2H,973,FR,156940.0,11225.0,17804.0,25082.0,32477.0,36282.0,47075.0,49595.0,54835.0,57248.0,59955.0,68483.0,75238.0,79712.0,86969.0,93730.0,106670.0,119098.0,125291.0,134815.0,138309.0,149759.0,152597.0,156940.0,79342.0
973,2139,RAMILLON NICOLAS,,SEH,974,FR,156943.0,12852.0,18899.0,24596.0,30766.0,34517.0,43940.0,46959.0,51168.0,54151.0,57102.0,68947.0,75158.0,80176.0,86180.0,92903.0,108492.0,121234.0,127342.0,135357.0,139856.0,149269.0,152029.0,156943.0,79345.0
974,3274,AMICH RIAU Emilio,CENTRE EXCURSIONISTA POBLET,V1H,975,ES,156978.0,13102.0,20237.0,27148.0,33956.0,38422.0,47792.0,50668.0,55529.0,59024.0,62415.0,70994.0,77544.0,82336.0,88617.0,96101.0,109769.0,121392.0,128175.0,136238.0,140077.0,149264.0,151908.0,156978.0,79380.0
975,2683,ALEX Guy,,V2H,976,FR,157007.0,11641.0,18761.0,24482.0,30541.0,34564.0,43286.0,46887.0,51327.0,54030.0,57095.0,65744.0,71287.0,75596.0,81722.0,89359.0,101511.0,116251.0,123188.0,131292.0,136337.0,147545.0,150687.0,157007.0,79409.0
976,3347,DUBOIS Thierry,VILLE DE WARMERIVILLE 51110,V1H,977,FR,157058.0,13076.0,19731.0,26030.0,32554.0,36372.0,45808.0,48976.0,53942.0,57044.0,60047.0,69364.0,75006.0,79417.0,86358.0,93647.0,107663.0,119576.0,126535.0,134649.0,139154.0,149949.0,152988.0,157058.0,79460.0
977,3065,ALARD Jean Pierre,ACF CARCASSONNE,V3H,978,FR,157077.0,11723.0,18250.0,25291.0,32185.0,36318.0,46394.0,48783.0,54040.0,56790.0,59621.0,67821.0,73990.0,78355.0,85167.0,91921.0,106375.0,119615.0,125996.0,135351.0,138884.0,149684.0,152321.0,157077.0,79479.0
978,662,MESTRE BORRAS Jordi,ASS. EXITA. EL SENDERO DE RIUDECOLS,SEH,979,ES,157176.0,11531.0,18954.0,24951.0,30790.0,34851.0,43446.0,46578.0,50857.0,53701.0,56482.0,62821.0,68685.0,71774.0,76896.0,85632.0,98096.0,114752.0,122606.0,130993.0,135552.0,146338.0,150161.0,157176.0,79578.0
979,1066,OLBRISCH Wolfgang,TEAM SOQ.DE,V1H,980,DE,157191.0,11979.0,18706.0,25352.0,,35681.0,45048.0,47602.0,51909.0,54640.0,58387.0,67351.0,73448.0,78224.0,85177.0,91307.0,104991.0,116745.0,124653.0,131900.0,137231.0,148141.0,151244.0,157191.0,79593.0
980,3629,PIOCHE Richard,LE SOUFFLE D' ORGERUS,V2H,980,FR,157191.0,12353.0,18666.0,24936.0,31604.0,35304.0,44649.0,47394.0,51983.0,55281.0,58409.0,67015.0,72828.0,77211.0,84187.0,91652.0,104657.0,118621.0,125227.0,133239.0,138040.0,148096.0,151046.0,157191.0,79593.0
981,2467,MARCILLON PHILIPPE,,V1H,982,FR,157193.0,11110.0,17391.0,24021.0,30489.0,34640.0,44834.0,47975.0,53114.0,55810.0,58738.0,66365.0,72570.0,77456.0,84632.0,92201.0,106629.0,119658.0,127000.0,134849.0,139719.0,149803.0,152648.0,157193.0,79595.0
982,2898,INACIO Georges,,V2H,983,FR,157205.0,11283.0,18257.0,24980.0,31851.0,36110.0,45529.0,48384.0,53129.0,55791.0,58682.0,67649.0,74274.0,78924.0,85829.0,92398.0,106402.0,118332.0,124958.0,133063.0,137785.0,147834.0,151206.0,157205.0,79607.0
983,2107,CAMPANINI Fernando,ATLETICA AGORDINA,V3H,984,IT,157260.0,13104.0,20254.0,27154.0,33789.0,38412.0,48545.0,51635.0,56652.0,59711.0,62829.0,72369.0,78391.0,82693.0,89086.0,96874.0,109766.0,120526.0,126992.0,134654.0,138613.0,148709.0,151406.0,157260.0,79662.0
984,3100,NEDELEC Jean-Rene,,V1H,985,FR,157261.0,12136.0,19043.0,25604.0,32420.0,36254.0,46348.0,49257.0,54364.0,57345.0,60402.0,69552.0,75593.0,80111.0,88324.0,95363.0,108429.0,121742.0,128233.0,135127.0,139544.0,149336.0,152594.0,157261.0,79663.0
985,2161,JOUKOFF Vincent,VANVES RUN CLUB 92,V1H,986,FR,157266.0,12725.0,19800.0,26800.0,33740.0,37719.0,47392.0,50066.0,54814.0,57769.0,60708.0,68211.0,74623.0,79012.0,86041.0,92986.0,106995.0,119584.0,126009.0,134792.0,138607.0,148603.0,151610.0,157266.0,79668.0
986,151,CLERC Denis,ASSP VERGEZE - SOMMIERES ATHLETISME,V1H,987,FR,157267.0,9325.0,14598.0,20078.0,25585.0,28282.0,36266.0,38526.0,42466.0,44926.0,47620.0,55295.0,60443.0,64723.0,72605.0,81041.0,94707.0,105862.0,113119.0,128324.0,134770.0,145895.0,148948.0,157267.0,79669.0
987,2100,NICKLER Marcel,BEARINGPOINT RUNNING TEAM,V2H,987,CH,157267.0,11723.0,18937.0,25077.0,31668.0,36010.0,44826.0,47924.0,52507.0,,58695.0,66203.0,73007.0,77930.0,83657.0,91490.0,104105.0,116127.0,123574.0,131652.0,136464.0,147233.0,150554.0,157267.0,79669.0
988,2629,GALAMAND Eric,LA FOULEE D ANNEMASSE,V1H,989,FR,157351.0,11398.0,18157.0,25484.0,31837.0,35606.0,50498.0,47749.0,52963.0,55605.0,58847.0,68416.0,73647.0,78257.0,83883.0,90762.0,105280.0,117976.0,124516.0,134537.0,138659.0,148136.0,151220.0,157351.0,79753.0
989,3244,ITUARTE ANDONEGI Nekane,BURUMENDI,SEF,990,ES,157395.0,12292.0,19049.0,25672.0,32132.0,36440.0,46322.0,49217.0,53710.0,56566.0,61233.0,67302.0,73544.0,78488.0,84742.0,92171.0,105807.0,118179.0,125118.0,132063.0,136173.0,146184.0,149798.0,157395.0,79797.0
990,3708,ALMANSA MARTIN Alberto,,V1H,991,ES,157408.0,10626.0,16755.0,22861.0,28952.0,32619.0,42661.0,45133.0,50688.0,53273.0,56755.0,64028.0,70468.0,74995.0,82379.0,89215.0,102979.0,115693.0,123971.0,132719.0,137370.0,148073.0,151117.0,157408.0,79810.0
991,311,AGIRREZABALAGA NUÑEZ Inaki,BURUMENDI MENDI ELKARTEA,SEH,992,ES,157421.0,10014.0,15380.0,21956.0,27496.0,30652.0,40025.0,43109.0,46950.0,49449.0,52243.0,61078.0,66980.0,71297.0,77620.0,84243.0,96712.0,111025.0,117894.0,125722.0,131210.0,146133.0,149286.0,157421.0,79823.0
992,3242,ARRIETA MENDIZABAL Kosme,BURUMENDI,V1H,992,ES,157421.0,10015.0,15381.0,21973.0,27494.0,30651.0,40022.0,43125.0,46947.0,49447.0,52244.0,61074.0,66983.0,71294.0,77615.0,84242.0,96713.0,110976.0,117894.0,125790.0,131206.0,146178.0,149795.0,157421.0,79823.0
993,3674,RUIZ DE BUSTILLO Joan,,V2H,994,ES,157442.0,11802.0,19470.0,26249.0,32695.0,36405.0,45551.0,48671.0,53515.0,56001.0,60004.0,67529.0,74116.0,79586.0,85665.0,93375.0,108040.0,119624.0,127040.0,134918.0,139320.0,149773.0,152314.0,157442.0,79844.0
994,3698,PRAT SAN Toni,FONDISTES ALPENS,V1H,995,ES,157524.0,11830.0,19038.0,25604.0,32468.0,36374.0,45821.0,48728.0,53606.0,56267.0,59769.0,67808.0,74664.0,79580.0,85980.0,93897.0,108041.0,119619.0,127047.0,134915.0,139319.0,149796.0,152365.0,157524.0,79926.0
995,2262,ALVES Pedro,,SEH,996,PT,157566.0,11193.0,17379.0,25024.0,30531.0,34257.0,43918.0,46708.0,51420.0,55068.0,58456.0,69960.0,76038.0,80340.0,86186.0,94566.0,107406.0,120635.0,128367.0,135300.0,139201.0,147783.0,150844.0,157566.0,79968.0
996,3343,GONCALO Silva,CLUBE AVENTURA DA MADEIRA,SEH,996,PT,157566.0,11193.0,17379.0,25023.0,30521.0,34203.0,43913.0,46703.0,51416.0,54675.0,58475.0,69956.0,75898.0,80321.0,86183.0,94063.0,107406.0,120709.0,128342.0,135298.0,138707.0,147588.0,150144.0,157566.0,79968.0
997,1269,DEBEL Evelyne,,SEF,998,FR,157616.0,11604.0,18340.0,25395.0,32060.0,35709.0,45826.0,48400.0,53055.0,55793.0,58651.0,67120.0,73280.0,77854.0,84590.0,90787.0,105172.0,118636.0,125128.0,133162.0,138002.0,149431.0,152300.0,157616.0,80018.0
998,2234,RIMBAULT Claire,,SEF,998,FR,157616.0,11633.0,18339.0,25393.0,32062.0,35716.0,45828.0,48402.0,53051.0,55787.0,58649.0,67114.0,73263.0,77850.0,84587.0,90786.0,105138.0,118633.0,125128.0,132912.0,137998.0,149439.0,152295.0,157616.0,80018.0
999,3717,PENZO Antonio,,V1H,1000,IT,157620.0,12808.0,19941.0,26645.0,34103.0,38584.0,48023.0,51049.0,55654.0,58649.0,61856.0,70390.0,76799.0,81326.0,88652.0,96352.0,110862.0,122429.0,128947.0,135086.0,139863.0,149047.0,152058.0,157620.0,80022.0
1000,3073,WRIGHT David,,V1H,1001,GB,157621.0,12023.0,19070.0,28262.0,34428.0,38425.0,47457.0,50527.0,55438.0,58066.0,61202.0,70344.0,77274.0,81372.0,87692.0,94413.0,107409.0,120966.0,128235.0,135496.0,140156.0,149208.0,152115.0,157621.0,80023.0
1001,2374,UGUEN Eddy,,V1H,1002,FR,157679.0,10885.0,17602.0,24355.0,30594.0,34396.0,43507.0,46611.0,50970.0,53709.0,57678.0,66059.0,73181.0,77353.0,83614.0,90903.0,105582.0,118153.0,125145.0,132961.0,137766.0,148429.0,151485.0,157679.0,80081.0
1002,2381,EVENAS Ronan,MARINE NATIONALE,V1H,1002,FR,157679.0,12335.0,19511.0,26797.0,33639.0,37612.0,46785.0,49249.0,53358.0,56049.0,58867.0,66601.0,72849.0,77353.0,83617.0,90904.0,105582.0,118157.0,125145.0,132966.0,137765.0,148424.0,151481.0,157679.0,80081.0
1003,3964,TRABUCHET Ludovic,BAGNOLS MARCOULE ATHLETISME,SEH,1004,FR,157731.0,11069.0,17835.0,24827.0,,35414.0,45025.0,47782.0,52922.0,55362.0,58246.0,66540.0,72623.0,77428.0,84415.0,91684.0,108057.0,121018.0,128295.0,136182.0,140466.0,150332.0,153065.0,157731.0,80133.0
1004,2801,STEELE Jonathan,THE CHOSEN ONES,SEH,1005,GB,157739.0,12553.0,20131.0,27850.0,35416.0,39877.0,50357.0,53856.0,58734.0,61149.0,64031.0,71764.0,78386.0,82462.0,89434.0,96104.0,109163.0,122127.0,128436.0,136582.0,140171.0,149728.0,152486.0,157739.0,80141.0
1005,2010,MARTINS Cyril,KIKOUROU,SEH,1006,FR,157802.0,11464.0,17852.0,24705.0,31751.0,35578.0,47362.0,50669.0,55248.0,57940.0,61244.0,69615.0,76035.0,80711.0,87564.0,94847.0,107286.0,120662.0,127192.0,135237.0,140326.0,150359.0,153408.0,157802.0,80204.0
1006,958,GALEAZZI Stéphane,,V1H,1007,FR,157815.0,11731.0,18371.0,25571.0,32194.0,36189.0,45525.0,48207.0,52808.0,55364.0,58283.0,66589.0,72894.0,77676.0,84102.0,90821.0,105604.0,118858.0,126076.0,134909.0,139780.0,149622.0,152630.0,157815.0,80217.0
1007,2420,PERRIN Bruno,CREDIT AGRICOLE,V1H,1007,FR,157815.0,11731.0,18379.0,25568.0,32223.0,35948.0,50489.0,47797.0,52805.0,55290.0,58278.0,67041.0,73376.0,77845.0,84285.0,91424.0,105610.0,118679.0,125185.0,134528.0,139066.0,149598.0,152627.0,157815.0,80217.0
1008,3307,FAVRE Patrice,,V1H,1009,FR,157816.0,11216.0,16775.0,22259.0,28023.0,31873.0,41731.0,44808.0,49736.0,52178.0,55446.0,63214.0,69124.0,73689.0,80060.0,87664.0,100128.0,113791.0,121357.0,131597.0,136841.0,146923.0,149971.0,157816.0,80218.0
1009,3806,TISSEYRE Olivier,,SEH,1010,FR,157819.0,12255.0,19185.0,26186.0,32530.0,36146.0,46716.0,49503.0,54143.0,56960.0,60279.0,67926.0,74241.0,79270.0,85900.0,93098.0,106387.0,118878.0,125440.0,134835.0,138544.0,148782.0,151902.0,157819.0,80221.0
1010,3738,CONILL Carles,VERTIC RUNNERS - TALLADITS,SEH,1011,ES,157824.0,11783.0,19272.0,26925.0,33631.0,37960.0,48056.0,50735.0,55295.0,57825.0,61302.0,71390.0,79031.0,83234.0,89892.0,96882.0,110341.0,123037.0,129278.0,136377.0,140549.0,150091.0,152981.0,157824.0,80226.0
1011,3270,RIVAUD Patrick,,SEH,1012,FR,157827.0,11067.0,17661.0,24450.0,30970.0,34596.0,44068.0,47018.0,52320.0,55297.0,58352.0,67074.0,73015.0,77608.0,83995.0,90851.0,109264.0,120601.0,127085.0,135192.0,139300.0,149996.0,152697.0,157827.0,80229.0
1012,3014,LE BRIS Jean-Yves,,V2H,1013,FR,157903.0,12229.0,19176.0,25547.0,32105.0,36145.0,45897.0,48629.0,53625.0,56431.0,59542.0,67846.0,73708.0,78218.0,84180.0,91458.0,105458.0,118176.0,125061.0,132989.0,137660.0,148131.0,151500.0,157903.0,80305.0
1013,2095,LINGER Jean-Christophe,,SEH,1014,FR,157932.0,12711.0,19695.0,26342.0,33136.0,37438.0,47269.0,49996.0,54596.0,57668.0,60710.0,68318.0,74203.0,78483.0,84442.0,91617.0,105266.0,117667.0,124722.0,132659.0,137364.0,148347.0,151503.0,157932.0,80334.0
