,bib,name,team,category,rank,nationality,time,stGer,conta,balme,crxBon,chap,seign,combal,mtFav,checr,courm,bert,bonat,arnuv,ferret,fouly,champ,bovine,trient,catog,vallo,teteVnt,fleg,cham,timediff
0,1,JORNET BURGADA Kilian,SALOMON SANTIVERI,ESH,1,ES,77598.0,6853.0,10353.0,13464.0,16713.0,18582.0,23883.0,25564.0,28119.0,29883.0,31511.0,35221.0,39032.0,41600.0,45074.0,48903.0,54363.0,59880.0,62776.0,66805.0,68793.0,73730.0,75011.0,77598.0,0.0
1,20,CHAIGNEAU Sebastien,,SEH,2,FR,81405.0,7009.0,10791.0,14568.0,18310.0,20393.0,26223.0,27860.0,30499.0,32304.0,34256.0,38246.0,42047.0,44399.0,47765.0,51520.0,57811.0,63341.0,66094.0,70105.0,72209.0,77642.0,79147.0,81405.0,3807.0
2,4,KABURAKI Tsuyoshi,THE NORTH FACE JAPAN,V1H,3,JP,82116.0,7432.0,11228.0,14762.0,18532.0,20638.0,26163.0,27857.0,30652.0,32308.0,34178.0,40318.0,43659.0,45810.0,49357.0,52836.0,58404.0,63592.0,66396.0,70395.0,72652.0,78193.0,79523.0,82116.0,4518.0
3,9,CALMBACH Uli,DAV GOPPINGEN,V1H,4,DE,83449.0,7518.0,11441.0,15178.0,19084.0,21110.0,26798.0,28580.0,31265.0,33109.0,35070.0,38976.0,42623.0,45034.0,48377.0,52203.0,58452.0,64157.0,67192.0,71267.0,73662.0,79171.0,80658.0,83449.0,5851.0
4,2191,TRIVEL Lionel,ATOUSPORT,SEH,5,FR,84868.0,7586.0,11527.0,15490.0,19460.0,21524.0,27638.0,29495.0,32359.0,34248.0,36254.0,40493.0,44189.0,46576.0,50227.0,54123.0,60327.0,66124.0,68816.0,72733.0,74958.0,80435.0,81963.0,84868.0,7270.0
5,3951,YOKOYAMA Minehiro,THE NORTH FACE JAPAN,V1H,6,JP,84974.0,7764.0,11640.0,15507.0,19530.0,21668.0,27666.0,29501.0,32412.0,34259.0,36261.0,40562.0,44192.0,46579.0,50230.0,54092.0,60311.0,66189.0,69112.0,73284.0,75823.0,81044.0,82371.0,84974.0,7376.0
6,8,NEMETH Csaba,NOMADSPORT,V1H,7,HU,85556.0,6896.0,10579.0,14060.0,18101.0,20164.0,25743.0,27621.0,30340.0,32291.0,34479.0,38515.0,42420.0,44875.0,48558.0,52561.0,58785.0,64609.0,67860.0,72713.0,75202.0,81280.0,82830.0,85556.0,7958.0
7,2782,YAMAMOTO Kenichi,HAGLOFS,SEH,8,JP,87469.0,7732.0,11868.0,15839.0,19985.0,21956.0,28368.0,29909.0,32726.0,34505.0,36654.0,40544.0,44188.0,46574.0,50658.0,54742.0,61455.0,67267.0,70191.0,74534.0,77017.0,82884.0,84500.0,87469.0,9871.0
8,3802,GIRAUD-SAUVEUR Herve,TEAM LAFUMA,V1H,9,FR,89006.0,7139.0,10761.0,14601.0,18451.0,20404.0,,27720.0,30493.0,32302.0,34253.0,39084.0,43246.0,45715.0,49833.0,54515.0,61570.0,67751.0,70671.0,75123.0,77517.0,84040.0,85874.0,89006.0,11408.0
9,2074,HOHENADLER Armin,TV TRAUNSTEIN,SEH,10,DE,89439.0,7466.0,11587.0,15616.0,19740.0,21954.0,27895.0,29765.0,32684.0,34696.0,37254.0,41233.0,45023.0,47631.0,51445.0,55653.0,62612.0,68703.0,72093.0,76470.0,78948.0,84658.0,86353.0,89439.0,11841.0
10,2477,MOEHL Kristin,PATAGONIA ULTRARUNNING TEAM,SEF,11,US,89761.0,8021.0,12284.0,16082.0,20307.0,22819.0,29014.0,31128.0,34147.0,36358.0,38462.0,42622.0,46258.0,48656.0,52676.0,56921.0,63817.0,69697.0,72921.0,77072.0,79555.0,85152.0,86737.0,89761.0,12163.0
11,2144,REY Patrick,,V1H,12,FR,91158.0,7549.0,11638.0,15714.0,19744.0,21884.0,28117.0,29985.0,33042.0,34845.0,36822.0,41421.0,45279.0,47751.0,51831.0,56034.0,62758.0,69072.0,72257.0,77103.0,79303.0,86014.0,87794.0,91158.0,13560.0
12,3713,VILLIERS Jim,,SEH,13,AU,91529.0,7002.0,11169.0,15198.0,19225.0,21433.0,27711.0,29651.0,32974.0,34763.0,36649.0,41537.0,45511.0,48237.0,52534.0,56315.0,63393.0,69921.0,72945.0,78244.0,80404.0,86736.0,88510.0,91529.0,13931.0
13,23,MARTINEZ DE MARSAY Jordi,Unió Excursionista de Cataluña Prat de Llobregat,SEH,14,ES,91903.0,7248.0,11006.0,14811.0,18812.0,20833.0,26848.0,28585.0,31581.0,33486.0,35527.0,40445.0,47168.0,49630.0,53486.0,57428.0,64792.0,71061.0,74073.0,78794.0,81237.0,87100.0,88685.0,91903.0,14305.0
14,21,BAUMANN Ryan,SWISS SKI,SEH,15,CH,92540.0,7798.0,11935.0,15831.0,19954.0,22032.0,27932.0,29777.0,32499.0,34326.0,36167.0,40399.0,44326.0,46769.0,50436.0,54602.0,61278.0,68150.0,71765.0,77136.0,80270.0,87441.0,89349.0,92540.0,14942.0
15,6,GUILLON Antoine,TEAM LAFUMA- GREEN MAGMA- GO2,SEH,16,FR,92740.0,7608.0,11639.0,15977.0,20309.0,22324.0,28721.0,30477.0,33658.0,35533.0,37489.0,41867.0,46061.0,48603.0,52869.0,56837.0,64029.0,70541.0,73858.0,78496.0,80994.0,87499.0,89347.0,92740.0,15142.0
16,58,ROBRES MONFORTE Francisco,SUS  SCROFA,SEH,17,ES,93228.0,8178.0,12485.0,16408.0,20771.0,22967.0,29261.0,31470.0,34413.0,36505.0,38554.0,42989.0,46785.0,49313.0,53337.0,57693.0,65059.0,71393.0,74739.0,79516.0,82030.0,88143.0,89862.0,93228.0,15630.0
17,14,HAWKER Elisabeth,,SEF,18,GB,93882.0,6926.0,10915.0,15182.0,19545.0,22004.0,28183.0,30475.0,33600.0,35590.0,37724.0,42561.0,46356.0,48553.0,52451.0,56143.0,63692.0,71057.0,74043.0,78871.0,81732.0,88595.0,90408.0,93882.0,16284.0
18,4073,JUREK Scott,,SEH,19,US,94035.0,6861.0,10576.0,14021.0,17741.0,19727.0,26429.0,27717.0,30231.0,31795.0,33565.0,37898.0,41915.0,44330.0,48319.0,52262.0,58849.0,66195.0,69289.0,76151.0,79114.0,86666.0,89489.0,94035.0,16437.0
19,2118,GRANT Joe,,SEH,20,US,94036.0,7321.0,11121.0,14967.0,18833.0,20727.0,26839.0,28538.0,31262.0,32970.0,34772.0,39979.0,43747.0,46478.0,50830.0,55300.0,63897.0,70111.0,73446.0,78500.0,81472.0,88661.0,90353.0,94036.0,16438.0
20,3628,BAUD Patrice,,V1H,21,FR,94842.0,7763.0,11995.0,16112.0,20262.0,22325.0,28711.0,30479.0,33463.0,35279.0,37205.0,41924.0,45898.0,48536.0,52645.0,56669.0,63406.0,70151.0,73854.0,79053.0,81815.0,89097.0,91118.0,94842.0,17244.0
21,3203,MILLS Stuart,BRIGHTON AND HOVE ATHLETIC CLUB,V1H,22,GB,95353.0,7351.0,11530.0,15968.0,20803.0,22983.0,30139.0,32304.0,36089.0,37824.0,40006.0,44693.0,48328.0,51228.0,55468.0,59167.0,65826.0,72321.0,75871.0,80658.0,83160.0,90125.0,92016.0,95353.0,17755.0
22,2499,CERCUEIL Michel,CAF ISERE,SEH,23,FR,95473.0,7743.0,11967.0,16077.0,20772.0,23066.0,29903.0,32416.0,35730.0,37619.0,39808.0,45704.0,49451.0,52149.0,56048.0,60183.0,66926.0,73397.0,76548.0,81710.0,84414.0,90823.0,92462.0,95473.0,17875.0
23,11,GAYLORD Topher,THE NORTH FACE,V1H,24,US,96448.0,7404.0,11331.0,15266.0,19210.0,21429.0,27872.0,29961.0,33820.0,36074.0,38462.0,42647.0,46635.0,50759.0,54744.0,59206.0,67560.0,74271.0,77937.0,82821.0,85372.0,91157.0,92930.0,96448.0,18850.0
24,107,NALIN Guillaume,XTTR 63 LE MONT DORE,SEH,25,FR,96693.0,8149.0,12324.0,16673.0,20824.0,22978.0,29774.0,31844.0,35066.0,37017.0,39074.0,44415.0,48232.0,50832.0,55182.0,59540.0,66935.0,73882.0,77450.0,82286.0,84928.0,91991.0,93340.0,96693.0,19095.0
25,2266,SCHNEIDER Christian,,SEH,26,CH,97368.0,7323.0,11563.0,15790.0,19960.0,21958.0,28478.0,30501.0,33779.0,35715.0,37592.0,42772.0,46743.0,49317.0,53954.0,58394.0,66209.0,73400.0,76548.0,81715.0,84416.0,92005.0,93538.0,97368.0,19770.0
26,229,GABIOUD Jules-Henri,LA FOULY Trailers OVERSTIMS,ESH,27,CH,97581.0,7861.0,12322.0,16671.0,20971.0,23207.0,29986.0,32200.0,35407.0,37388.0,39565.0,44815.0,48912.0,51823.0,55667.0,59826.0,67038.0,74190.0,77735.0,82554.0,85386.0,92017.0,93691.0,97581.0,19983.0
27,3179,PILLONEL Etienne,,SEH,28,CH,98193.0,8171.0,12623.0,16977.0,21495.0,23819.0,30406.0,32302.0,35203.0,37085.0,39122.0,43686.0,47390.0,49902.0,54093.0,58163.0,65512.0,73311.0,76827.0,82430.0,85289.0,92773.0,94615.0,98193.0,20595.0
28,132,BUCEK Igor,HUDY SPORT,V1H,29,SK,98630.0,7817.0,12283.0,16405.0,20787.0,23093.0,29681.0,32128.0,35046.0,37015.0,39076.0,45604.0,49206.0,52103.0,56126.0,60363.0,68156.0,75164.0,78721.0,83622.0,86481.0,93698.0,95581.0,98630.0,21032.0
29,41,FARANO Sebastien,MARATHONIEN SPORT - LAFUMA,SEH,30,FR,98770.0,7845.0,12296.0,17194.0,22290.0,24656.0,31749.0,34048.0,37188.0,39232.0,41744.0,48152.0,51893.0,54373.0,58468.0,62624.0,69679.0,76158.0,79558.0,84484.0,86973.0,93076.0,95003.0,98770.0,21172.0
30,3151,BOTTOLLIER Bruno,SALLANCHES,V1H,31,FR,99062.0,8365.0,12824.0,17170.0,21685.0,23785.0,30688.0,32858.0,36095.0,38052.0,40077.0,45477.0,49613.0,52352.0,57423.0,61282.0,68251.0,75574.0,79091.0,83981.0,86661.0,93577.0,95443.0,99062.0,21464.0
31,4003,FEDEL Silvano,TRIATHLON TRENTINO - SALOMON,V1H,32,IT,99877.0,6853.0,10358.0,13986.0,17867.0,20179.0,37110.0,39212.0,42751.0,44564.0,46546.0,51642.0,55250.0,57915.0,62137.0,66439.0,74036.0,81156.0,83957.0,88171.0,90234.0,95562.0,97086.0,99877.0,22279.0
32,3827,PATUREL Marc,SPORT NATURE VILLE LA GRAND,SEH,33,FR,99970.0,8132.0,12583.0,17007.0,21612.0,23831.0,30564.0,32534.0,35605.0,37754.0,39945.0,44676.0,48801.0,51513.0,55696.0,60289.0,68148.0,75330.0,79118.0,84177.0,87194.0,94221.0,96352.0,99970.0,22372.0
33,56,BALDUCHELLI Yan,GIRAFFE TEAM,SEH,34,CH,99991.0,8044.0,12375.0,17166.0,22261.0,24667.0,31981.0,34222.0,37672.0,39789.0,42102.0,47393.0,51363.0,54227.0,58471.0,62619.0,69826.0,76674.0,80421.0,85506.0,88281.0,95479.0,97112.0,99991.0,22393.0
34,3892,LUKAS Jens,LSG KARLSRUHE,V1H,35,DE,100328.0,8364.0,12761.0,17063.0,21701.0,24208.0,30693.0,33121.0,36170.0,38292.0,40518.0,45252.0,49256.0,52105.0,56207.0,60227.0,67219.0,73851.0,77623.0,82662.0,85550.0,92899.0,95280.0,100328.0,22730.0
35,3413,JULIA BONMATI Arnau,BUFF-COOLMAX,SEH,36,ES,100432.0,7895.0,11889.0,16020.0,20062.0,21828.0,28329.0,30217.0,33378.0,35272.0,37766.0,42880.0,47202.0,50146.0,54800.0,59322.0,67582.0,75348.0,78905.0,84224.0,87016.0,94189.0,96376.0,100432.0,22834.0
36,47,GUERAUD Laurent,,V1H,37,FR,100661.0,8147.0,12454.0,16606.0,21154.0,23592.0,30436.0,32504.0,35791.0,37985.0,40244.0,45666.0,49845.0,52828.0,57387.0,62018.0,69851.0,77456.0,81026.0,85763.0,88697.0,95499.0,97309.0,100661.0,23063.0
37,95,KARLOWITS-JUHASZ Tamas,NOMAD SPORT,SEH,38,HU,100814.0,7610.0,12101.0,16433.0,21027.0,23386.0,29913.0,32354.0,35637.0,37890.0,40674.0,45558.0,49453.0,52170.0,56545.0,61269.0,68935.0,76023.0,79619.0,84694.0,87616.0,94998.0,97156.0,100814.0,23216.0
38,2142,BRAGHINI Danilo,TRAIL RUNNING BRESCIA,V1H,39,IT,100847.0,8839.0,13498.0,17949.0,23021.0,25410.0,32276.0,34674.0,38166.0,40072.0,42103.0,46864.0,50561.0,53105.0,57361.0,61716.0,69337.0,76652.0,80281.0,85282.0,88166.0,95471.0,97443.0,100847.0,23249.0
39,112,SAND yvan,UFO,SEH,40,FR,101027.0,8757.0,13434.0,18372.0,22978.0,25423.0,32157.0,34657.0,37894.0,39919.0,42108.0,47651.0,51580.0,54342.0,58697.0,62940.0,70555.0,77411.0,81026.0,85974.0,88782.0,95808.0,97742.0,101027.0,23429.0
40,2397,MONPARLER MARTINEZ David,CORRIOL XTREME OLIVA,SEH,41,ES,101097.0,8899.0,13710.0,18076.0,23032.0,25413.0,32274.0,34525.0,37932.0,39968.0,42189.0,47510.0,51619.0,54501.0,59038.0,63685.0,71374.0,78666.0,82159.0,86984.0,89590.0,95838.0,97805.0,101097.0,23499.0
41,166,VERHAEGHE Michel,ACW - OFF COURSE,SEH,42,FR,101288.0,7768.0,11967.0,15826.0,19950.0,22158.0,28472.0,30491.0,33391.0,35382.0,37466.0,42256.0,46519.0,49574.0,53960.0,58785.0,67068.0,76540.0,80122.0,85071.0,87921.0,94669.0,96968.0,101288.0,23690.0
42,3952,CANTIN Frédéric,LES CHEVALIERS DU VENT - BATIBOIS ALSACE,SEH,43,FR,101461.0,8508.0,13037.0,17392.0,22030.0,24442.0,31306.0,33305.0,36612.0,38729.0,40984.0,46021.0,50125.0,52799.0,57220.0,61742.0,69487.0,76529.0,80121.0,85074.0,87924.0,95475.0,97425.0,101461.0,23863.0
43,76,ICART Gilles,RACING LETI,V1H,44,FR,101841.0,8342.0,13122.0,18158.0,22677.0,25100.0,31801.0,34136.0,37195.0,39066.0,41148.0,46430.0,50464.0,53565.0,57693.0,61933.0,69296.0,76370.0,80444.0,85758.0,88648.0,95684.0,97897.0,101841.0,24243.0
44,49,LEITNER Alois,AUSPO-TEAM,V1H,45,AT,102308.0,7827.0,12293.0,16668.0,21404.0,24161.0,31203.0,33465.0,37201.0,39546.0,41764.0,47956.0,52194.0,55030.0,59197.0,63502.0,70734.0,77645.0,81479.0,86438.0,89432.0,96246.0,98405.0,102308.0,24710.0
45,3493,ZERPA GUILLEN Jesus Agelvis,,V1H,46,VE,102907.0,7404.0,11310.0,15142.0,19085.0,21102.0,27436.0,30002.0,33028.0,34741.0,36757.0,41356.0,45515.0,48582.0,52582.0,57285.0,65957.0,73898.0,79237.0,86355.0,89698.0,96241.0,98401.0,102907.0,25309.0
46,2108,COLLET Marcel,,V2H,47,FR,103180.0,8252.0,12760.0,17308.0,22086.0,24626.0,,33733.0,37185.0,39259.0,41344.0,46963.0,51222.0,53903.0,58396.0,62927.0,70674.0,77454.0,81518.0,86420.0,89211.0,95875.0,98184.0,103180.0,25582.0
47,3361,MAGLIANO Christophe,GRIMP AZUR,V1H,48,FR,103707.0,8834.0,13449.0,18141.0,23009.0,25744.0,32926.0,35220.0,38878.0,41133.0,43456.0,48584.0,52714.0,55615.0,59912.0,64634.0,72461.0,79874.0,83666.0,88223.0,90949.0,97592.0,99869.0,103707.0,26109.0
48,109,CABANAS COMA Josep Maria,ESPORTS VIVAC - CAMPRODON,SEH,49,ES,103800.0,8925.0,14225.0,19036.0,23670.0,25970.0,32875.0,35081.0,38282.0,40351.0,42707.0,49214.0,52794.0,55394.0,59470.0,63730.0,71782.0,79016.0,83080.0,87761.0,90695.0,97410.0,99859.0,103800.0,26202.0
49,2190,MERCHANTE ALFARO Agustin Angel,INDEPENDIENTE,V1H,50,ES,104279.0,8711.0,13314.0,17873.0,22643.0,25126.0,32038.0,34566.0,38042.0,40001.0,42315.0,47565.0,51610.0,54452.0,59084.0,63509.0,71284.0,78656.0,82263.0,87453.0,90372.0,98077.0,100172.0,104279.0,26681.0
50,69,RICHARD Yann,,SEH,51,FR,105154.0,10215.0,15546.0,21040.0,25598.0,28380.0,37257.0,39607.0,43205.0,45261.0,47405.0,52723.0,56760.0,59620.0,63520.0,67739.0,75155.0,81950.0,85522.0,89989.0,92602.0,99205.0,101162.0,105154.0,27556.0
51,2042,RAMSTEIN Maxime,,SEH,51,FR,105154.0,8152.0,12662.0,17298.0,21733.0,24149.0,31363.0,33457.0,36912.0,39022.0,41256.0,47442.0,51588.0,54393.0,58834.0,63440.0,71613.0,79336.0,83110.0,88211.0,91247.0,99144.0,101157.0,105154.0,27556.0
52,3217,BERTRAND Eric,,V1H,53,FR,105415.0,8870.0,13859.0,19134.0,24302.0,26849.0,34293.0,36617.0,39920.0,42139.0,44285.0,50257.0,54611.0,57643.0,62135.0,66566.0,74246.0,81298.0,85088.0,90159.0,92738.0,99638.0,101755.0,105415.0,27817.0
53,4006,RIDGWAY Iain,ERYRI,SEH,53,GB,105415.0,9027.0,14248.0,19808.0,24606.0,27574.0,35031.0,37418.0,41446.0,43675.0,45907.0,51660.0,55372.0,58354.0,62453.0,66634.0,74251.0,81170.0,84731.0,89857.0,92629.0,99788.0,101655.0,105415.0,27817.0
54,4066,AGUILERA VILADOMIU Monica,SALOMON SANTIVERI,SEF,55,ES,105451.0,8215.0,12965.0,17641.0,23418.0,25876.0,32755.0,34877.0,38039.0,40005.0,42293.0,47544.0,51604.0,54397.0,59113.0,63516.0,71471.0,79718.0,83301.0,88216.0,90891.0,98429.0,100872.0,105451.0,27853.0
55,2008,BERRUER Eric,,SEH,56,FR,105504.0,7961.0,12247.0,17227.0,21711.0,24210.0,31742.0,33906.0,37061.0,39115.0,41520.0,47058.0,51034.0,53859.0,58090.0,62684.0,70371.0,77447.0,81119.0,86184.0,89590.0,98295.0,100916.0,105504.0,27906.0
56,2613,ALMGREN Tor,FK STUDENTERNA,V1H,57,SE,105526.0,7668.0,11832.0,15836.0,20134.0,22504.0,29095.0,31453.0,34502.0,36919.0,39265.0,44226.0,48588.0,51847.0,56149.0,61450.0,70426.0,78258.0,82751.0,87751.0,90972.0,98540.0,101125.0,105526.0,27928.0
57,2758,ABBOTT Rafael Derwin,LA FAIXA,SEH,58,GB,106007.0,8171.0,13350.0,18462.0,22998.0,25249.0,31983.0,34012.0,37749.0,39888.0,42096.0,47685.0,51370.0,54020.0,59313.0,64372.0,71993.0,79218.0,83352.0,88545.0,91861.0,99252.0,101468.0,106007.0,28409.0
58,3518,CIAPA Philippe,,V1H,59,FR,106075.0,8743.0,13761.0,18956.0,23751.0,26315.0,33499.0,35715.0,39475.0,41607.0,43835.0,49288.0,53420.0,56167.0,61028.0,64846.0,73125.0,81062.0,84338.0,89558.0,92178.0,100450.0,102332.0,106075.0,28477.0
59,2760,CAIRNS George,LOCHABER A.C.,V1H,60,GB,106417.0,9027.0,13796.0,18664.0,23363.0,25907.0,32938.0,35068.0,38375.0,40505.0,43159.0,48789.0,52679.0,55630.0,60106.0,65043.0,73540.0,80992.0,85404.0,90223.0,93696.0,100783.0,102934.0,106417.0,28819.0
60,2897,BARE Frederic,,SEH,61,FR,106824.0,9620.0,14887.0,19940.0,24933.0,27498.0,34881.0,37326.0,41004.0,43125.0,45286.0,50155.0,54321.0,57188.0,61772.0,66173.0,73571.0,80902.0,84655.0,90321.0,93139.0,100326.0,102614.0,106824.0,29226.0
61,3545,VALLEJO RODRIGUEZ Santiago,GUARDABOSQUES-UBIETAMENDI,SEH,62,ES,106879.0,9549.0,14593.0,19547.0,24347.0,27058.0,,36765.0,40309.0,42565.0,44864.0,50537.0,54773.0,57657.0,61879.0,66411.0,74331.0,81948.0,85728.0,91216.0,94037.0,100964.0,103208.0,106879.0,29281.0
62,2885,MEIER Christophe,SC CHASSERON,SEH,63,CH,107100.0,8217.0,12971.0,17859.0,22752.0,25671.0,33504.0,35848.0,39331.0,41510.0,43741.0,50329.0,54750.0,58255.0,62142.0,66476.0,74319.0,81525.0,85183.0,89922.0,92972.0,100775.0,102983.0,107100.0,29502.0
63,2088,KONSTAS Loukas,GREECE THIVA ULTRAMARATHON,V1H,64,GR,107226.0,9437.0,14654.0,19491.0,24344.0,26964.0,34143.0,36566.0,40220.0,42497.0,44733.0,49877.0,53966.0,57033.0,61479.0,66053.0,74123.0,81748.0,85519.0,90855.0,93501.0,101283.0,103518.0,107226.0,29628.0
64,2137,PETROPOULOS Nikolaos,,V1H,64,GR,107226.0,9997.0,14864.0,19606.0,24751.0,27520.0,34937.0,37363.0,40875.0,42980.0,45294.0,51536.0,55513.0,58248.0,62716.0,67268.0,75289.0,82050.0,85749.0,90851.0,93534.0,101263.0,103514.0,107226.0,29628.0
65,3436,CRIADO TOCA Pablo,G.M. TORRE DEL FRIERO,SEH,66,ES,107493.0,8610.0,13457.0,18761.0,23754.0,26179.0,33470.0,35789.0,39672.0,41804.0,44001.0,49806.0,53914.0,56588.0,61141.0,65237.0,73792.0,81942.0,85559.0,90740.0,93999.0,101598.0,103523.0,107493.0,29895.0
66,3759,BLONDEAU loic,,SEH,67,FR,107532.0,8005.0,12622.0,17349.0,22055.0,24626.0,31721.0,33776.0,37743.0,40543.0,42872.0,49172.0,53398.0,55845.0,60788.0,64741.0,72741.0,80489.0,84039.0,90173.0,93307.0,101526.0,103811.0,107532.0,29934.0
67,3548,MARTIN Rafael,TODOVERTICAL,V1H,68,ES,107534.0,8775.0,13321.0,18034.0,23152.0,25765.0,33069.0,35261.0,39368.0,41263.0,43413.0,48635.0,52786.0,55954.0,60938.0,65872.0,74258.0,82031.0,85542.0,91421.0,94290.0,101826.0,104223.0,107534.0,29936.0
68,2243,BEREZIAT Jerome,HOT'Z,SEH,69,FR,107699.0,8208.0,12719.0,17449.0,22279.0,24660.0,32229.0,34570.0,38279.0,40450.0,42771.0,50025.0,54063.0,56800.0,61428.0,65585.0,74047.0,81211.0,84910.0,90745.0,93592.0,102026.0,104317.0,107699.0,30101.0
69,3148,PERRET Jean-Pierre,TEAM SPORT ET NEIGE PONTARLIER RUNNING CONSEIL,SEH,70,FR,107953.0,8419.0,13015.0,17671.0,22275.0,24788.0,31707.0,33739.0,36803.0,38720.0,41151.0,46349.0,50725.0,54213.0,58720.0,63242.0,71436.0,79351.0,83667.0,88703.0,91904.0,100710.0,103203.0,107953.0,30355.0
70,3768,MILLET Guillaume,LAFUMA TEAM,V1H,71,FR,107954.0,7511.0,11527.0,15493.0,19457.0,21525.0,27665.0,29493.0,32407.0,34250.0,36255.0,40659.0,44851.0,47580.0,51845.0,56424.0,66274.0,77716.0,82466.0,88720.0,91903.0,100703.0,103195.0,107954.0,30356.0
71,3084,ALVES LIMA Avelino,,V1H,72,FR,108354.0,8804.0,13435.0,17728.0,22775.0,25742.0,33011.0,35650.0,39086.0,41423.0,44021.0,49093.0,53410.0,56149.0,60553.0,65505.0,74049.0,80971.0,85029.0,90266.0,93106.0,101664.0,104388.0,108354.0,30756.0
72,293,LOCATELLI Serge,,V1H,73,FR,108895.0,8412.0,12632.0,16870.0,21706.0,24625.0,31411.0,33819.0,37181.0,39432.0,42081.0,48638.0,52669.0,55591.0,60178.0,65471.0,72856.0,79880.0,83963.0,89440.0,92664.0,101654.0,104286.0,108895.0,31297.0
73,3125,BOINON Patrick,TEAM RUNNING CONSEIL LYON,V1H,73,FR,108895.0,8209.0,12572.0,17074.0,21721.0,24445.0,31320.0,33745.0,37136.0,39290.0,41930.0,48218.0,52559.0,55393.0,59824.0,64608.0,72736.0,80470.0,84605.0,89949.0,93314.0,101648.0,104382.0,108895.0,31297.0
74,2040,LAUBER Pascal,,SEH,75,CH,108919.0,8835.0,13472.0,17678.0,22747.0,25697.0,32833.0,35243.0,38565.0,40823.0,43311.0,49284.0,53457.0,56004.0,60726.0,65359.0,72975.0,81027.0,84595.0,89620.0,92729.0,100981.0,103709.0,108919.0,31321.0
75,4021,ANGULO ROVIRA Raul,U.E.SABADELL,SEH,76,ES,108972.0,10142.0,15516.0,20328.0,25440.0,27954.0,35774.0,37949.0,41839.0,43859.0,45831.0,51803.0,55757.0,58631.0,63325.0,67267.0,75973.0,83002.0,86417.0,92017.0,94850.0,103023.0,105145.0,108972.0,31374.0
76,449,BALLU Jérôme,MARCELLY AVENTURE,SEH,77,FR,108973.0,9437.0,14507.0,19575.0,24388.0,27026.0,34517.0,36786.0,40459.0,42646.0,44805.0,50857.0,55239.0,58057.0,62085.0,66426.0,75329.0,83359.0,86720.0,91346.0,94566.0,102331.0,104616.0,108973.0,31375.0
77,3887,LE SAUX Christophe,LES CHEVALIERS DU VENT- Batibois Alsace,SEH,78,FR,109251.0,7737.0,11988.0,16209.0,20811.0,23149.0,29765.0,31843.0,35162.0,37128.0,39175.0,44739.0,48909.0,51837.0,56147.0,60580.0,68931.0,76756.0,81486.0,87106.0,90799.0,100387.0,103214.0,109251.0,31653.0
78,178,PIGEAULT Jean-Luc,,V2H,79,FR,109407.0,8246.0,12739.0,17302.0,21755.0,24446.0,31324.0,33638.0,37132.0,39292.0,41801.0,48619.0,52814.0,55974.0,60783.0,65230.0,73542.0,81759.0,85613.0,91134.0,93975.0,102468.0,104817.0,109407.0,31809.0
79,3679,RIGAUD Daniel,TSE ACTIVASPORT,SEH,80,FR,109491.0,9189.0,14194.0,18873.0,24118.0,26780.0,34148.0,36788.0,40320.0,42517.0,44741.0,50741.0,54527.0,57396.0,61777.0,66022.0,74079.0,81151.0,85002.0,90534.0,93577.0,101785.0,104483.0,109491.0,31893.0
80,4001,BONNEFOUS Lionel,CPLP 12,SEH,81,FR,109494.0,7897.0,12300.0,16795.0,21556.0,23758.0,30696.0,32854.0,36124.0,38029.0,40236.0,45907.0,50163.0,52873.0,57445.0,61956.0,70467.0,79383.0,83971.0,89476.0,92700.0,101710.0,104784.0,109494.0,31896.0
81,2748,BIOLLAZ daniel,LES TRAILERS DU MOLE,SEH,82,FR,109508.0,10013.0,15415.0,20481.0,25122.0,27529.0,35245.0,37497.0,41070.0,42972.0,45072.0,50699.0,55138.0,57857.0,62426.0,66549.0,74135.0,81154.0,85057.0,90573.0,93571.0,101833.0,104487.0,109508.0,31910.0
82,3874,ROULT Didier,AS CALUIRE,V2H,83,FR,109516.0,9051.0,13623.0,17772.0,22334.0,24974.0,31746.0,33727.0,36908.0,39056.0,41464.0,47497.0,51338.0,54264.0,58712.0,62984.0,73218.0,81221.0,86894.0,92678.0,95969.0,103204.0,105389.0,109516.0,31918.0
83,2689,PITTET Pascal,FITNESS-LIBERTY,V1H,84,CH,109871.0,9416.0,14031.0,18403.0,23004.0,25227.0,31978.0,34241.0,37496.0,39667.0,41842.0,47645.0,51703.0,54789.0,59703.0,64303.0,72320.0,81246.0,86065.0,92020.0,95084.0,102724.0,105185.0,109871.0,32273.0
84,3152,FABRE Olivier,,SEH,85,FR,109874.0,8858.0,13818.0,18702.0,23339.0,25968.0,33467.0,35993.0,39468.0,41511.0,43542.0,50066.0,54108.0,57036.0,61774.0,66006.0,74784.0,82999.0,86389.0,92015.0,94848.0,103266.0,105757.0,109874.0,32276.0
85,2800,ENGLUND Timothy,,V1H,86,US,109889.0,8621.0,13376.0,18186.0,23137.0,25695.0,32898.0,35254.0,38925.0,41594.0,43980.0,49170.0,53515.0,56341.0,60956.0,65925.0,74307.0,81756.0,85983.0,91429.0,94718.0,101991.0,104454.0,109889.0,32291.0
