,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm1,Courm2,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Giete,Trient,Catogne,Vallo,TaVents,Flegere,Arrivee,timediff
609,1759,HOYOS SISNIEGA Joaquin,ATROTE TEAM,SEH,610,ES,141337.0,6910.0,10219.0,15848.0,21092.0,26264.0,28764.0,36738.0,41965.0,45698.0,47847.0,50003.0,52426.0,58026.0,63364.0,66957.0,72690.0,78079.0,89116.0,100924.0,104908.0,113065.0,117749.0,129297.0,135361.0,141337.0,65182.0
610,517,PÉREZ GARCÍA Nuria,SOCIEDAD DEPORTIVA TORRELAVEGA,SEF,611,ES,141360.0,8165.0,11882.0,17952.0,24234.0,29654.0,32659.0,40833.0,46248.0,50000.0,52107.0,54385.0,56337.0,61188.0,65860.0,69236.0,74974.0,80858.0,93346.0,109261.0,113109.0,120713.0,125334.0,135371.0,137989.0,141360.0,65205.0
611,1326,DOMONT Laurent,,V2H,612,FR,141415.0,6879.0,10401.0,16749.0,22992.0,28951.0,32167.0,41282.0,47393.0,51968.0,54485.0,57450.0,58388.0,63737.0,69150.0,73131.0,79646.0,85846.0,96220.0,108369.0,111855.0,118266.0,122824.0,133734.0,136759.0,141415.0,65260.0
612,818,YAMAMOTO Atsuki,,V1H,613,JP,141484.0,6719.0,10195.0,15941.0,22339.0,27774.0,30898.0,39699.0,46222.0,50242.0,52589.0,55179.0,58002.0,63169.0,68230.0,72476.0,79154.0,85846.0,97250.0,111353.0,114691.0,123070.0,126998.0,135705.0,138427.0,141484.0,65329.0
613,760,AUCAMP Peter,FRA,V2H,614,GB,141491.0,6775.0,9742.0,15868.0,22652.0,28035.0,30805.0,39770.0,46052.0,50900.0,53511.0,55944.0,58792.0,63868.0,68729.0,72868.0,78774.0,83916.0,94480.0,107955.0,111605.0,120305.0,124990.0,134727.0,137484.0,141491.0,65336.0
614,2384,WITTROWSKI Jens,,SEH,615,ZA,141492.0,7862.0,11847.0,18254.0,24232.0,29982.0,32893.0,40907.0,46798.0,,53530.0,56168.0,59398.0,64110.0,69155.0,73673.0,79207.0,84359.0,94752.0,107961.0,111603.0,120290.0,124987.0,134729.0,137467.0,141492.0,65337.0
615,1213,GOODENOUGH Ian,,SEH,616,GB,141497.0,6122.0,8959.0,15184.0,20894.0,26584.0,29145.0,38318.0,44301.0,48905.0,50851.0,53549.0,56872.0,61666.0,67170.0,70970.0,77591.0,83918.0,94482.0,107959.0,111607.0,120313.0,124993.0,134731.0,137465.0,141497.0,65342.0
616,2301,WONG Wai Lun,FAITHWALKER,V1H,617,HK,141509.0,7730.0,11472.0,18371.0,24899.0,30755.0,33276.0,42011.0,47404.0,51695.0,53929.0,56947.0,60522.0,65745.0,70936.0,74797.0,80497.0,86792.0,97372.0,109160.0,114073.0,120185.0,124744.0,135151.0,137874.0,141509.0,65354.0
617,1234,TOLEDO CALVO Quique,OS ANDARINES,V1H,618,ES,141578.0,7228.0,10227.0,16441.0,22076.0,27491.0,30010.0,37977.0,43834.0,48392.0,50633.0,52992.0,56869.0,61486.0,66204.0,69805.0,75152.0,80973.0,91265.0,104900.0,108543.0,115483.0,120301.0,132689.0,135973.0,141578.0,65423.0
618,1557,GIERULA Robert,UBS KRAKOW RUNNING TEAM,V2H,619,PL,141648.0,7412.0,10306.0,16097.0,21629.0,27181.0,29808.0,38681.0,44314.0,48435.0,50912.0,53718.0,55685.0,61041.0,66348.0,70646.0,77484.0,83717.0,94089.0,108748.0,112150.0,119732.0,123889.0,134574.0,137579.0,141648.0,65493.0
619,1758,NICOLLE Franck,TEAM INTERSPORT BESANçON,V1H,620,FR,141675.0,5995.0,8832.0,14320.0,19569.0,24791.0,27492.0,35475.0,41539.0,45731.0,48086.0,50503.0,52326.0,57261.0,62427.0,66435.0,73339.0,80465.0,91460.0,103924.0,107693.0,115187.0,120910.0,132425.0,136388.0,141675.0,65520.0
620,1654,GOOD Erich,,V2H,621,CH,141676.0,7188.0,10832.0,17666.0,26058.0,32643.0,35550.0,44951.0,51320.0,55892.0,58440.0,61317.0,64276.0,69839.0,75311.0,79558.0,85761.0,92083.0,102268.0,113308.0,116470.0,124223.0,128383.0,136341.0,138680.0,141676.0,65521.0
621,2282,KALICINSKI Eric,094004,V1H,622,FR,141753.0,6254.0,9112.0,14059.0,19654.0,25358.0,28358.0,37271.0,43505.0,48007.0,50752.0,53787.0,55522.0,60555.0,65875.0,70397.0,78217.0,85201.0,96080.0,108399.0,112776.0,120237.0,125068.0,135220.0,138108.0,141753.0,65598.0
622,1548,BOUTRON Stéphane,,V2H,623,FR,141760.0,8068.0,12096.0,19028.0,25522.0,31731.0,34924.0,44226.0,49932.0,54434.0,57006.0,59687.0,61866.0,66827.0,72464.0,76482.0,82139.0,87848.0,97867.0,110357.0,114036.0,121164.0,125311.0,135231.0,138167.0,141760.0,65605.0
623,1931,BARRACHINA Jose,RDS Hípica Coruña,V1H,624,ES,141836.0,7117.0,10496.0,17405.0,23764.0,29382.0,31960.0,39876.0,45401.0,49416.0,52039.0,55052.0,57130.0,62689.0,68342.0,72445.0,78498.0,84304.0,96874.0,111049.0,114491.0,121116.0,125218.0,134943.0,137743.0,141836.0,65681.0
624,1474,FERREIRA Luís,RUN 4 FUN,V1H,625,PT,141886.0,5913.0,8645.0,14345.0,19575.0,24563.0,27187.0,35227.0,40670.0,44694.0,47043.0,49504.0,51210.0,55390.0,60088.0,63586.0,68721.0,74476.0,84415.0,95186.0,99328.0,108470.0,114941.0,128002.0,133798.0,141886.0,65731.0
625,224,OZAWA Kazuhiko,MMNIGHTRUN,V2H,626,JP,141910.0,5576.0,8261.0,13792.0,19084.0,23290.0,25575.0,33168.0,37679.0,41639.0,43882.0,45968.0,47391.0,52168.0,56564.0,60047.0,65106.0,70329.0,81441.0,94520.0,98373.0,109847.0,119838.0,135897.0,139098.0,141910.0,65755.0
626,2027,VILLAR CANTALEJO Antonio Luis,CORREMOS POR MARIA POR SU ESFUERZO CONTINUO/ATL CORIA DEL RIO /,V1H,627,ES,141912.0,7591.0,11262.0,17457.0,23669.0,29571.0,32333.0,41118.0,46912.0,51173.0,53366.0,56606.0,59082.0,64486.0,69751.0,73557.0,78832.0,84693.0,95402.0,107934.0,111832.0,119131.0,123716.0,134322.0,137140.0,141912.0,65757.0
627,1929,PROTZE Peter,TEAM PEPE,V2H,628,DE,141913.0,7806.0,11463.0,17909.0,23878.0,29469.0,32323.0,40178.0,46029.0,50082.0,52501.0,55120.0,58441.0,63293.0,68427.0,72306.0,77886.0,84237.0,94564.0,105869.0,109695.0,116874.0,121635.0,132336.0,135738.0,141913.0,65758.0
628,2026,VILLAR CANTALEJO Francisco Jose,Corremos por Maria por su esfuerzo continuo/Atl Coria del Rio,V1H,629,ES,141916.0,7590.0,11261.0,17454.0,23669.0,29573.0,32333.0,41045.0,46915.0,51174.0,53368.0,56618.0,58059.0,64479.0,69632.0,73559.0,78829.0,84692.0,95398.0,107905.0,111828.0,119129.0,123713.0,134325.0,137142.0,141916.0,65761.0
629,849,DUFFY George,,SEH,630,CA,141928.0,7503.0,11123.0,17438.0,24285.0,30256.0,33345.0,42500.0,48438.0,52933.0,55167.0,57595.0,57988.0,64082.0,69720.0,73563.0,79126.0,85209.0,96083.0,109790.0,113519.0,120731.0,124930.0,134961.0,137762.0,141928.0,65773.0
630,613,GARCIA PACHECO Jordi,CEP-TERRADESPORTS,SEH,631,ES,141956.0,7618.0,11106.0,17379.0,23625.0,29428.0,32200.0,41212.0,46903.0,51135.0,53407.0,56374.0,58856.0,63977.0,69212.0,73120.0,79517.0,84747.0,94850.0,108741.0,112307.0,120195.0,123784.0,135800.0,138659.0,141956.0,65801.0
631,1044,MCDONALD Sharon,SETTLE HARRIERS,V1F,632,GB,141986.0,6810.0,10117.0,16474.0,21893.0,27366.0,30561.0,38639.0,44646.0,48727.0,51541.0,54584.0,55723.0,61400.0,67138.0,71481.0,77589.0,84659.0,95666.0,107561.0,111945.0,119106.0,124328.0,133753.0,137056.0,141986.0,65831.0
632,2317,PECZSZ Jakub,GCH,SEH,633,PL,142033.0,6869.0,9966.0,15686.0,21309.0,27028.0,29809.0,38516.0,44496.0,49113.0,51598.0,54203.0,55078.0,62263.0,68064.0,72130.0,79317.0,84998.0,95092.0,107106.0,111070.0,118941.0,123836.0,133661.0,136469.0,142033.0,65878.0
633,767,DUFOUR Florian,,SEH,634,BE,142051.0,6877.0,9816.0,15584.0,21279.0,26830.0,29471.0,38069.0,43460.0,47387.0,49886.0,52474.0,56698.0,61696.0,66537.0,71064.0,77648.0,83571.0,93521.0,105685.0,110029.0,117227.0,122493.0,133491.0,136960.0,142051.0,65896.0
634,1697,TERUEL ADOT Francisco,NORTE A SUR ESTELLA,V1H,635,FR,142085.0,6406.0,9208.0,14334.0,19190.0,28783.0,33028.0,45676.0,51136.0,55810.0,58066.0,60406.0,63334.0,68155.0,72551.0,75821.0,80959.0,86241.0,95947.0,111242.0,114635.0,121490.0,125462.0,135070.0,137973.0,142085.0,65930.0
635,1990,JACOUD Eric,TRAIL DES COURSIèRES,V2H,636,FR,142089.0,6632.0,9562.0,15205.0,21660.0,27164.0,30229.0,38693.0,44827.0,49321.0,51774.0,54448.0,57767.0,62648.0,67674.0,71626.0,77186.0,83326.0,93528.0,105764.0,110018.0,117488.0,122678.0,132438.0,136231.0,142089.0,65934.0
636,353,MAGNONI  Fabrizio,,V3H,637,IT,142118.0,7460.0,11190.0,17665.0,24035.0,30004.0,33371.0,42284.0,48310.0,52286.0,54711.0,57260.0,58496.0,63763.0,69148.0,73132.0,78803.0,84793.0,94876.0,107008.0,110966.0,118181.0,123513.0,134644.0,138077.0,142118.0,65963.0
637,1023,BESANCON David,,V1H,638,FR,142178.0,6805.0,9695.0,15634.0,21750.0,27292.0,29777.0,38508.0,44108.0,49696.0,52488.0,55067.0,59322.0,64488.0,69421.0,73189.0,79701.0,85163.0,95005.0,111662.0,114833.0,121680.0,125634.0,135229.0,138163.0,142178.0,66023.0
638,1482,DUMAS Timothée,PARIS UNIVERSITE CLUB,SEH,639,FR,142206.0,6341.0,9254.0,14680.0,20793.0,26750.0,30809.0,40487.0,47535.0,52456.0,54885.0,57644.0,60182.0,65296.0,70697.0,74679.0,81801.0,88057.0,100854.0,112432.0,116172.0,123303.0,126828.0,136410.0,138995.0,142206.0,66051.0
639,2223,SASAOKA Makoto,,V1H,640,JP,142220.0,7564.0,11101.0,17384.0,23545.0,29464.0,32265.0,42088.0,47735.0,52314.0,54494.0,57323.0,58541.0,64385.0,69887.0,73913.0,80017.0,85940.0,96936.0,109792.0,113113.0,121520.0,125405.0,136077.0,138579.0,142220.0,66065.0
640,826,YANO Yusuke,,SEH,641,JP,142243.0,7692.0,11300.0,17075.0,22700.0,28260.0,30439.0,39445.0,45369.0,50073.0,52242.0,54706.0,57809.0,63342.0,69489.0,74062.0,79184.0,84488.0,95215.0,109394.0,113319.0,123746.0,128608.0,136539.0,139403.0,142243.0,66088.0
641,1261,XIE Liansheng,HH/TSBR B,V1H,642,CN,142293.0,6807.0,10237.0,15944.0,21473.0,26934.0,29797.0,38997.0,45210.0,49459.0,51842.0,54522.0,56466.0,61480.0,66049.0,68842.0,73446.0,77901.0,87247.0,99668.0,103350.0,118190.0,123911.0,134435.0,137825.0,142293.0,66138.0
642,1288,WU Yihua,HH/TSBR B,V1F,643,CN,142294.0,6805.0,10239.0,15945.0,21475.0,26934.0,29805.0,38999.0,45213.0,49458.0,51873.0,54529.0,56463.0,61479.0,66380.0,70546.0,76207.0,82498.0,93380.0,105020.0,109134.0,118198.0,123917.0,134448.0,137820.0,142294.0,66139.0
643,2151,PILOIS Christophe,,V1H,644,FR,142338.0,6545.0,9730.0,16145.0,21893.0,27370.0,30449.0,39664.0,45796.0,50182.0,52821.0,55408.0,57744.0,63562.0,69458.0,73751.0,79569.0,85945.0,95168.0,111044.0,114603.0,121574.0,126153.0,136276.0,138978.0,142338.0,66183.0
644,2086,VELANDIA Fabian,ACAM,SEH,645,CO,142356.0,6794.0,9779.0,15656.0,21785.0,27197.0,29948.0,39473.0,45665.0,50033.0,52373.0,54505.0,56646.0,61657.0,66829.0,70508.0,77189.0,83948.0,95498.0,108724.0,112500.0,119507.0,124761.0,134382.0,137553.0,142356.0,66201.0
645,772,GONZALEZ MAHECHA German Andres,SKYRUNNERS,SEH,646,CO,142360.0,6637.0,10110.0,16130.0,22248.0,27605.0,30535.0,38741.0,44609.0,49270.0,51675.0,54137.0,57014.0,61488.0,66816.0,70639.0,77175.0,84059.0,95497.0,108690.0,112426.0,119443.0,124734.0,134340.0,137583.0,142360.0,66205.0
646,993,RAMÍREZ PIÑERO José Ángel,CLUB TRAIL ALBACETE,SEH,647,ES,142374.0,7285.0,10802.0,17097.0,23059.0,28636.0,31370.0,40155.0,46186.0,50842.0,53399.0,56265.0,59573.0,64758.0,70174.0,74614.0,80588.0,87259.0,98863.0,111745.0,115565.0,122830.0,126979.0,136554.0,139554.0,142374.0,66219.0
647,662,RODIO Roberto,MARINA SPORTING RUNNING TEAM,V1H,648,IT,142401.0,7558.0,10932.0,16973.0,23281.0,28986.0,31652.0,40015.0,45855.0,49531.0,51832.0,54206.0,56573.0,61508.0,66715.0,70981.0,78048.0,84465.0,94771.0,108014.0,111594.0,119958.0,124314.0,135293.0,138370.0,142401.0,66246.0
648,612,HETES Mikael,,V1H,649,FR,142428.0,8212.0,12362.0,18407.0,24371.0,30324.0,33018.0,41693.0,47528.0,51638.0,53767.0,56347.0,59221.0,64338.0,69394.0,73384.0,79304.0,84080.0,94245.0,109906.0,114806.0,122487.0,126377.0,136244.0,139418.0,142428.0,66273.0
649,2629,MARCZAK Krzysztof,PKO BP RUNNING CLUB,V1H,650,PL,142453.0,7293.0,10499.0,16443.0,22638.0,28020.0,30775.0,39451.0,45801.0,51194.0,54009.0,57250.0,58922.0,64329.0,70496.0,74764.0,81081.0,87546.0,98876.0,111123.0,114674.0,122073.0,125981.0,136809.0,139380.0,142453.0,66298.0
650,1994,MANTEROLA IBARGUREN Juan Carlos,ALPINO UZTURRE,V1H,651,ES,142493.0,7272.0,10910.0,17989.0,25060.0,30912.0,33823.0,43163.0,49144.0,53849.0,56367.0,58633.0,60723.0,65924.0,71355.0,75464.0,81360.0,87431.0,98824.0,111748.0,115432.0,122403.0,126871.0,136020.0,138497.0,142493.0,66338.0
651,1786,HUARD Aurélien,,SEH,652,FR,142513.0,6880.0,10051.0,16519.0,23264.0,29001.0,31595.0,40593.0,46687.0,51674.0,54036.0,56748.0,59563.0,65317.0,72018.0,76847.0,83492.0,89735.0,101472.0,113637.0,116741.0,123790.0,127834.0,136679.0,139301.0,142513.0,66358.0
652,2584,JULIARD Frederic,,V1H,653,FR,142534.0,6592.0,9430.0,15025.0,23608.0,29187.0,31724.0,40417.0,46463.0,50557.0,52870.0,55371.0,59392.0,64302.0,69759.0,74234.0,80390.0,86225.0,96501.0,110102.0,114054.0,120268.0,125110.0,134570.0,137429.0,142534.0,66379.0
653,1951,SOULAS Rejane,THE FLYING CARPETTES TEAM,V1F,654,FR,142535.0,7459.0,11276.0,17469.0,23608.0,29371.0,32204.0,40729.0,46458.0,50805.0,53022.0,55323.0,59416.0,64773.0,69830.0,74455.0,80705.0,86222.0,96547.0,110098.0,114051.0,120764.0,125100.0,134751.0,137432.0,142535.0,66380.0
654,614,MONBARON Etienne,,V1H,655,CH,142540.0,7040.0,10008.0,15756.0,21901.0,26925.0,29473.0,38572.0,43994.0,48679.0,50922.0,53674.0,56358.0,61318.0,66439.0,70706.0,76975.0,82821.0,93783.0,109019.0,112720.0,120780.0,125294.0,136497.0,139083.0,142540.0,66385.0
655,2214,LELEVET Cyril,,V1H,656,FR,142545.0,6328.0,9246.0,15514.0,21124.0,26796.0,30339.0,39412.0,45891.0,49926.0,52826.0,56165.0,58505.0,64942.0,70873.0,75340.0,81102.0,87958.0,99366.0,112493.0,116618.0,121674.0,125001.0,135030.0,138146.0,142545.0,66390.0
656,2064,CRAVERO Roberto,ASD DRAGONERO,V2H,657,IT,142607.0,6304.0,9281.0,15264.0,20589.0,25790.0,28589.0,36679.0,42424.0,46608.0,49515.0,52581.0,53551.0,58956.0,64427.0,68586.0,75395.0,81907.0,93668.0,105440.0,109469.0,117554.0,123541.0,134648.0,138515.0,142607.0,66452.0
657,2080,LEMPEGNAT Bruno,,V1H,658,FR,142622.0,7131.0,10279.0,15844.0,21215.0,26481.0,29013.0,37329.0,42816.0,47259.0,49450.0,51583.0,55583.0,60509.0,66684.0,71522.0,80965.0,85688.0,95949.0,111798.0,115467.0,122801.0,126839.0,136495.0,139124.0,142622.0,66467.0
658,2242,GUENTHER Maik,AK SLJEME,V2H,659,DE,142628.0,6443.0,9409.0,15285.0,21441.0,26660.0,29390.0,37448.0,43508.0,48271.0,50713.0,53221.0,56629.0,62222.0,68134.0,72828.0,78910.0,84687.0,96720.0,110677.0,114340.0,121540.0,125863.0,135623.0,138701.0,142628.0,66473.0
659,836,SHAFIEE Mir,,V1H,660,CA,142629.0,7723.0,11179.0,17004.0,22668.0,28278.0,30921.0,39802.0,45962.0,50634.0,53074.0,55704.0,57499.0,63523.0,69134.0,73496.0,81184.0,86475.0,97864.0,111739.0,115839.0,122815.0,126375.0,137431.0,139776.0,142629.0,66474.0
660,1921,BAUDOUIN Philippe,ACBB,V1H,661,FR,142680.0,6920.0,10102.0,16189.0,21656.0,27454.0,30314.0,38873.0,45112.0,48827.0,51415.0,53813.0,57581.0,62633.0,68060.0,72126.0,78255.0,83964.0,94129.0,107446.0,111006.0,118657.0,123001.0,135461.0,138502.0,142680.0,66525.0
661,442,DURAND Christophe,CMBM,V2H,662,FR,142691.0,6750.0,9878.0,15670.0,21154.0,26295.0,29192.0,37270.0,42796.0,46896.0,49228.0,51626.0,53146.0,58559.0,63464.0,66715.0,73071.0,78836.0,90545.0,107443.0,111132.0,118725.0,123742.0,134211.0,137237.0,142691.0,66536.0
662,1241,SAIZ Alberto,,SEH,662,ES,142691.0,7182.0,10628.0,16063.0,21331.0,26611.0,29309.0,37370.0,43220.0,47382.0,49723.0,52599.0,55288.0,59872.0,64737.0,68238.0,73362.0,79410.0,90656.0,104012.0,107741.0,115919.0,121172.0,131379.0,135350.0,142691.0,66536.0
663,2401,GONZALEZ RESBIER David,CF VILADECAVALLS,V1H,664,ES,142692.0,7339.0,10560.0,16943.0,22925.0,28694.0,31505.0,40274.0,45996.0,50239.0,52435.0,54932.0,56928.0,62234.0,67875.0,72101.0,78604.0,83627.0,94590.0,107156.0,111097.0,121316.0,125814.0,136171.0,139012.0,142692.0,66537.0
664,2297,PEREZ LATRILLA Cristian,CF VILADECAVALLS,SEH,665,ES,142705.0,7339.0,10562.0,16941.0,22928.0,28648.0,31523.0,40277.0,45998.0,50076.0,52424.0,54936.0,56937.0,62226.0,67838.0,72104.0,78610.0,83631.0,94590.0,107164.0,111253.0,121319.0,125819.0,136176.0,139015.0,142705.0,66550.0
665,2246,GNIEWEK Dariusz,,V2H,666,PL,142772.0,7579.0,11031.0,17244.0,23216.0,28934.0,31912.0,40737.0,46641.0,51107.0,53625.0,56453.0,57871.0,63048.0,68686.0,73162.0,78857.0,85745.0,96572.0,109312.0,113233.0,120183.0,124724.0,135043.0,138568.0,142772.0,66617.0
666,709,MAIER Barbara,LANDAU RUNNING COMPANY,V1F,667,DE,142799.0,6918.0,10259.0,16492.0,21985.0,27729.0,30713.0,38995.0,45356.0,49606.0,52205.0,54951.0,57978.0,63551.0,69953.0,73836.0,80010.0,86786.0,96644.0,109153.0,113112.0,120713.0,125381.0,135426.0,138731.0,142799.0,66644.0
667,1698,MARCHAN Nicolas,,SEH,668,FR,142804.0,8153.0,11931.0,18369.0,24992.0,31178.0,34130.0,43122.0,48929.0,53005.0,55451.0,58012.0,61049.0,66362.0,71685.0,75406.0,81054.0,87089.0,97888.0,111674.0,114863.0,121977.0,126649.0,137476.0,139715.0,142804.0,66649.0
668,2200,BARONNIER Yann,,SEH,668,FR,142804.0,6247.0,8947.0,14342.0,20824.0,25869.0,28557.0,37441.0,42908.0,47618.0,50206.0,52853.0,56596.0,61466.0,66856.0,70818.0,77392.0,84382.0,95257.0,109067.0,112792.0,120174.0,125709.0,136461.0,139150.0,142804.0,66649.0
669,2501,DEMANGEAT Pierre,,SEH,670,FR,142805.0,6246.0,8951.0,14342.0,20828.0,25858.0,28558.0,37134.0,42920.0,47620.0,50178.0,53000.0,56595.0,61202.0,66861.0,70836.0,77348.0,84369.0,95259.0,109063.0,112835.0,120175.0,125739.0,136412.0,139149.0,142805.0,66650.0
670,1062,DEFECINSKI Radoslaw,LUNATYCY,V1H,671,PL,142856.0,7437.0,11690.0,18361.0,24385.0,29820.0,33413.0,41701.0,47671.0,51662.0,54679.0,57741.0,60173.0,65530.0,71056.0,75088.0,80712.0,87764.0,99337.0,111942.0,116372.0,123020.0,128205.0,136435.0,139202.0,142856.0,66701.0
671,2310,LANGEARD Cyril,COURIR A MONTECH,V1H,672,FR,142859.0,7743.0,11460.0,17425.0,22810.0,28328.0,31060.0,39127.0,44767.0,48810.0,51023.0,53432.0,53520.0,60054.0,64867.0,68473.0,75005.0,80915.0,91635.0,106096.0,110046.0,117397.0,122206.0,134872.0,138034.0,142859.0,66704.0
672,1264,REYNOLDS John,WELLS CITY HARRIERS,V2H,673,GB,142860.0,6818.0,10037.0,16464.0,22909.0,28520.0,31061.0,40299.0,46253.0,51163.0,53176.0,55951.0,57481.0,62614.0,67985.0,72269.0,79114.0,85015.0,96717.0,109269.0,113136.0,120726.0,125297.0,135703.0,,142860.0,66705.0
673,2676,YOU Raphael,ESPRIT TRAIL LANDAIS,V1H,674,FR,142861.0,6555.0,9610.0,15302.0,21361.0,27167.0,30181.0,39439.0,45573.0,49950.0,52164.0,54520.0,57468.0,62452.0,67500.0,71204.0,77232.0,83343.0,93681.0,105766.0,109686.0,119219.0,123960.0,135048.0,138434.0,142861.0,66706.0
674,2221,FIGUERAS Oscar,,V1H,675,ES,142953.0,7832.0,11676.0,18311.0,24620.0,30636.0,33634.0,42675.0,48318.0,52789.0,54913.0,58471.0,60752.0,65944.0,71462.0,75099.0,80772.0,86363.0,96756.0,109662.0,113032.0,120718.0,125105.0,135699.0,138561.0,142953.0,66798.0
675,1045,GONZALEZ CORCOLES Jesus,CLUB TRAIL ALBACETE,SEH,676,ES,142960.0,7284.0,10802.0,17110.0,23056.0,28637.0,31370.0,40151.0,46187.0,50830.0,53401.0,56272.0,59571.0,64744.0,70159.0,74636.0,80281.0,87252.0,98865.0,111742.0,115564.0,122828.0,126980.0,136557.0,139549.0,142960.0,66805.0
676,1472,MINASSIAN Lionel,SPEEDY CLUB DE PROVENCE,V1H,677,FR,142962.0,6387.0,9321.0,15702.0,24275.0,30609.0,33190.0,42259.0,47449.0,51702.0,53867.0,56474.0,58737.0,63956.0,69714.0,73852.0,80768.0,86008.0,98698.0,112430.0,115875.0,123900.0,127781.0,137254.0,139783.0,142962.0,66807.0
677,2370,TSCHANNEN Adrian,,SEH,678,CH,142967.0,6034.0,9532.0,15141.0,21408.0,26436.0,29564.0,37113.0,42808.0,46690.0,49130.0,51553.0,54532.0,58991.0,63971.0,67979.0,73692.0,79586.0,90145.0,107436.0,111110.0,119921.0,124404.0,135235.0,138236.0,142967.0,66812.0
678,1769,JAVALOYES SANCHEZ Teodoro,MIS JUEVES,V1H,679,ES,143009.0,6591.0,9773.0,17042.0,24605.0,30804.0,33787.0,43396.0,49480.0,53733.0,56028.0,58346.0,61172.0,66718.0,71874.0,76003.0,82389.0,87595.0,97363.0,109836.0,113496.0,120992.0,125772.0,136074.0,139121.0,143009.0,66854.0
679,2237,SANGENIS SALVO Jordi,INDEPENDENT,V2H,680,ES,143029.0,7831.0,11658.0,18313.0,24621.0,30641.0,33761.0,42680.0,48624.0,52881.0,55396.0,58622.0,60691.0,65947.0,71459.0,,80812.0,86411.0,96949.0,109668.0,113028.0,120715.0,126864.0,135700.0,138559.0,143029.0,66874.0
680,1981,VANDENHOVEN Leon,DURHAM ROAD DOGS,V2H,681,CA,143055.0,6326.0,9152.0,14466.0,20374.0,25806.0,28344.0,36733.0,42178.0,47022.0,49153.0,51852.0,54304.0,59804.0,64500.0,67980.0,74886.0,80477.0,91388.0,103374.0,106964.0,116777.0,121841.0,133092.0,136586.0,143055.0,66900.0
681,2641,OLABARRIA LARIZGOTIA Iker,,SEH,682,ES,143056.0,7697.0,11402.0,17830.0,24165.0,29801.0,32812.0,41819.0,47818.0,52864.0,55374.0,58217.0,61827.0,67127.0,72996.0,77344.0,82728.0,88978.0,99873.0,113816.0,117066.0,122790.0,127176.0,135563.0,138570.0,143056.0,66901.0
682,1728,BOCZMAK Charles-Alexandre,,SEH,683,FR,143110.0,5799.0,8638.0,13994.0,19933.0,24870.0,28232.0,42847.0,48857.0,54242.0,56938.0,61067.0,64597.0,69299.0,74052.0,78771.0,84214.0,89913.0,101076.0,113812.0,117730.0,124026.0,128367.0,137101.0,139929.0,143110.0,66955.0
683,2530,CABON stephane,,V1H,684,FR,143136.0,6201.0,9011.0,14334.0,20106.0,25276.0,27747.0,36542.0,41903.0,46176.0,48503.0,50658.0,50843.0,60713.0,65616.0,70413.0,77939.0,83793.0,94235.0,109044.0,112802.0,121256.0,125776.0,135345.0,138418.0,143136.0,66981.0
684,2019,DEFRANOUX Stephane,LA DOMINICAINE,V2H,685,FR,143137.0,6205.0,9011.0,14329.0,20101.0,25246.0,28003.0,36277.0,41870.0,46228.0,48784.0,51371.0,55772.0,60547.0,65925.0,70410.0,77352.0,83791.0,94227.0,109050.0,112803.0,119955.0,124444.0,135341.0,138416.0,143137.0,66982.0
685,1656,BURBAUD Jean,,V1H,686,FR,143166.0,6320.0,9208.0,14777.0,21039.0,27382.0,30312.0,39931.0,46319.0,50643.0,53276.0,55966.0,58669.0,64248.0,69188.0,72980.0,79618.0,85070.0,94166.0,107754.0,111425.0,119811.0,124024.0,135693.0,139225.0,143166.0,67011.0
686,2279,TOSCANO Jerome,,V1H,687,FR,143175.0,6962.0,10114.0,16386.0,23241.0,28326.0,30960.0,39792.0,45906.0,50384.0,52492.0,54692.0,56903.0,61929.0,67277.0,71775.0,77993.0,84242.0,94488.0,107760.0,111423.0,119808.0,124023.0,135691.0,139221.0,143175.0,67020.0
687,1679,GAYRAUD Jean-Philippe,,V2H,688,FR,143187.0,7684.0,11117.0,17277.0,23510.0,28988.0,31959.0,40518.0,46015.0,50943.0,53188.0,55816.0,58670.0,63556.0,68355.0,71908.0,77594.0,83547.0,93341.0,105448.0,109251.0,118744.0,123509.0,135174.0,138751.0,143187.0,67032.0
688,2478,DEPREZ Frédéric,,V1H,689,FR,143202.0,6902.0,10040.0,16566.0,22856.0,28132.0,30802.0,39126.0,44740.0,48808.0,51125.0,53363.0,55840.0,60517.0,65795.0,69507.0,74564.0,81002.0,93011.0,107997.0,111636.0,118836.0,123827.0,134869.0,138457.0,143202.0,67047.0
689,620,KOSMALA Pawel,,V1H,690,PL,143214.0,7556.0,10580.0,16425.0,21955.0,27171.0,29594.0,37674.0,44189.0,48713.0,51376.0,54057.0,56134.0,61316.0,67456.0,71224.0,77838.0,84585.0,95226.0,107964.0,113140.0,121203.0,127648.0,137389.0,139993.0,143214.0,67059.0
690,1651,THEULICIDE Philippe,EAB BOURG EN BRESSE,V1H,691,FR,143217.0,6897.0,10472.0,16835.0,22887.0,28567.0,31429.0,41380.0,47082.0,51277.0,54063.0,56869.0,58394.0,63547.0,68718.0,73114.0,79204.0,85295.0,94381.0,107520.0,110841.0,120181.0,124515.0,136534.0,139349.0,143217.0,67062.0
