,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm1,Courm2,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Giete,Trient,Catogne,Vallo,TaVents,Flegere,Arrivee,timediff
1943,1489,REYNAUD Pascal,,V2H,1944,,,7679.0,11100.0,18195.0,27458.0,34261.0,37112.0,48769.0,56053.0,61552.0,64312.0,66818.0,68306.0,76519.0,83701.0,88524.0,,,,,,,,,,,
1944,911,REED Nick,,V2H,1945,,,8294.0,12266.0,19928.0,27607.0,34532.0,37929.0,48830.0,55124.0,60847.0,63880.0,67351.0,68431.0,76856.0,84440.0,88624.0,,,,,,,,,,,
1945,1733,REINHARDT Karsten,,V1H,1946,,,7114.0,10410.0,16906.0,24842.0,31367.0,34898.0,45938.0,52585.0,58231.0,61037.0,64208.0,67590.0,75197.0,83036.0,88659.0,,,,,,,,,,,
1946,2772,MAK Chris,,V2H,1947,,,7949.0,11822.0,18626.0,26364.0,33573.0,37144.0,48638.0,55123.0,60940.0,63896.0,,,76678.0,83427.0,88668.0,,,,,,,,,,,
1947,2723,LEE Chi Ming,,V3H,1948,,,7877.0,11726.0,18252.0,24372.0,30626.0,33668.0,45369.0,53289.0,59052.0,62358.0,66485.0,68066.0,76681.0,83431.0,88689.0,,,,,,,,,,,
1948,1392,HARAGUCHI Ryusei,,SEH,1949,,,6881.0,10382.0,17272.0,25832.0,33060.0,37867.0,47641.0,55171.0,60936.0,64549.0,67880.0,68399.0,76615.0,83740.0,88777.0,,,,,,,,,,,
1949,1258,TANAKA Yasuo,,V2H,1950,,,8710.0,12988.0,20203.0,28125.0,34635.0,38417.0,48705.0,55134.0,61367.0,64494.0,67227.0,68276.0,75997.0,83715.0,88821.0,,,,,,,,,,,
1950,456,AZENHA Celia,,V2F,1951,,,9017.0,12732.0,20032.0,26554.0,33795.0,37616.0,48160.0,55144.0,60424.0,63669.0,66770.0,67593.0,76179.0,84138.0,89573.0,,,,,,,,,,,
1951,590,CHONG George,,V1H,1952,,,7865.0,11746.0,18308.0,25111.0,31546.0,35211.0,45754.0,53640.0,58752.0,62147.0,65856.0,67433.0,75083.0,85121.0,89660.0,,,,,,,,,,,
1952,1245,NOMURA Shohei,,SEH,1953,,,8367.0,12403.0,20402.0,27579.0,34409.0,37887.0,47890.0,54099.0,58867.0,61491.0,64206.0,64353.0,74419.0,84077.0,89665.0,,,,,,,,,,,
1953,2144,UTRIAINEN Matias,,SEH,1954,,,8308.0,12372.0,19406.0,26202.0,33057.0,36769.0,46956.0,53658.0,58240.0,61347.0,64888.0,67538.0,76798.0,85068.0,89802.0,,,,,,,,,,,
1954,1619,KAIHATA Kazuko,,V3F,1955,,,8016.0,12693.0,20342.0,27175.0,34370.0,38394.0,47383.0,53896.0,59566.0,63213.0,66520.0,68099.0,75430.0,82818.0,90337.0,,,,,,,,,,,
1955,1240,BRUN Marina,,V2F,1956,,,9135.0,14038.0,20962.0,27422.0,34557.0,38663.0,48220.0,55284.0,60555.0,64145.0,67520.0,68279.0,76662.0,84341.0,90344.0,,,,,,,,,,,
1956,2261,AKIBA Kotaro,,V1H,1957,,,7581.0,11206.0,17902.0,24997.0,31275.0,34463.0,45284.0,51866.0,56788.0,59769.0,63141.0,67617.0,76027.0,84476.0,90347.0,,,,,,,,,,,
1957,658,BEECH Michael,,V2H,1958,,,7871.0,11785.0,18756.0,25878.0,32829.0,36308.0,48441.0,54941.0,60901.0,63737.0,67184.0,68273.0,76674.0,85531.0,90349.0,,,,,,,,,,,
1958,1464,CASADO Jose Luis,,V2H,1959,,,8505.0,12823.0,21036.0,28159.0,35098.0,38604.0,49117.0,55712.0,61605.0,64833.0,67890.0,68344.0,76982.0,85227.0,90654.0,,,,,,,,,,,
1959,2407,PAYEN Robert,,V2H,1960,,,7583.0,11063.0,18442.0,26406.0,33261.0,36247.0,47316.0,54025.0,59642.0,62647.0,65847.0,68088.0,75483.0,84288.0,90656.0,,,,,,,,,,,
1960,1784,MARTINEZ GONZALEZ Vicente,,V2H,1961,,,7522.0,11582.0,18893.0,26653.0,33505.0,37604.0,47702.0,54742.0,60328.0,63908.0,67180.0,67352.0,77288.0,85185.0,91335.0,,,,,,,,,,,
1961,1413,KURIHARA Yojiro,,V1H,1962,,,7993.0,12081.0,19036.0,26862.0,34744.0,38978.0,49144.0,55188.0,60405.0,64279.0,67288.0,68089.0,75829.0,84972.0,92341.0,,,,,,,,,,,
1962,857,HAMADI Rabah,,V1H,1963,,,8026.0,11989.0,19181.0,26438.0,34247.0,37405.0,47497.0,54042.0,59937.0,63388.0,66787.0,68232.0,76311.0,86246.0,92352.0,,,,,,,,,,,
1963,29,ARMSTRONG Vajin,,SEH,1964,,,4694.0,6937.0,10683.0,14096.0,17910.0,20048.0,25520.0,29980.0,32700.0,34490.0,36437.0,36703.0,40608.0,44665.0,,,,,,,,,,,,
1964,185,LESJAK Goran,,V1H,1965,,,5025.0,7285.0,11639.0,15908.0,20105.0,22022.0,27849.0,31677.0,34663.0,36739.0,38624.0,39518.0,43478.0,48126.0,,,,,,,,,,,,
1965,722,SCHOLLER Gerhard,,SEH,1966,,,6118.0,8705.0,13812.0,18705.0,23457.0,25762.0,33617.0,38350.0,42075.0,44485.0,46927.0,49682.0,54652.0,61546.0,,,,,,,,,,,,
1966,573,JARVIS Robert,,V1H,1967,,,6591.0,9458.0,14746.0,20405.0,25653.0,27803.0,36148.0,40882.0,44740.0,46638.0,48765.0,51737.0,58017.0,65262.0,,,,,,,,,,,,
1967,645,TURTINEN Helinä,,V1F,1968,,,6594.0,9515.0,14843.0,20152.0,25363.0,28061.0,36067.0,41544.0,46096.0,48600.0,51562.0,54588.0,60373.0,66999.0,,,,,,,,,,,,
1968,1554,PASSUELLO Nicoletta,,V2F,1969,,,6921.0,10249.0,16106.0,22370.0,27914.0,30833.0,39693.0,46027.0,50061.0,52593.0,55395.0,60141.0,66864.0,75265.0,,,,,,,,,,,,
1969,1204,STASIA Manuel,,V1H,1970,,,7051.0,10302.0,16512.0,22889.0,28549.0,31148.0,40394.0,46308.0,50623.0,53836.0,56544.0,60453.0,66386.0,75274.0,,,,,,,,,,,,
1970,813,GUTIERREZ BARRERA Ana Belen,,SEF,1971,,,7317.0,11342.0,17883.0,24449.0,31013.0,34237.0,44096.0,50208.0,54895.0,58005.0,61039.0,63046.0,70108.0,77176.0,,,,,,,,,,,,
1971,2111,ITAGAKI Haruki,,SEH,1972,,,8597.0,12836.0,20057.0,26595.0,34097.0,37785.0,48057.0,54437.0,59957.0,62774.0,66130.0,68234.0,76192.0,83198.0,,,,,,,,,,,,
1972,2081,DUBA jerome,,V1H,1973,,,7314.0,11249.0,19092.0,27851.0,35241.0,38712.0,48118.0,54139.0,59258.0,62330.0,65682.0,67543.0,75712.0,85548.0,,,,,,,,,,,,
1973,2168,TAJIMA Atsushi,,V2H,1974,,,7384.0,11909.0,19515.0,28272.0,34193.0,37458.0,48332.0,55140.0,60012.0,63593.0,67225.0,67355.0,74873.0,85563.0,,,,,,,,,,,,
1974,345,FRASER James,,V1H,1975,,,8439.0,12796.0,19656.0,26996.0,34035.0,37816.0,48563.0,55183.0,60513.0,64147.0,67341.0,68225.0,75618.0,85575.0,,,,,,,,,,,,
1975,1720,RIGOUREAU Alain,,V2H,1976,,,7341.0,11076.0,18416.0,26676.0,33747.0,37386.0,47850.0,54584.0,59346.0,62389.0,65438.0,66060.0,74607.0,86206.0,,,,,,,,,,,,
1976,4,HERAS HERNANDEZ Miguel Angel,,V1H,1977,,,4466.0,6445.0,10054.0,13514.0,17050.0,18776.0,23885.0,27000.0,29451.0,30946.0,32442.0,32702.0,36302.0,,,,,,,,,,,,,
1977,1,CANADAY Sage,,SEH,1978,,,4449.0,6465.0,10057.0,13522.0,17052.0,18807.0,23942.0,29182.0,33012.0,34985.0,37300.0,38475.0,42958.0,,,,,,,,,,,,,
1978,1199,MONCADA Jordi,,V1H,1979,,,6123.0,8915.0,13864.0,18662.0,23644.0,26225.0,33792.0,39303.0,43235.0,45786.0,48328.0,49357.0,54867.0,,,,,,,,,,,,,
1979,1198,SEGUIN Arnaud,,V1H,1980,,,7259.0,10713.0,16514.0,22188.0,27562.0,30212.0,38360.0,43845.0,47622.0,49959.0,52193.0,53894.0,58715.0,,,,,,,,,,,,,
1980,764,AMPE Dries,,V1H,1981,,,7581.0,10759.0,15798.0,20784.0,25821.0,28520.0,35673.0,40656.0,44402.0,46667.0,49319.0,50371.0,55108.0,,,,,,,,,,,,,
1981,701,TRELA Bartlomiej,,SEH,1982,,,7611.0,10685.0,16314.0,22245.0,27711.0,30070.0,38402.0,43563.0,49466.0,52146.0,55254.0,57009.0,63491.0,,,,,,,,,,,,,
1982,556,FUSAGLIA Luca,,V2H,1983,,,8056.0,12166.0,18957.0,25129.0,31595.0,35104.0,44586.0,51991.0,56214.0,59656.0,62810.0,64682.0,72377.0,,,,,,,,,,,,,
1983,1688,TOURBOT Samuel,,SEH,1984,,,6888.0,9990.0,16083.0,23842.0,31763.0,35230.0,45990.0,52456.0,56811.0,59853.0,63132.0,66767.0,74373.0,,,,,,,,,,,,,
1984,981,PEREYRA MOOS Claudio,,V1H,1985,,,7253.0,10639.0,17756.0,25833.0,32815.0,36570.0,48041.0,54571.0,61813.0,64737.0,67639.0,68372.0,76432.0,,,,,,,,,,,,,
1985,1507,MATYS Michelle,,SEF,1986,,,8227.0,12131.0,19011.0,26138.0,32727.0,36432.0,48429.0,55193.0,60980.0,64608.0,67618.0,68528.0,77094.0,,,,,,,,,,,,,
1986,1433,GEROME Davy,,V1H,1987,,,7651.0,11536.0,18337.0,25670.0,32058.0,35590.0,45898.0,54050.0,59310.0,62420.0,65623.0,67770.0,75793.0,,,,,,,,,,,,,
1987,2072,GIACONE Michele,,V3H,1988,,,8306.0,12367.0,19802.0,27363.0,33832.0,37151.0,47340.0,53445.0,58165.0,60857.0,64460.0,65216.0,73480.0,,,,,,,,,,,,,
1988,2239,CARDANI Gianni,,V1H,1989,,,8226.0,12281.0,19592.0,26260.0,33173.0,36620.0,47015.0,53399.0,58469.0,61195.0,64711.0,66081.0,72934.0,,,,,,,,,,,,,
1989,1487,MCLAUGHLIN Paul,,V2H,1990,,,8125.0,12467.0,20002.0,27306.0,34433.0,38629.0,48611.0,55596.0,61104.0,64381.0,68111.0,68503.0,77873.0,,,,,,,,,,,,,
1990,1811,LANE Spenser,,V1H,1991,,,7907.0,12715.0,20001.0,27106.0,34449.0,39400.0,49210.0,56122.0,61037.0,65190.0,68328.0,68578.0,77881.0,,,,,,,,,,,,,
1991,2032,YBARRA MORENO Nicolas,,V2H,1991,,,8178.0,12433.0,20531.0,28031.0,35282.0,39526.0,48949.0,,60482.0,63734.0,67940.0,68426.0,77881.0,,,,,,,,,,,,,
1992,2588,TAKEDA Wataru,,V2H,1991,,,6599.0,9664.0,16341.0,25177.0,30821.0,33800.0,43888.0,50369.0,57500.0,60887.0,63790.0,64144.0,77881.0,,,,,,,,,,,,,
1993,392,MAKI Hiroshige,,V2H,1994,,,7648.0,11688.0,18836.0,26244.0,32771.0,36576.0,47101.0,54126.0,60359.0,64133.0,67725.0,68213.0,77882.0,,,,,,,,,,,,,
1994,454,KAWAGUCHI Ryuta,,V1H,1995,,,8391.0,12736.0,20074.0,27676.0,35359.0,39136.0,48756.0,54703.0,60098.0,63656.0,66896.0,68148.0,77309.0,,,,,,,,,,,,,
1995,1115,DEL VALLE Dieter,,V2H,1996,,,8348.0,12751.0,20371.0,27416.0,34245.0,38201.0,48775.0,55447.0,60225.0,63451.0,67185.0,68423.0,76858.0,,,,,,,,,,,,,
1996,1842,YAMADA Shintarou,,V2H,1997,,,8323.0,12857.0,20017.0,26939.0,34039.0,37766.0,48029.0,54377.0,59980.0,63632.0,66921.0,68269.0,77363.0,,,,,,,,,,,,,
1997,93,STEPHAN Quentin,,SEH,1998,,,5224.0,7588.0,12000.0,16516.0,20668.0,22607.0,28727.0,32847.0,35697.0,37431.0,39187.0,40591.0,44875.0,,,,,,,,,,,,,
1998,1944,FIGUIER Jean-Luc,,V1H,1998,,,6259.0,8751.0,13613.0,18501.0,23024.0,25074.0,32216.0,36758.0,40443.0,42658.0,44974.0,46846.0,52087.0,,,,,,,,,,,,,
1999,395,GOURREAU Adolphe,,V1H,2000,,,7951.0,11684.0,19288.0,27198.0,35988.0,39484.0,49636.0,55592.0,61464.0,64811.0,67875.0,68168.0,77636.0,,,,,,,,,,,,,
2000,2263,ABE Kazunari,,SEH,2000,,,6918.0,10250.0,16830.0,24683.0,30854.0,34296.0,44877.0,51334.0,55876.0,59005.0,62215.0,65780.0,75141.0,,,,,,,,,,,,,
2001,1250,ZHOU Guangzhe,,SEH,2002,,,8502.0,12877.0,20742.0,28150.0,35272.0,39079.0,48589.0,55128.0,61108.0,64333.0,68110.0,68421.0,76579.0,,,,,,,,,,,,,
2002,44,DURAN LOPEZ Yeray,,SEH,2003,,,4665.0,6742.0,10410.0,14102.0,17739.0,19395.0,25016.0,29308.0,32630.0,34358.0,36024.0,38081.0,,,,,,,,,,,,,,
2003,54,GIGUET Pascal,,V1H,2004,,,4512.0,6547.0,10192.0,13995.0,18265.0,20812.0,28165.0,33606.0,37873.0,40224.0,42991.0,43807.0,,,,,,,,,,,,,,
2004,141,KENDALL Danny,,SEH,2005,,,4743.0,6796.0,10824.0,14908.0,18989.0,20914.0,27856.0,33046.0,36460.0,38473.0,41103.0,45130.0,,,,,,,,,,,,,,
2005,70,HARDEL Fabrice,,V1H,2006,,,4869.0,7195.0,11456.0,15458.0,19542.0,21719.0,29246.0,34674.0,38519.0,41091.0,44002.0,45432.0,,,,,,,,,,,,,,
2006,42,BROWNING Jeff,,V1H,2007,,,5006.0,7403.0,11570.0,15416.0,19346.0,21512.0,27948.0,32891.0,36009.0,38593.0,42986.0,46006.0,,,,,,,,,,,,,,
2007,60,MENDES DA SILVA Nuno Manuel,,SEH,2008,,,4893.0,7081.0,11250.0,15496.0,19412.0,21211.0,27694.0,34820.0,38959.0,42219.0,45803.0,47678.0,,,,,,,,,,,,,,
2008,66,OKUNOMIYA Shunsuke,,SEH,2009,,,5107.0,7425.0,11572.0,15786.0,19974.0,21970.0,29011.0,34134.0,39275.0,41926.0,44935.0,47820.0,,,,,,,,,,,,,,
2009,1059,HIETALA Janne,,SEH,2010,,,5808.0,8055.0,12262.0,16538.0,21699.0,23856.0,31329.0,36980.0,40861.0,43598.0,46249.0,48105.0,,,,,,,,,,,,,,
2010,339,ALMGREN Tor,,V2H,2011,,,5930.0,8820.0,13771.0,18502.0,23155.0,25645.0,32597.0,38007.0,41889.0,44782.0,47599.0,48548.0,,,,,,,,,,,,,,
2011,2589,CHRISTENSEN Jonas Borsøe,,SEH,2012,,,5124.0,7412.0,11748.0,16202.0,20484.0,22681.0,29249.0,33709.0,36741.0,38892.0,41400.0,45421.0,,,,,,,,,,,,,,
2012,1414,WILSON Matt,,V1H,2013,,,6700.0,9505.0,14523.0,19193.0,24115.0,26484.0,33769.0,38827.0,42412.0,44638.0,47070.0,49455.0,,,,,,,,,,,,,,
2013,145,MEIER Christophe,,V1H,2014,,,5774.0,8263.0,12710.0,17022.0,21517.0,24038.0,31620.0,37011.0,41343.0,43851.0,46855.0,48241.0,,,,,,,,,,,,,,
2014,143,ESCUDERO Israel,,SEH,2015,,,5588.0,8040.0,12388.0,16839.0,22115.0,24434.0,32649.0,36801.0,40142.0,42575.0,45848.0,49758.0,,,,,,,,,,,,,,
2015,119,KOBAYASHI Keita,,SEH,2016,,,5307.0,7718.0,11850.0,15924.0,19949.0,21969.0,28971.0,34996.0,40844.0,44893.0,48695.0,49844.0,,,,,,,,,,,,,,
2016,2117,AMAR BEN KADOUR Abdel,,V2H,2017,,,6178.0,9145.0,14085.0,18991.0,23866.0,26470.0,34575.0,40128.0,44267.0,46658.0,49361.0,50043.0,,,,,,,,,,,,,,
2017,207,BRILEY Tim,,V1H,2018,,,6709.0,9631.0,14774.0,19259.0,23961.0,26404.0,33662.0,39082.0,42821.0,45360.0,48746.0,50102.0,,,,,,,,,,,,,,
2018,157,MORWOOD Sarah,,SEF,2019,,,5892.0,8394.0,13334.0,17778.0,22399.0,24758.0,31890.0,36740.0,40570.0,43539.0,49443.0,50155.0,,,,,,,,,,,,,,
2019,308,GARCIA CARABI Xavier,,SEH,2020,,,5673.0,8146.0,12973.0,17837.0,22923.0,25371.0,33442.0,38959.0,43702.0,46450.0,50344.0,50415.0,,,,,,,,,,,,,,
2020,2153,KUDERER Bernd,,V2H,2021,,,6608.0,9580.0,15112.0,20481.0,25733.0,28281.0,35958.0,41371.0,45399.0,47805.0,50350.0,52220.0,,,,,,,,,,,,,,
2021,1581,SCHOEPF Rudi,,V2H,2022,,,6536.0,9360.0,14715.0,20056.0,25071.0,27618.0,35915.0,41352.0,45464.0,48107.0,51073.0,53103.0,,,,,,,,,,,,,,
2022,2560,DENAIX Michel,,V2H,2023,,,7034.0,10081.0,15425.0,20351.0,24973.0,27328.0,34835.0,39340.0,43499.0,46167.0,48972.0,53257.0,,,,,,,,,,,,,,
2023,164,ARMAND Fabrice,,V1H,2024,,,4892.0,7123.0,11147.0,15134.0,19717.0,22090.0,29932.0,40967.0,45425.0,49370.0,52733.0,53345.0,,,,,,,,,,,,,,
2024,1157,AZZOLINI Ivan,,V1H,2025,,,6770.0,9694.0,15087.0,20348.0,25267.0,27571.0,35609.0,41260.0,45916.0,49109.0,52677.0,54168.0,,,,,,,,,,,,,,
2025,479,KEFFORD Daniel,,SEH,2026,,,6351.0,9246.0,14369.0,19334.0,23981.0,26731.0,34661.0,41663.0,46583.0,49875.0,53766.0,54753.0,,,,,,,,,,,,,,
2026,1232,LERAY Vincent,,V2H,2027,,,7423.0,10803.0,16273.0,21318.0,26679.0,29238.0,37095.0,42571.0,47191.0,49422.0,51813.0,55929.0,,,,,,,,,,,,,,
2027,1701,BRADLEY Scott,,V1H,2028,,,6047.0,8802.0,14085.0,20217.0,25453.0,27959.0,36185.0,42072.0,47871.0,50203.0,53121.0,56037.0,,,,,,,,,,,,,,
2028,1555,TURA Giorgio,,V2H,2029,,,6920.0,10246.0,16112.0,22376.0,27910.0,30830.0,39692.0,46093.0,50159.0,53331.0,55874.0,56454.0,,,,,,,,,,,,,,
2029,2058,THIBAULT Cedric,,SEH,2030,,,7108.0,10279.0,15906.0,20751.0,25788.0,28037.0,35305.0,40477.0,44305.0,46279.0,48376.0,49989.0,,,,,,,,,,,,,,
2030,2388,TREUIL Philippe,,V2H,2031,,,6152.0,8897.0,14361.0,19996.0,25374.0,29481.0,39406.0,46055.0,50565.0,53267.0,56476.0,56612.0,,,,,,,,,,,,,,
2031,1178,JUCHTER Birger,,V1H,2032,,,7578.0,10827.0,17332.0,23338.0,28876.0,31570.0,40412.0,46144.0,50223.0,52517.0,54954.0,56857.0,,,,,,,,,,,,,,
2032,591,RAVAUX Richard,,V1H,2033,,,5665.0,8272.0,13011.0,18870.0,24041.0,27019.0,36100.0,42063.0,47190.0,50417.0,55782.0,57793.0,,,,,,,,,,,,,,
2033,1431,FERRANDO MONFORT Víctor M.,,V1H,2034,,,6473.0,9329.0,15094.0,21474.0,27033.0,29780.0,39020.0,45786.0,50391.0,53250.0,55873.0,57869.0,,,,,,,,,,,,,,
2034,408,CLERC Denis,,V2H,2035,,,6086.0,8746.0,13763.0,18683.0,23651.0,25928.0,33999.0,46241.0,50621.0,53679.0,56924.0,57996.0,,,,,,,,,,,,,,
2035,2577,LAURIOT Wilfrid,,V1H,2036,,,6848.0,9774.0,15830.0,21728.0,26940.0,29559.0,37961.0,46015.0,52767.0,55117.0,57889.0,58005.0,,,,,,,,,,,,,,
2036,116,ADRIAN CARO Xari,,SEF,2037,,,6094.0,8838.0,14034.0,19001.0,24047.0,26399.0,34220.0,39870.0,45117.0,48442.0,52489.0,58602.0,,,,,,,,,,,,,,
2037,343,MAYOLA Josep,,V2H,2038,,,5821.0,8422.0,13741.0,20773.0,26462.0,29210.0,38945.0,45558.0,50884.0,54333.0,56989.0,58545.0,,,,,,,,,,,,,,
2038,1243,MANOTOA Raul,,SEH,2039,,,6503.0,9537.0,15220.0,20222.0,25590.0,28244.0,36796.0,43641.0,49386.0,52362.0,56740.0,58780.0,,,,,,,,,,,,,,
2039,2187,CHEVALIER Bernard,,V1H,2040,,,6948.0,10323.0,16241.0,22897.0,28535.0,31402.0,41487.0,47445.0,52471.0,54959.0,57731.0,59146.0,,,,,,,,,,,,,,
2040,947,DAQUIN Cecile,,V1F,2041,,,7277.0,10629.0,16524.0,22443.0,28010.0,30893.0,39493.0,45663.0,50026.0,52814.0,56625.0,59519.0,,,,,,,,,,,,,,
2041,1752,ROOS Martin,,V2H,2042,,,7369.0,11212.0,18024.0,24443.0,30541.0,34063.0,44101.0,51129.0,55995.0,59062.0,62525.0,64331.0,,,,,,,,,,,,,,
2042,2233,BERRARD Jean-Christophe,,V2H,2043,,,7065.0,10510.0,18366.0,25784.0,32361.0,35279.0,46462.0,52482.0,58181.0,60775.0,63754.0,64344.0,,,,,,,,,,,,,,
2043,1794,SOURY patrick,,V2H,2044,,,7972.0,11900.0,18978.0,25321.0,31626.0,35001.0,44618.0,51323.0,56716.0,60243.0,64208.0,64349.0,,,,,,,,,,,,,,
2044,2598,DUBOURREAU Thierry,,V2H,2045,,,7365.0,11081.0,17889.0,25395.0,31591.0,34797.0,44500.0,51211.0,56263.0,59302.0,62817.0,64453.0,,,,,,,,,,,,,,
2045,974,LAPLACE Jean-Yves,,V1H,2046,,,6661.0,9720.0,16321.0,25170.0,31652.0,34841.0,45964.0,52335.0,56539.0,58632.0,61422.0,64501.0,,,,,,,,,,,,,,
2046,792,BOUSSAC Christophe,,V1H,2047,,,7007.0,10334.0,16621.0,23075.0,29177.0,32169.0,42118.0,49490.0,54899.0,57931.0,61360.0,64768.0,,,,,,,,,,,,,,
2047,1606,RAPHOZ Christophe,,V1H,2048,,,6747.0,9940.0,15692.0,21563.0,27110.0,30131.0,41413.0,49327.0,54853.0,58676.0,62234.0,65025.0,,,,,,,,,,,,,,
2048,2599,BAHA Farid,,V2H,2049,,,7574.0,11252.0,17636.0,23347.0,29926.0,33363.0,45301.0,52045.0,56428.0,59293.0,62445.0,64913.0,,,,,,,,,,,,,,
2049,2196,DUFRENE Frank,,V1H,2050,,,8138.0,12413.0,19886.0,26554.0,33232.0,37473.0,47103.0,53587.0,58021.0,61031.0,64096.0,64984.0,,,,,,,,,,,,,,
2050,2266,ROBERT Frédéric,,V2H,2051,,,7733.0,11435.0,18246.0,26349.0,32671.0,36099.0,46563.0,52848.0,57831.0,61085.0,65082.0,65203.0,,,,,,,,,,,,,,
2051,1149,TRILLEAUD Teddy,,SEH,2052,,,7866.0,11718.0,18899.0,24948.0,31499.0,34604.0,43902.0,50471.0,55333.0,58044.0,61331.0,65116.0,,,,,,,,,,,,,,
2052,630,DUBOIS Thierry,,V1H,2053,,,8140.0,12162.0,19077.0,25291.0,31502.0,34764.0,43977.0,50234.0,55442.0,58379.0,61398.0,65312.0,,,,,,,,,,,,,,
2053,2408,PICCINNI Giuseppe,,V2H,2054,,,7396.0,11692.0,18345.0,25783.0,32031.0,35900.0,45180.0,51733.0,56057.0,59567.0,63280.0,65293.0,,,,,,,,,,,,,,
2054,1017,RECASENS GARCIA Jordi,,V1H,2055,,,7004.0,10586.0,17178.0,24327.0,30792.0,34186.0,46096.0,52832.0,57623.0,60036.0,63223.0,65627.0,,,,,,,,,,,,,,
2055,349,WRIGHT Bruce,,SEH,2056,,,6270.0,9042.0,15276.0,25366.0,31536.0,33902.0,42807.0,49537.0,54691.0,58094.0,61235.0,65705.0,,,,,,,,,,,,,,
2056,2747,COSTES Jean,,V2H,2057,,,8198.0,12321.0,19764.0,26966.0,33283.0,37155.0,47428.0,54056.0,58906.0,62168.0,65852.0,66064.0,,,,,,,,,,,,,,
2057,467,FREEMAN Mark,,SEH,2058,,,7631.0,11596.0,18196.0,25234.0,31548.0,35206.0,44261.0,50914.0,56688.0,60302.0,65142.0,65240.0,,,,,,,,,,,,,,
2058,320,ROLL Jorge,,V2H,2059,,,7731.0,11915.0,18847.0,26122.0,32532.0,36202.0,46560.0,53160.0,58079.0,61502.0,65204.0,66144.0,,,,,,,,,,,,,,
2059,1552,MARCONI Mauro,,V1H,2060,,,7373.0,10625.0,16577.0,22461.0,27749.0,30405.0,40013.0,45618.0,49936.0,52296.0,54789.0,61264.0,,,,,,,,,,,,,,
2060,536,BONETTO Paolo,,V1H,2061,,,6748.0,9579.0,15038.0,20921.0,26102.0,28777.0,38459.0,45556.0,51285.0,55201.0,60311.0,67063.0,,,,,,,,,,,,,,
2061,1278,BUGNON Jean,,V2H,2062,,,7321.0,10795.0,17774.0,25082.0,31490.0,34806.0,45006.0,52264.0,57776.0,60779.0,64494.0,67079.0,,,,,,,,,,,,,,
2062,1853,FOUREZ Pascal,,V1H,2063,,,8327.0,12515.0,19740.0,26509.0,32852.0,36362.0,45801.0,52733.0,57310.0,60503.0,64165.0,67166.0,,,,,,,,,,,,,,
2063,2325,ROUYER Olivier,,V2H,2064,,,7009.0,10473.0,16818.0,25816.0,32162.0,35541.0,45868.0,53193.0,58658.0,61722.0,67021.0,67194.0,,,,,,,,,,,,,,
2064,1969,FEMENIAS VERD Martin Abel,,V1H,2065,,,7638.0,11347.0,18260.0,25161.0,31442.0,34796.0,45690.0,52774.0,57774.0,60915.0,63954.0,67264.0,,,,,,,,,,,,,,
2065,2148,ROMIEU Denis,,V2H,2066,,,7810.0,11984.0,19648.0,26858.0,33249.0,36852.0,47910.0,54115.0,59290.0,62601.0,65687.0,65834.0,,,,,,,,,,,,,,
2066,1418,GROSS Michelle,,SEF,2067,,,7867.0,11987.0,19264.0,26287.0,32753.0,36380.0,45993.0,53753.0,59648.0,63337.0,67123.0,67353.0,,,,,,,,,,,,,,
2067,2556,ROUX Gilles,,V1H,2068,,,7856.0,11836.0,18336.0,24827.0,31165.0,34195.0,45760.0,52635.0,57269.0,59882.0,63241.0,67369.0,,,,,,,,,,,,,,
2068,411,BERTIN Cécile,,V1F,2069,,,8014.0,12067.0,18882.0,25576.0,32197.0,35502.0,45879.0,53323.0,59073.0,62177.0,65473.0,67520.0,,,,,,,,,,,,,,
2069,2762,YONG Fredelina,,SEF,2070,,,8807.0,12921.0,19968.0,26867.0,33330.0,37297.0,46981.0,53688.0,58977.0,62172.0,65623.0,66598.0,,,,,,,,,,,,,,
2070,2665,WOOD Franklin,,V1H,2071,,,7931.0,11571.0,18021.0,23601.0,29622.0,32760.0,42908.0,51307.0,56383.0,59865.0,63325.0,67447.0,,,,,,,,,,,,,,
2071,1690,LUPANO Mario,,V2H,2072,,,8028.0,12392.0,19959.0,27072.0,33466.0,36746.0,47468.0,54522.0,59693.0,63608.0,67413.0,67622.0,,,,,,,,,,,,,,
2072,1880,SALVI Riccardo,,V2H,2073,,,8027.0,12396.0,19955.0,27075.0,33468.0,36739.0,47466.0,54515.0,59692.0,63605.0,67412.0,67635.0,,,,,,,,,,,,,,
2073,718,PICCARDO Lorenzo,,V2H,2074,,,7112.0,10404.0,16422.0,26729.0,33628.0,36691.0,46870.0,53016.0,59325.0,63101.0,67514.0,67645.0,,,,,,,,,,,,,,
2074,2065,PESCE Fabrizio,,V1H,2075,,,7926.0,12395.0,19705.0,26729.0,33510.0,37272.0,48469.0,54133.0,59332.0,63097.0,67512.0,67653.0,,,,,,,,,,,,,,
2075,2352,MAQUEDA Pedro,,V2H,2076,,,7323.0,11145.0,18231.0,26713.0,33318.0,37481.0,48327.0,54824.0,60300.0,63010.0,66935.0,67655.0,,,,,,,,,,,,,,
