,bib,name,team,category,rank,nationality,time,Col de Voza,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex Lac,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,timediff
0,3,OLMO Marco,M&amp;AMP;P RISK AGENCI,V2H,1,IT,75966.0,4942.0,9052.0,12555.0,16408.0,18478.0,23969.0,25515.0,28355.0,30255.0,31942.0,36180.0,40139.0,42688.0,46245.0,,49618.0,52655.0,55702.0,60549.0,63333.0,66088.0,69398.0,72218.0,75966.0,0.0
1,3021,NEMETH Csaba,E.G. MOUNTEX,SEH,2,HU,77852.0,4697.0,8525.0,11876.0,16053.0,17984.0,23238.0,24760.0,27578.0,29491.0,31449.0,35264.0,39201.0,41691.0,45439.0,,49034.0,52059.0,55238.0,60898.0,64110.0,67149.0,71202.0,74098.0,77852.0,1886.0
2,2,DELEBARRE Vincent,TRAILERS DU MONT BLANC - CMBM - QUECHUA - EMHM - CMBM,SEH,3,FR,79169.0,4853.0,8610.0,12118.0,16027.0,17856.0,23395.0,24750.0,27535.0,29239.0,31095.0,35249.0,39080.0,41492.0,45115.0,,48408.0,51337.0,54688.0,61251.0,66462.0,26037.0,73139.0,75775.0,79169.0,3203.0
3,3277,LUKAS Jens,LSG KARLSRUHE,V1H,4,DE,80115.0,5248.0,9504.0,13535.0,17941.0,20168.0,26513.0,28063.0,31392.0,33252.0,35052.0,39600.0,43064.0,45473.0,49325.0,,52536.0,55537.0,58889.0,64742.0,67716.0,70465.0,73652.0,76413.0,80115.0,4149.0
4,5,MILLET Guillaume,,SEH,5,FR,82451.0,5094.0,9438.0,13256.0,17267.0,19359.0,25393.0,27049.0,30189.0,32012.0,33765.0,38242.0,42205.0,44673.0,48681.0,,52384.0,55539.0,58924.0,65210.0,68455.0,71468.0,75101.0,78204.0,82451.0,6485.0
5,14,GRIVEL Stephane,CHEVALIERS DU VENT,SEH,6,FR,84306.0,4697.0,8520.0,12040.0,16482.0,18772.0,25873.0,27717.0,31312.0,33469.0,3419.0,40374.0,44268.0,47020.0,50996.0,,54764.0,57623.0,61361.0,68039.0,70925.0,73751.0,77260.0,80385.0,84306.0,8340.0
6,23,STAUB Vincent,LES TROTTEURS,SEH,7,CH,84398.0,4711.0,8428.0,12413.0,16702.0,18937.0,25127.0,26822.0,29835.0,31875.0,33679.0,38646.0,42795.0,45271.0,49303.0,,52945.0,56512.0,59846.0,66412.0,69764.0,72787.0,76740.0,80245.0,84398.0,8432.0
7,1669,MERMOUD Nicolas,ELIX,V1H,8,FR,85236.0,4632.0,8338.0,12038.0,16185.0,18113.0,24420.0,25970.0,29094.0,31069.0,32850.0,37705.0,42094.0,44434.0,48343.0,,52202.0,56219.0,59693.0,66391.0,70088.0,73636.0,77322.0,80876.0,85236.0,9270.0
8,1002,OULEDI WILFRID,TESB,SEH,9,FR,85376.0,4800.0,8611.0,12243.0,16552.0,18815.0,24707.0,26326.0,29477.0,31562.0,33641.0,37675.0,41664.0,44187.0,48534.0,,52966.0,56683.0,60331.0,67248.0,70676.0,73928.0,78007.0,81016.0,85376.0,9410.0
9,2608,LLONCH CASASAMPERA Enric,CENTRE EXCURSIONISTA TORELLO,SEH,10,ES,85982.0,5255.0,9503.0,13248.0,17272.0,19526.0,25607.0,27347.0,30784.0,32838.0,34632.0,39281.0,43129.0,45806.0,50194.0,,54068.0,57243.0,60717.0,67492.0,71258.0,74537.0,78068.0,81583.0,85982.0,10016.0
10,89,BAUD Patrice,,V1H,11,FR,86203.0,5296.0,9406.0,13818.0,18010.0,20011.0,26462.0,27857.0,30918.0,32836.0,34544.0,40210.0,44226.0,46659.0,50845.0,,54197.0,58234.0,61646.0,68482.0,71880.0,75088.0,78632.0,82067.0,86203.0,10237.0
11,983,SERAZIN Johan,LEGENDRE BRETAGNE,SEH,12,FR,86591.0,4741.0,8603.0,12460.0,16790.0,19205.0,25906.0,27743.0,31305.0,33478.0,3418.0,40584.0,44551.0,47402.0,51372.0,,55069.0,58335.0,61604.0,68062.0,71613.0,75006.0,78630.0,82286.0,86591.0,10625.0
12,2134,JOSE LUIS ALBIZURI BERISTAIN,LAGUN ONAK MB,V1H,13,Es,86858.0,5669.0,10305.0,14331.0,18631.0,21093.0,27169.0,28983.0,32257.0,34423.0,3419.0,41666.0,45538.0,48222.0,52159.0,,55957.0,59315.0,62724.0,69172.0,72713.0,76037.0,79785.0,82702.0,86858.0,10892.0
13,2518,PYKE Stephen,STAFFORDSHIRE MOORLANDS,V1H,14,GB,87260.0,5404.0,10009.0,14065.0,18616.0,20861.0,27253.0,28975.0,32419.0,34655.0,3417.0,41406.0,45218.0,48099.0,52626.0,,57449.0,61422.0,65129.0,71065.0,74326.0,77145.0,80352.0,83673.0,87260.0,11294.0
14,1672,GIRARD Matthieu,UFO,SEH,15,CH,87700.0,5252.0,9404.0,13451.0,17768.0,20072.0,26241.0,27833.0,30848.0,32835.0,,39466.0,43498.0,46265.0,50353.0,,54683.0,58926.0,62343.0,68797.0,72424.0,76518.0,80305.0,83571.0,87700.0,11734.0
15,912,BONNOTTE Eric,UFO,V1H,16,FR,88056.0,5926.0,10338.0,14616.0,19055.0,21353.0,28156.0,29656.0,32990.0,34999.0,3419.0,42572.0,46668.0,49251.0,53464.0,,57463.0,60496.0,63977.0,71019.0,74285.0,77514.0,80898.0,83918.0,88056.0,12090.0
16,916,CERCUEIL Michel,CAF ISERE - UFO,SEH,16,FR,88056.0,5210.0,9559.0,13527.0,17961.0,20187.0,26757.0,28449.0,32124.0,34077.0,3418.0,41662.0,45661.0,48177.0,52037.0,,55782.0,59193.0,62607.0,69290.0,72835.0,76501.0,80067.0,83614.0,88056.0,12090.0
17,926,HOBLEA Fabien,UFO/CHAMBERY TRIATHLON,V1H,16,Fr,88056.0,4946.0,9537.0,13592.0,17912.0,20127.0,26605.0,28370.0,32126.0,34079.0,3417.0,41664.0,45667.0,48175.0,52136.0,,55784.0,59193.0,62610.0,69291.0,72837.0,76508.0,80055.0,83606.0,88056.0,12090.0
18,2262,BERNARD Guillaume,GUCEM,SEH,16,FR,88056.0,5296.0,9799.0,13930.0,18029.0,20008.0,26724.0,28267.0,31792.0,33641.0,3419.0,41724.0,45762.0,48214.0,52154.0,,55838.0,59196.0,62636.0,69592.0,72971.0,76511.0,80064.0,83615.0,88056.0,12090.0
19,2304,BAGNOUD Gérard,,SEH,20,CH,89009.0,5262.0,9626.0,14086.0,18656.0,20857.0,27536.0,29155.0,32258.0,34354.0,3415.0,42411.0,45979.0,48580.0,52751.0,,57099.0,60457.0,63962.0,71268.0,74693.0,77842.0,81468.0,84672.0,89009.0,13043.0
20,3017,GIRAUD-SAUVEUR Herve,EMBRUN TRIATHLON,SEH,21,FR,89718.0,5239.0,9679.0,13865.0,18042.0,20193.0,26503.0,28212.0,31767.0,33890.0,3416.0,41844.0,46004.0,49353.0,53902.0,,58206.0,61436.0,64832.0,71147.0,74313.0,77477.0,81298.0,84905.0,89718.0,13752.0
21,39,BAUER Daniel,PAYS VIGANAIS ENDURANCE NATURE,V1H,22,FR,89740.0,5363.0,9824.0,14125.0,18757.0,21359.0,28133.0,29830.0,33234.0,35457.0,3418.0,42787.0,46894.0,49399.0,53480.0,,57460.0,60773.0,64432.0,71633.0,75132.0,78381.0,82325.0,85831.0,89740.0,13774.0
22,2264,PELMONT Francis,DAUPHINE ORIENTATION,V1H,23,FR,90224.0,5234.0,9441.0,13531.0,18026.0,20039.0,26777.0,28222.0,31646.0,33509.0,3297.0,40977.0,44869.0,47442.0,51627.0,,55479.0,59213.0,62656.0,70008.0,73727.0,77226.0,81199.0,85047.0,90224.0,14258.0
23,1584,IRAZABAL BASTERRETXEA asier,ALDATZ-GORA MT,SEH,24,Es,91076.0,5717.0,10311.0,14381.0,18863.0,21413.0,27990.0,29718.0,32977.0,35019.0,3418.0,42334.0,46191.0,48692.0,53131.0,,56905.0,60342.0,64207.0,71617.0,75565.0,78909.0,83188.0,86514.0,91076.0,15110.0
24,995,HERRY Karine,Team LAFUMA / GREEN MAGMA,SEF,25,FR,91340.0,5262.0,9690.0,13727.0,17897.0,20126.0,26595.0,28246.0,31754.0,33982.0,3419.0,40901.0,44901.0,47624.0,52134.0,,56265.0,60252.0,64166.0,71562.0,75361.0,78771.0,82996.0,86587.0,91340.0,15374.0
25,2336,GONDAS Ondrej,ULTRARUN SUDTIROL,V2H,26,SI,91648.0,5327.0,9693.0,13538.0,17685.0,19978.0,26179.0,27880.0,31144.0,33270.0,3358.0,41421.0,45178.0,47841.0,52006.0,,55932.0,59252.0,62812.0,70702.0,74569.0,77723.0,82342.0,86119.0,91648.0,15682.0
26,10,ERNZEN Jean-Pierre,CELTIC DIEKIRCH,V1H,27,LU,91743.0,5276.0,9511.0,13524.0,18347.0,20993.0,28283.0,30271.0,34048.0,36259.0,38304.0,43245.0,47365.0,50030.0,54407.0,55913.0,58273.0,62642.0,65877.0,72784.0,76229.0,79766.0,83789.0,87378.0,91743.0,15777.0
27,36,TISSOT Laurent,SMON/UFO,SEH,28,FR,91973.0,5204.0,9405.0,13441.0,17726.0,19756.0,26305.0,27831.0,31167.0,33056.0,34949.0,40217.0,44440.0,47131.0,51447.0,,55593.0,59224.0,62914.0,70813.0,74743.0,78384.0,82528.0,86412.0,91973.0,16007.0
28,2535,PILLONEL Etienne,TRI TEAM FRIBOURG,SEH,29,CH,92111.0,5799.0,10569.0,14956.0,19700.0,22026.0,28736.0,30458.0,33923.0,35954.0,3416.0,43131.0,46906.0,49552.0,53841.0,,58135.0,61660.0,65450.0,72777.0,76473.0,79759.0,83866.0,87505.0,92111.0,16145.0
29,2128,SANTUCCI Pierre Mathieu,Team Montrail-Sport Poretta,V2H,30,FR,92133.0,5092.0,9444.0,13620.0,18277.0,20059.0,26585.0,28282.0,32034.0,34065.0,,41592.0,45807.0,48889.0,53436.0,,57846.0,61433.0,64675.0,73396.0,77156.0,80961.0,85253.0,88482.0,92133.0,16167.0
30,2268,BAUMANN Ryan,,SEH,31,CH,92288.0,5346.0,9859.0,14088.0,18658.0,20898.0,27621.0,29335.0,32764.0,34657.0,3415.0,42413.0,45978.0,48584.0,52875.0,,57218.0,60820.0,64347.0,72328.0,75963.0,79491.0,83811.0,87831.0,92288.0,16322.0
31,1390,REY Patrick,7 LIEUES AVENTURES,V1H,32,FR,92374.0,5331.0,9789.0,13791.0,17997.0,20209.0,26759.0,28413.0,31769.0,33920.0,3419.0,41847.0,45791.0,48663.0,52748.0,,57223.0,61389.0,65378.0,73078.0,76572.0,79531.0,83531.0,87362.0,92374.0,16408.0
32,3105,COCHARD Bertrand,TEAM LES HEMERODROMES,SEH,33,FR,92390.0,5222.0,9571.0,13823.0,18712.0,21472.0,28601.0,30573.0,34148.0,36467.0,39397.0,44386.0,48674.0,51647.0,56314.0,58027.0,60863.0,64037.0,67574.0,75016.0,78687.0,81822.0,85436.0,88470.0,92390.0,16424.0
33,9,BERTOLI MATTEO,ASS.SPORTIVA FREE-ZONE,SEH,34,IT,92627.0,5011.0,9140.0,13083.0,17716.0,19943.0,26434.0,28120.0,31757.0,33747.0,3418.0,41495.0,45327.0,48247.0,53353.0,,57676.0,60907.0,65519.0,73726.0,77525.0,7197.0,85093.0,88563.0,92627.0,16661.0
34,1808,LESERVOISIER patrick,CA AMBILLY,V1H,35,FR,93948.0,5776.0,10518.0,14524.0,18929.0,21685.0,28562.0,30567.0,34154.0,36351.0,38596.0,44293.0,47992.0,50652.0,54606.0,56196.0,58807.0,63259.0,66829.0,73706.0,77509.0,80704.0,85565.0,89096.0,93948.0,17982.0
35,28,KAYSER Simone,,V2F,36,LU,93958.0,5897.0,10710.0,15392.0,20212.0,22615.0,29571.0,31353.0,34903.0,37032.0,39094.0,43834.0,48133.0,50960.0,55914.0,57430.0,60009.0,63944.0,67626.0,74420.0,78205.0,81352.0,85516.0,88981.0,93958.0,17992.0
36,29,KAYSER Marc,,V2H,37,LU,93959.0,5894.0,10712.0,15394.0,20200.0,22614.0,29573.0,31351.0,34905.0,37037.0,39091.0,43840.0,48134.0,50962.0,55916.0,57432.0,60008.0,63945.0,67627.0,74424.0,78206.0,81348.0,85502.0,88977.0,93959.0,17993.0
37,2255,FAURE Jean-Francois,CLUB OMNISPORT ARPAJONNAIS,V1H,38,FR,94290.0,5547.0,10145.0,13965.0,18246.0,20844.0,27141.0,29216.0,32633.0,34705.0,3417.0,42477.0,46514.0,49477.0,53843.0,,58399.0,62100.0,65885.0,73700.0,78345.0,81347.0,85647.0,89346.0,94290.0,18324.0
38,1791,FATTON Christian,CCAP-NEW BALANCE,V1H,39,CH,94531.0,5035.0,8956.0,12552.0,16813.0,19230.0,25390.0,27073.0,30188.0,32322.0,34322.0,38879.0,43084.0,45835.0,50192.0,,54333.0,57954.0,61790.0,69694.0,74574.0,78800.0,84019.0,88650.0,94531.0,18565.0
39,1680,LANEY Tim,,V1H,40,GB,94541.0,5403.0,10011.0,14116.0,18694.0,21211.0,28267.0,30239.0,34405.0,36660.0,38743.0,44033.0,48443.0,51445.0,56202.0,57974.0,60440.0,64034.0,68143.0,75600.0,79027.0,82350.0,86417.0,90088.0,94541.0,18575.0
40,2384,ATKINSON David,NORTHUMBERLAND FELL RUNNERS,V1H,41,GB,95287.0,5638.0,10396.0,14921.0,20366.0,23295.0,31602.0,33951.0,38559.0,41341.0,43354.0,49219.0,53352.0,56000.0,60872.0,62228.0,64430.0,67813.0,71454.0,78241.0,81500.0,85015.0,88385.0,91362.0,95287.0,19321.0
41,6,GAYLORD Topher,THE NORTH FACE TEAM,SEH,42,US,95399.0,4879.0,9065.0,12977.0,17124.0,19582.0,25819.0,27460.0,30437.0,32626.0,34750.0,39795.0,46267.0,49398.0,54011.0,,58230.0,62989.0,67252.0,74213.0,78492.0,81760.0,86200.0,90089.0,95399.0,19433.0
42,66,LESTRADE Stephane,XTTR LE MONT DORE,SEH,43,FR,95727.0,5471.0,9951.0,14248.0,18947.0,21166.0,28127.0,29796.0,33364.0,35454.0,3417.0,43078.0,47561.0,50479.0,55499.0,57436.0,60011.0,63675.0,67839.0,75978.0,79820.0,83600.0,87480.0,91262.0,95727.0,19761.0
43,1695,ZAUGG Jean Marc,ALCATEL SPACE RUNNER,SEH,44,FR,96069.0,5899.0,10873.0,15268.0,20019.0,22448.0,29525.0,31352.0,34684.0,36965.0,39076.0,43970.0,48017.0,50769.0,55360.0,57151.0,59757.0,63519.0,67261.0,75715.0,79881.0,83463.0,87474.0,91115.0,96069.0,20103.0
44,2309,BANFI Jean-Claude,,V1H,45,FR,96070.0,5468.0,10294.0,14423.0,18775.0,21164.0,27820.0,29661.0,32927.0,34998.0,3418.0,43064.0,47564.0,50771.0,55655.0,57182.0,59836.0,63754.0,67826.0,75914.0,79647.0,83317.0,87470.0,91112.0,96070.0,20104.0
45,3221,DURAND Bruno,CHEVALIERS DU VENT,V1H,46,FR,96155.0,5195.0,9786.0,14155.0,18893.0,21439.0,28333.0,30299.0,33811.0,36220.0,38419.0,44889.0,49135.0,52187.0,56731.0,58841.0,61216.0,65374.0,68795.0,76841.0,80171.0,83596.0,87347.0,91016.0,96155.0,20189.0
46,2717,BENOIT-LIZON Alain,AMICALE DES PENNES MIRABEAU,V1H,47,Fr,96656.0,6110.0,11050.0,15306.0,19947.0,22285.0,29431.0,31382.0,35193.0,37565.0,39690.0,45711.0,49539.0,52251.0,56431.0,58004.0,60468.0,64419.0,68257.0,76298.0,80357.0,83920.0,88397.0,92029.0,96656.0,20690.0
47,79,BRAGG Jez,TRAIL RUNNING ASSOCIATION,SEH,48,GB,96659.0,5629.0,10304.0,14146.0,18652.0,21213.0,27829.0,30075.0,34020.0,36549.0,38694.0,44765.0,48752.0,51633.0,56117.0,58013.0,60384.0,64122.0,68145.0,76184.0,80048.0,83586.0,87686.0,91747.0,96659.0,20693.0
48,1348,BOISSONNET Marc,,V1H,49,FR,96708.0,5607.0,10315.0,15209.0,20091.0,22566.0,29879.0,31468.0,34962.0,37004.0,38969.0,45309.0,49373.0,51952.0,56315.0,57916.0,60251.0,64117.0,67866.0,76173.0,79954.0,83556.0,87663.0,91740.0,96708.0,20742.0
49,37,POIRIER Bruno,LES CHEVALIERS DU VENT,V1H,50,FR,96869.0,5303.0,9772.0,14044.0,19449.0,21504.0,28941.0,30767.0,34583.0,36677.0,38664.0,44761.0,49173.0,52154.0,56932.0,58543.0,61182.0,64983.0,68939.0,76467.0,80328.0,84123.0,88347.0,92027.0,96869.0,20903.0
50,69,HUDRY Jean Francois,SANS,V1H,51,FR,97069.0,5117.0,9422.0,13500.0,18320.0,20820.0,27366.0,29083.0,32737.0,34996.0,3418.0,42255.0,46561.0,49494.0,54398.0,56192.0,58880.0,62788.0,66971.0,74907.0,79364.0,83190.0,87401.0,91320.0,97069.0,21103.0
51,117,FAIVRE Hervé,,SEH,52,FR,97087.0,5348.0,9954.0,14751.0,19636.0,22210.0,29353.0,33186.0,37026.0,39330.0,41468.0,48267.0,52078.0,54820.0,58847.0,60481.0,62710.0,65961.0,69550.0,78072.0,82033.0,84984.0,88759.0,91970.0,97087.0,21121.0
52,11,SCHWEIZER Werner,OXYGENE ANNEMASSE,V3H,53,CH,97090.0,5330.0,9957.0,14281.0,19320.0,22227.0,29329.0,31431.0,34869.0,37216.0,39322.0,44624.0,48889.0,51643.0,56325.0,57918.0,60187.0,64067.0,67913.0,75410.0,79744.0,83467.0,87672.0,91597.0,97090.0,21124.0
53,2704,MERKER Joël,MASSIF DE L'ETOILE,SEH,54,FR,97122.0,6006.0,10962.0,15589.0,20221.0,22791.0,29583.0,31411.0,34863.0,37226.0,39350.0,44693.0,48780.0,51685.0,56217.0,57843.0,60654.0,64090.0,67649.0,75159.0,79349.0,83147.0,87582.0,91601.0,97122.0,21156.0
54,1589,FRITSCHE Volker,TS-LICHTENFELS,V1H,55,DE,97512.0,5163.0,9622.0,13474.0,18107.0,20999.0,27778.0,29971.0,33793.0,36273.0,38803.0,45013.0,48971.0,52074.0,56968.0,58852.0,61611.0,65979.0,69572.0,76222.0,80433.0,83951.0,88769.0,92054.0,97512.0,21546.0
55,2544,CALMBACH Uli,,V1H,56,DE,97718.0,5164.0,9514.0,13435.0,17570.0,19958.0,,27854.0,31089.0,33294.0,3417.0,40548.0,44851.0,47746.0,52150.0,,58455.0,62045.0,65813.0,73703.0,78614.0,82369.0,87907.0,92413.0,97718.0,21752.0
56,2799,BURETTE Pierre,RANDOMAN DU CHERAN,V1H,57,Fr,97849.0,5455.0,9564.0,13339.0,17552.0,19519.0,25802.0,27338.0,30494.0,32463.0,34563.0,39673.0,43522.0,46267.0,50754.0,,54394.0,58689.0,62794.0,72634.0,77720.0,81969.0,86333.0,91024.0,97849.0,21883.0
57,2286,PITSCHEIDER Stephan,ULTRARUN SUDTIROL,V1H,58,IT,98253.0,6185.0,11382.0,15946.0,21089.0,24100.0,31222.0,33228.0,36535.0,39088.0,41321.0,45769.0,49592.0,52660.0,56772.0,58518.0,61119.0,64964.0,68580.0,75719.0,79957.0,83464.0,88446.0,92056.0,98253.0,22287.0
58,1508,CHAPEAU Christian,AVIA CLUB ISSY LES MOULINEAUX,SEH,59,Fr,98352.0,5877.0,10873.0,14942.0,19650.0,22258.0,29694.0,31598.0,35400.0,37523.0,39818.0,45686.0,49727.0,52600.0,57035.0,58680.0,61315.0,64862.0,68887.0,77522.0,81863.0,85206.0,89169.0,92708.0,98352.0,22386.0
59,1853,DE PREVILLE Benoit,SPORT NATURE ROCHE VILAINE,SEH,60,FR,98540.0,5246.0,9486.0,13516.0,18035.0,20006.0,26437.0,27971.0,31383.0,33250.0,35028.0,40215.0,44442.0,47137.0,51580.0,,55445.0,59201.0,64049.0,73042.0,79005.0,82886.0,88393.0,93020.0,98540.0,22574.0
60,22,RUBILONI Gilles,C N P TRI,V1H,61,FR,99355.0,5349.0,9839.0,14103.0,18650.0,21244.0,28132.0,30248.0,34129.0,36655.0,39038.0,44124.0,48700.0,51629.0,55948.0,57619.0,60293.0,63847.0,67655.0,75131.0,80261.0,84360.0,89083.0,93188.0,99355.0,23389.0
61,2682,SPREAFICO Carlo,TRIATHLONLECCO,V1H,62,IT,99370.0,5987.0,11315.0,16227.0,21157.0,23945.0,31252.0,33223.0,36921.0,39328.0,41473.0,48271.0,52197.0,54935.0,59145.0,60760.0,63294.0,67194.0,70909.0,79593.0,83399.0,86339.0,90387.0,94290.0,99370.0,23404.0
62,1275,ALMGREN Tor,,V1H,63,SE,99612.0,5258.0,9788.0,13864.0,18458.0,20882.0,27467.0,29456.0,33052.0,35545.0,3417.0,44095.0,48149.0,51086.0,55640.0,57714.0,60540.0,64834.0,68765.0,76827.0,81571.0,84992.0,89423.0,93763.0,99612.0,23646.0
63,2010,UGARTE AZKARRAGA Luis Maria,,V1H,64,Es,99627.0,5715.0,10517.0,15231.0,20444.0,23301.0,30594.0,32760.0,36862.0,39592.0,41876.0,47827.0,51909.0,54612.0,59080.0,60734.0,63540.0,67017.0,70720.0,78344.0,82453.0,85735.0,89988.0,94075.0,99627.0,23661.0
64,2413,RICHARDS Mark,HEADINGTON ROAD RUNNERS,V1H,65,GB,99906.0,6192.0,11716.0,16430.0,22166.0,24994.0,32422.0,34401.0,38280.0,40668.0,42773.0,49011.0,53266.0,56361.0,61064.0,62989.0,65538.0,69632.0,73597.0,81392.0,84986.0,88286.0,91750.0,95496.0,99906.0,23940.0
65,31,MAILLARD Pierre-Andre,CARE VEVEY,V1H,66,CH,99908.0,5574.0,9986.0,13871.0,18080.0,20358.0,26589.0,28279.0,31748.0,33727.0,3418.0,42022.0,46040.0,48585.0,53226.0,91344.0,57380.0,61443.0,65279.0,74962.0,79452.0,83918.0,88851.0,93466.0,99908.0,23942.0
66,891,SIGNORIO Patricia,AKILEINE,V1F,67,FR,99951.0,5759.0,10591.0,15021.0,20085.0,22975.0,30290.0,32497.0,36475.0,39003.0,41368.0,48646.0,52444.0,54936.0,58829.0,60321.0,62612.0,65959.0,69579.0,76836.0,80812.0,84266.0,89049.0,93464.0,99951.0,23985.0
67,67,BOSSONNEY Denis,LE CHABLE BEAUMONT,V1H,68,FR,100036.0,6399.0,12256.0,17659.0,23172.0,25939.0,33700.0,36046.0,39793.0,42196.0,44339.0,50038.0,53971.0,56791.0,60995.0,62596.0,65038.0,68592.0,72149.0,79182.0,83261.0,86568.0,91144.0,94993.0,100036.0,24070.0
68,906,CAUSSARIEU Valery,UFO (VAL),SEH,69,FR,100088.0,5580.0,10293.0,14579.0,19189.0,21866.0,28834.0,30772.0,34413.0,36905.0,39134.0,44983.0,49410.0,52165.0,56770.0,58470.0,61304.0,65397.0,69092.0,77211.0,82055.0,85605.0,89985.0,94242.0,100088.0,24122.0
69,65,PLANES Lionel,UFO - dit Yoyo,SEH,70,FR,100089.0,5716.0,10859.0,15380.0,20157.0,22630.0,29828.0,31802.0,35711.0,38034.0,40530.0,46295.0,50493.0,53426.0,58001.0,59719.0,62594.0,66399.0,70405.0,78111.0,82228.0,85840.0,90103.0,94244.0,100089.0,24123.0
70,103,DOIGNON Jean-Luc,GAG,V2H,70,FR,100089.0,5517.0,10501.0,14844.0,19584.0,22435.0,29533.0,31487.0,35252.0,37650.0,40383.0,46321.0,50418.0,53311.0,58105.0,59699.0,62499.0,66106.0,70002.0,77787.0,82314.0,85595.0,89982.0,94246.0,100089.0,24123.0
71,2662,MASSON Yves,LOU ATHLE,V1H,70,FR,100089.0,5439.0,10304.0,14928.0,20124.0,22585.0,30152.0,32178.0,35939.0,38231.0,40491.0,46517.0,50464.0,53421.0,57992.0,59663.0,62321.0,66119.0,70006.0,77801.0,82312.0,85601.0,89979.0,94243.0,100089.0,24123.0
72,982,EVENO Lionel,LEGENDRE BRETAGNE,V1H,73,FR,100142.0,5104.0,9861.0,14137.0,19170.0,21854.0,28621.0,30697.0,34588.0,36892.0,39137.0,45051.0,49246.0,52675.0,57427.0,59420.0,62250.0,66115.0,69988.0,77790.0,82313.0,85603.0,89997.0,94237.0,100142.0,24176.0
73,334,VAN DER VEKEN Pascal,CE CDO,V1H,74,BE,100182.0,5921.0,10816.0,15308.0,20230.0,22739.0,29935.0,31866.0,35489.0,37770.0,39908.0,45307.0,49560.0,52471.0,56946.0,58547.0,61187.0,64412.0,68223.0,78823.0,83325.0,86813.0,91368.0,95770.0,100182.0,24216.0
74,1212,BAILLET Olivier,,SEH,75,Fr,100233.0,5624.0,10580.0,14836.0,19324.0,22039.0,28529.0,30508.0,33918.0,36060.0,3420.0,43544.0,47983.0,51042.0,55311.0,57252.0,59910.0,63677.0,67739.0,76645.0,81961.0,85385.0,90147.0,94445.0,100233.0,24267.0
75,1381,LESAGE Sébastien,,SEH,76,Fr,100878.0,5510.0,10300.0,15076.0,20399.0,22779.0,30192.0,32175.0,35897.0,38348.0,40395.0,46461.0,50882.0,53891.0,58506.0,60305.0,62892.0,66652.0,70775.0,79729.0,83856.0,87535.0,91470.0,95120.0,100878.0,24912.0
76,3132,CANALS JEAN CLAUDE,,V1H,77,Fr,100926.0,5256.0,9572.0,13987.0,18811.0,21099.0,28561.0,30410.0,34046.0,36349.0,38758.0,46531.0,50870.0,53893.0,58508.0,60302.0,62897.0,66649.0,70777.0,80784.0,84573.0,88010.0,91970.0,95896.0,100926.0,24960.0
77,50,MOTTA Alberto,COURMAYEUR TRAILERS,V2H,78,IT,101206.0,5314.0,9969.0,14425.0,19315.0,21754.0,28926.0,30714.0,34565.0,36721.0,38830.0,44767.0,49414.0,52353.0,57033.0,58780.0,61381.0,65591.0,69577.0,78332.0,82216.0,85733.0,90843.0,95454.0,101206.0,25240.0
78,3009,VIASSONE Serge,,V1H,79,FR,101358.0,5254.0,9730.0,13726.0,18428.0,20504.0,27527.0,29167.0,33050.0,,41285.0,47724.0,52221.0,55489.0,60302.0,62181.0,64701.0,68337.0,72058.0,79408.0,83402.0,87119.0,91450.0,95754.0,101358.0,25392.0
79,83,GALLOVITS Reinhard,,SEH,80,AT,101437.0,4956.0,9193.0,13483.0,18860.0,21972.0,29340.0,31307.0,35269.0,38098.0,40680.0,46589.0,51588.0,56209.0,62747.0,64322.0,66405.0,69590.0,73321.0,81131.0,84809.0,87889.0,92101.0,96510.0,101437.0,25471.0
80,80,MEYNADIER Dominique,SPORTS EVENEMENTS,V1H,81,FR,101543.0,5536.0,10286.0,14698.0,19486.0,22113.0,29274.0,31345.0,34961.0,37221.0,39499.0,46364.0,50650.0,53730.0,58460.0,60400.0,63288.0,68035.0,71831.0,80341.0,84125.0,87513.0,91626.0,96068.0,101543.0,25577.0
81,2672,CRIPPA ALESSANDRO,A.S. FALCHI,SEH,82,IT,101971.0,5888.0,10999.0,15793.0,21547.0,24176.0,31243.0,33239.0,36923.0,39005.0,40976.0,47966.0,52222.0,55160.0,59895.0,62338.0,65583.0,70109.0,74016.0,82420.0,85789.0,88961.0,92608.0,96060.0,101971.0,26005.0
82,420,SINDOU Arnaud,OCC CABRIES,SEH,83,FR,102202.0,5325.0,9556.0,13732.0,18166.0,20566.0,27117.0,28927.0,32255.0,34368.0,3415.0,43062.0,46892.0,49808.0,54586.0,56341.0,59022.0,63254.0,67535.0,77724.0,82295.0,85934.0,90477.0,95141.0,102202.0,26236.0
