,bib,name,team,category,rank,nationality,time,Col de Voza,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex Lac,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,timediff
264,3186,MÖTTELI Hansueli,SSC TURBENTHAL,V1H,265,CH,124935.0,6695.0,12275.0,17249.0,22791.0,25408.0,33297.0,35563.0,39979.0,42661.0,45084.0,52701.0,57948.0,61836.0,67938.0,70337.0,74173.0,79880.0,85092.0,96602.0,102242.0,107101.0,113154.0,118368.0,124935.0,48969.0
265,2274,CORDIER Jean Charles,,V1H,266,FR,124964.0,7277.0,13349.0,18916.0,,27585.0,35866.0,38445.0,42866.0,45639.0,48014.0,55552.0,60407.0,63985.0,69555.0,71805.0,74998.0,79500.0,83886.0,94462.0,99863.0,104315.0,111337.0,117024.0,124964.0,48998.0
266,3295,TARRAJAT gerard,OXYGENE,SEH,267,Fr,125033.0,5763.0,10836.0,16245.0,23175.0,26593.0,34776.0,37555.0,41877.0,44060.0,46040.0,53095.0,57809.0,61134.0,66153.0,68286.0,71511.0,76660.0,81415.0,93069.0,99675.0,104107.0,111094.0,116864.0,125033.0,49067.0
267,1630,ARTIGAS Josep,MAIMAKANSU,V1H,268,ES,125074.0,6944.0,13101.0,18265.0,,27455.0,35810.0,38452.0,42516.0,44647.0,46801.0,53153.0,58027.0,61655.0,66876.0,69380.0,72708.0,77438.0,82413.0,93466.0,101617.0,106310.0,113046.0,118453.0,125074.0,49108.0
268,250,JUDA Martina,ULTRARUN SUDTIROL,SEF,269,CZ,125139.0,6660.0,12128.0,17251.0,22739.0,25706.0,33780.0,35990.0,40242.0,42654.0,45184.0,51870.0,56758.0,60140.0,66232.0,68553.0,72356.0,77441.0,82416.0,93481.0,101613.0,106315.0,113043.0,118458.0,125139.0,49173.0
269,918,TRIBONDEAU Olivier,,V1H,270,FR,125484.0,7035.0,12632.0,18166.0,23440.0,25916.0,34310.0,36736.0,40890.0,43028.0,45010.0,53900.0,58498.0,61958.0,67574.0,69623.0,73072.0,77915.0,82503.0,92623.0,103511.0,107349.0,113778.0,118572.0,125484.0,49518.0
270,1865,GIERSCH ralf,,V1H,271,CH,125522.0,6560.0,12290.0,17813.0,23329.0,26226.0,34135.0,36538.0,40521.0,43161.0,45438.0,53180.0,58336.0,61824.0,67430.0,70047.0,73315.0,78281.0,83050.0,94723.0,100892.0,105548.0,112485.0,117931.0,125522.0,49556.0
271,2370,RAVILY Christian,IBM FRANCE PARIS,V1H,272,FR,125871.0,6267.0,11726.0,16722.0,22173.0,25154.0,32929.0,35092.0,39205.0,41610.0,44041.0,51790.0,56955.0,61182.0,66223.0,68480.0,71931.0,78059.0,82878.0,95406.0,101956.0,106479.0,113091.0,119096.0,125871.0,49905.0
272,493,RYAN Shakal,EVEREST ATHLETIC CLUB KATHMANDU,V1H,273,DE,125872.0,5516.0,10782.0,15810.0,21368.0,24438.0,32330.0,34778.0,39500.0,42007.0,44849.0,52585.0,57374.0,62157.0,68358.0,70775.0,74519.0,79021.0,83688.0,94284.0,100507.0,105337.0,112846.0,118466.0,125872.0,49906.0
273,3317,CLARK daniel,,SEH,274,GB,125988.0,6219.0,11638.0,16980.0,22889.0,25894.0,34393.0,36605.0,40968.0,43343.0,45829.0,54346.0,59532.0,63369.0,68890.0,72236.0,76031.0,80857.0,85605.0,98007.0,104552.0,,116046.0,120943.0,125988.0,50022.0
274,102,ZAFFARONI Marco,THE NORTH FACE,V1H,275,IT,126338.0,5977.0,11066.0,16297.0,22338.0,25269.0,34529.0,36945.0,41654.0,43934.0,46119.0,54441.0,59300.0,62768.0,67488.0,69617.0,73486.0,79325.0,83554.0,95767.0,101921.0,108108.0,113988.0,119600.0,126338.0,50372.0
275,475,GALLETTO Marco,ERMENEGILDO ZEGNA,V1H,276,IT,126339.0,6467.0,12205.0,17896.0,,26596.0,34768.0,37220.0,41739.0,44330.0,47672.0,53784.0,59353.0,62871.0,68896.0,70785.0,74302.0,80526.0,86513.0,95525.0,101577.0,106472.0,113362.0,119593.0,126339.0,50373.0
276,2742,MUSTAT Lara,CUS PARMA,SEF,276,IT,126339.0,6949.0,13056.0,18414.0,,28201.0,36286.0,38555.0,42646.0,44840.0,46982.0,54393.0,59375.0,62844.0,67490.0,69807.0,73488.0,79327.0,83556.0,95778.0,102014.0,107158.0,113366.0,119602.0,126339.0,50373.0
277,403,BLEU Philippe,,V1H,278,FR,126401.0,5922.0,10954.0,15779.0,22020.0,25276.0,33702.0,36728.0,41200.0,43367.0,45775.0,52762.0,57479.0,61181.0,66221.0,68975.0,72961.0,78275.0,83061.0,93133.0,99788.0,104316.0,112099.0,117865.0,126401.0,50435.0
278,3115,CLIFFORD Sean,,SEH,279,IE,126466.0,7314.0,12875.0,17727.0,,26846.0,37223.0,39352.0,43958.0,46437.0,48742.0,54703.0,59915.0,63371.0,68892.0,71577.0,76034.0,80144.0,84437.0,94346.0,101532.0,106400.0,113062.0,119273.0,126466.0,50500.0
279,2980,QUINTANE Christian,SPORT EV THE NORTH FACE,V1H,280,Fr,126467.0,5571.0,10349.0,15760.0,21308.0,23955.0,32430.0,35030.0,39400.0,41922.0,44205.0,50709.0,56083.0,59905.0,66818.0,69243.0,73239.0,79695.0,84252.0,94623.0,100786.0,106396.0,113100.0,119094.0,126467.0,50501.0
280,223,DESBORDES Marc,AS CUCUFA,V1H,281,Fr,126468.0,6007.0,11299.0,16184.0,21658.0,24883.0,32944.0,35367.0,39598.0,42533.0,45224.0,51727.0,56856.0,60860.0,66437.0,68805.0,73027.0,78619.0,83304.0,93140.0,99786.0,104366.0,112093.0,117868.0,126468.0,50502.0
281,2149,SERVEAUX Freddy,,SEH,282,FR,126510.0,6987.0,12921.0,18803.0,,27995.0,37587.0,40005.0,44582.0,47102.0,49131.0,57917.0,62623.0,66212.0,71330.0,73716.0,76770.0,80733.0,85260.0,,102626.0,106839.0,113583.0,119327.0,126510.0,50544.0
282,2379,ROUSSEAU Michel,CROSS CLUB SAULX LES CHARTREUX,V1H,283,FR,126555.0,7443.0,13371.0,19253.0,,28652.0,37218.0,39673.0,44232.0,46553.0,48857.0,56119.0,61298.0,64915.0,70502.0,72789.0,76288.0,81582.0,87239.0,98014.0,104003.0,109418.0,114946.0,120285.0,126555.0,50589.0
283,1504,LARIDON Didier,A R SUD LAC,V1H,284,FR,126577.0,6437.0,12230.0,17464.0,22703.0,25759.0,33355.0,35515.0,39508.0,42003.0,44181.0,51721.0,56435.0,59326.0,64189.0,66814.0,70579.0,77015.0,81777.0,92807.0,100224.0,105342.0,113352.0,119324.0,126577.0,50611.0
284,1542,CASAS Philippe,CAF  ALPIN UIAA MEMBRE UIAA 2005/2006,V1H,285,FR,126586.0,7373.0,14332.0,20057.0,,29512.0,38171.0,,45243.0,47742.0,50151.0,56816.0,62167.0,65770.0,70555.0,72672.0,75657.0,80506.0,85622.0,96534.0,102620.0,107489.0,113870.0,119427.0,126586.0,50620.0
285,299,GONZALEZ ALONSO Pelayo,UNIO MUNTANYENCA ERAMPRUNYA,V1H,286,Es,126669.0,6949.0,12631.0,18284.0,,27765.0,39168.0,38997.0,43973.0,46109.0,48728.0,58153.0,62882.0,67156.0,72951.0,75183.0,79693.0,85093.0,89885.0,100735.0,105735.0,110077.0,115839.0,120897.0,126669.0,50703.0
286,430,ROBLES Adan,C N CALDES,V1H,287,ES,126670.0,7786.0,14885.0,21202.0,,31590.0,40631.0,42958.0,47352.0,49771.0,52111.0,59653.0,64865.0,68392.0,74049.0,76453.0,79971.0,85173.0,89881.0,100719.0,105935.0,110187.0,116401.0,120901.0,126670.0,50704.0
287,1324,COLLET Sylvain,ACF,V1H,288,FR,126692.0,6126.0,11060.0,15730.0,22326.0,25697.0,34288.0,36635.0,41620.0,43889.0,46010.0,54206.0,59259.0,62857.0,68825.0,70783.0,73930.0,78303.0,83186.0,95658.0,101983.0,106801.0,113679.0,119612.0,126692.0,50726.0
288,1883,SENSERRICH PASAN Jaume,UNIO MUNTANYENCA ERAMPRUNYA,SEH,289,ES,126718.0,6947.0,12618.0,18283.0,,27764.0,37193.0,39038.0,43972.0,46107.0,48620.0,57799.0,62880.0,67155.0,72949.0,75180.0,79694.0,85171.0,89883.0,100723.0,105738.0,110081.0,115833.0,120899.0,126718.0,50752.0
289,3215,DODDS Wendy,CLAYTON LE MOORS HARRIERS,V2F,290,GB,126724.0,6190.0,12188.0,17576.0,23313.0,26832.0,35894.0,38589.0,43428.0,45844.0,48564.0,54494.0,59901.0,63890.0,69954.0,72097.0,75625.0,81017.0,86053.0,96567.0,102404.0,106764.0,113726.0,119795.0,126724.0,50758.0
290,367,ZAPATA Jean,,V1H,291,ES,126746.0,6692.0,12926.0,18805.0,,27987.0,36283.0,38669.0,43058.0,45602.0,47758.0,55195.0,59894.0,63513.0,68755.0,71047.0,74512.0,79618.0,84291.0,96527.0,103966.0,108462.0,115702.0,120631.0,126746.0,50780.0
291,536,JABRI Mohsen,,V2H,292,TN,126953.0,5925.0,11001.0,15931.0,21698.0,24468.0,33210.0,35452.0,39746.0,42311.0,44873.0,54113.0,58935.0,61888.0,68226.0,70876.0,74288.0,79162.0,83591.0,96548.0,102616.0,107567.0,113889.0,120009.0,126953.0,50987.0
292,1417,OMES Mike,MAACHER METTWOCHSLEEFER,SEH,293,LU,126956.0,6846.0,12729.0,18300.0,,27428.0,35485.0,38196.0,42600.0,45479.0,47997.0,55063.0,60683.0,64143.0,70816.0,73543.0,77229.0,82350.0,86641.0,98315.0,104423.0,,116155.0,120939.0,126956.0,50990.0
293,1292,ABBET Jean-Maurice,SWISS-ESTATE,V1H,294,CH,126993.0,5854.0,11135.0,16806.0,22724.0,25685.0,34130.0,36643.0,41948.0,44842.0,48210.0,55886.0,60408.0,64346.0,69171.0,71033.0,74411.0,80527.0,85891.0,97682.0,103733.0,108065.0,114051.0,119894.0,126993.0,51027.0
294,1889,RACHAFKA Feredy,HERBAUGE-AC,V1H,295,FR,127213.0,5967.0,11076.0,15914.0,21981.0,24846.0,33390.0,35308.0,39397.0,41548.0,43642.0,52117.0,56879.0,60143.0,65476.0,67371.0,70025.0,74604.0,78602.0,89517.0,105750.0,109868.0,115837.0,120914.0,127213.0,51247.0
295,1114,PIEL Hubert,LEGENDRE BRETAGNE,V1H,296,FR,127263.0,6299.0,12430.0,17450.0,23414.0,26577.0,34934.0,37303.0,41950.0,44701.0,47690.0,55707.0,60888.0,65266.0,70055.0,72396.0,76191.0,81789.0,87536.0,97644.0,104183.0,108565.0,115591.0,120887.0,127263.0,51297.0
296,2462,RIEROLA CASADEVALL Ramon,CENTRE EXCURSIONISTA TORELLO,SEH,297,ES,127281.0,6439.0,12127.0,17497.0,22885.0,25683.0,33964.0,36205.0,40749.0,43034.0,45366.0,51562.0,56405.0,59775.0,65685.0,67652.0,70648.0,75666.0,80647.0,,96213.0,102391.0,110768.0,117683.0,127281.0,51315.0
297,3019,CABANAS COMA Josep Maria,CLUB ESQUI CAMPRODON,SEH,297,ES,127281.0,6241.0,11748.0,16916.0,22358.0,25284.0,33340.0,35352.0,39128.0,41581.0,44118.0,51753.0,56249.0,59777.0,64686.0,66438.0,69873.0,75118.0,79886.0,90212.0,96217.0,102395.0,110699.0,117679.0,127281.0,51315.0
298,1236,LEROUX Daniel,,V1H,299,FR,127342.0,5528.0,10834.0,15786.0,20966.0,24354.0,31983.0,34634.0,38537.0,41413.0,44247.0,51545.0,56580.0,60590.0,65718.0,67966.0,71581.0,77741.0,83162.0,94299.0,100210.0,107888.0,114166.0,120197.0,127342.0,51376.0
299,1661,ISASTI LAZKANO Iban,ALONA MENDI,SEH,300,ES,127440.0,6630.0,13207.0,18941.0,,28737.0,37486.0,39984.0,44527.0,46860.0,49264.0,55259.0,59914.0,63446.0,68807.0,70860.0,74702.0,,84926.0,95208.0,101438.0,106499.0,113618.0,120456.0,127440.0,51474.0
300,304,GRUFFAZ Jean-Marc,ASCUL,V2H,301,Fr,127597.0,6567.0,12684.0,18885.0,,28341.0,37180.0,39707.0,44279.0,46976.0,49620.0,57742.0,64268.0,68888.0,75283.0,78007.0,82312.0,86846.0,90874.0,100730.0,105679.0,110067.0,115484.0,120673.0,127597.0,51631.0
301,1744,BENARD Mathieu,,SEH,301,FR,127597.0,7290.0,13229.0,18579.0,,26539.0,34497.0,36743.0,40913.0,43345.0,45606.0,55261.0,60189.0,64031.0,69806.0,72664.0,76185.0,81837.0,87011.0,100880.0,106176.0,111162.0,115996.0,121473.0,127597.0,51631.0
302,109,CHENAIS Maurice,AUCUN,V2H,303,FR,127663.0,5841.0,11225.0,15891.0,22205.0,25712.0,34133.0,36624.0,40930.0,43324.0,45481.0,54528.0,59723.0,63621.0,69145.0,71201.0,74248.0,80032.0,84533.0,95660.0,101990.0,106760.0,113718.0,120389.0,127663.0,51697.0
303,445,DEBRIE PASCAL,ACCRO RUN VILLEPREUX,V1H,304,Fr,127821.0,7038.0,13112.0,18458.0,,27787.0,36337.0,38908.0,44135.0,46615.0,49036.0,56075.0,61441.0,65396.0,71200.0,73727.0,77147.0,83038.0,88386.0,101005.0,106525.0,111223.0,117105.0,121443.0,127821.0,51855.0
304,2017,MAIRE Florent,,SEH,305,FR,127859.0,7268.0,13189.0,18701.0,,26781.0,35228.0,37619.0,42106.0,44617.0,46932.0,56117.0,60974.0,65155.0,70675.0,72535.0,75612.0,79976.0,84482.0,96842.0,104696.0,109291.0,114860.0,120474.0,127859.0,51893.0
305,1723,TERES COSTA Jaume,YWNRA,V1H,306,ES,128149.0,7761.0,14883.0,21205.0,,31440.0,40933.0,43107.0,47657.0,50031.0,52431.0,59654.0,64867.0,68387.0,74054.0,76458.0,79968.0,85176.0,89889.0,100709.0,105940.0,110539.0,116724.0,121899.0,128149.0,52183.0
306,2110,LAUDE Philippe,RAID-UP,SEH,307,FR,128163.0,7479.0,13810.0,19442.0,,28457.0,36948.0,39502.0,43876.0,46465.0,49187.0,56701.0,61764.0,65619.0,71214.0,73794.0,77126.0,,88183.0,102382.0,107956.0,111601.0,117476.0,122436.0,128163.0,52197.0
307,3140,BENTEYN PIERRE-EMERIC,RENAULT F1 TEAM,SEH,308,Fr,128164.0,7804.0,15078.0,20617.0,,30844.0,40296.0,43110.0,48096.0,51181.0,54045.0,62277.0,67643.0,71360.0,76636.0,78716.0,81804.0,86758.0,90860.0,102431.0,107281.0,111605.0,117488.0,122437.0,128164.0,52198.0
308,1276,PRIVAT nicolas,SALTA BARTAS,SEH,309,FR,128166.0,6637.0,12419.0,18287.0,,26946.0,35697.0,38020.0,42624.0,45120.0,47674.0,55151.0,60678.0,64743.0,70505.0,72908.0,76540.0,81709.0,85881.0,101614.0,107366.0,111706.0,117438.0,122499.0,128166.0,52200.0
309,1269,MIQUEL Philippe,SALTA BARTAS,SEH,310,FR,128232.0,6636.0,12414.0,18288.0,,26948.0,35438.0,37855.0,42072.0,44586.0,47296.0,55082.0,60676.0,64738.0,70401.0,72570.0,76537.0,81706.0,85878.0,101617.0,107369.0,111700.0,117415.0,122496.0,128232.0,52266.0
310,2354,MAZEYRAT franck,EVMA,V1H,311,Fr,128288.0,6323.0,11925.0,16848.0,22377.0,25493.0,34520.0,37030.0,41604.0,44123.0,46985.0,53504.0,59013.0,62882.0,68752.0,71266.0,75678.0,79816.0,84440.0,96543.0,102259.0,106551.0,113712.0,120428.0,128288.0,52322.0
311,302,BELLENOUE Serge,SNECMA SPORT,V2H,312,FR,128297.0,6818.0,12720.0,17960.0,,26726.0,34898.0,37092.0,41199.0,43547.0,45421.0,52343.0,57419.0,60718.0,65989.0,67709.0,70901.0,75435.0,79936.0,,105751.0,110124.0,116132.0,121528.0,128297.0,52331.0
312,78,PINEAU Eric,SPEEDY US DE PROVENCE,V1H,313,FR,128331.0,6404.0,11883.0,17053.0,23322.0,25878.0,33406.0,35792.0,40250.0,42402.0,44354.0,51387.0,55832.0,59042.0,63468.0,64952.0,67381.0,71411.0,75826.0,90491.0,97550.0,105153.0,111705.0,121130.0,128331.0,52365.0
313,2537,JOUGNEAU Jean-Marc,,V1H,314,Fr,128396.0,5951.0,10784.0,15299.0,20581.0,22996.0,31328.0,33183.0,37565.0,39961.0,42272.0,50919.0,55830.0,59040.0,64040.0,65598.0,68127.0,72404.0,77379.0,90482.0,97547.0,105156.0,111955.0,121132.0,128396.0,52430.0
314,1328,MARTIN Laurent,,SEH,315,FR,128453.0,7584.0,14733.0,20857.0,,30352.0,38987.0,,45735.0,48074.0,50526.0,56969.0,62353.0,66344.0,72043.0,73762.0,76646.0,81944.0,87204.0,98159.0,104277.0,109381.0,116315.0,121690.0,128453.0,52487.0
315,486,MARION Jerome,US LIFFRE/UFO,SEH,316,FR,128512.0,5678.0,10828.0,15285.0,20777.0,23282.0,31697.0,33837.0,38262.0,40482.0,42396.0,50005.0,54551.0,58046.0,63259.0,65075.0,68133.0,73249.0,77426.0,87167.0,93238.0,105277.0,112402.0,118855.0,128512.0,52546.0
316,592,WOLTER-ROESSLER Tom,-,SEH,317,DE,128646.0,6828.0,12277.0,16622.0,21711.0,24706.0,32135.0,34884.0,39562.0,42151.0,44842.0,51403.0,56451.0,61368.0,67196.0,69245.0,73228.0,78312.0,82868.0,95403.0,102946.0,108305.0,115708.0,121939.0,128646.0,52680.0
317,48,MISTELI Michael,LSV BASEL,V1H,318,CH,128701.0,5259.0,9639.0,13709.0,18470.0,20768.0,27446.0,29370.0,33141.0,36224.0,38351.0,43819.0,48182.0,51229.0,56096.0,57898.0,60628.0,64777.0,69380.0,78277.0,109826.0,113290.0,118639.0,123062.0,128701.0,52735.0
318,273,ESCOFFIER Thierry,SMEA RACING,V2H,319,FR,128732.0,6838.0,12967.0,18354.0,,26966.0,35661.0,38154.0,43253.0,45948.0,48882.0,55079.0,60616.0,64233.0,70142.0,72743.0,76219.0,81941.0,87671.0,98574.0,104497.0,109469.0,115737.0,120972.0,128732.0,52766.0
319,2694,MARTIN Christian,ASCU LYON,SEH,320,FR,129037.0,6564.0,12680.0,18879.0,,28158.0,36325.0,38793.0,43083.0,45641.0,48017.0,54501.0,59707.0,64007.0,70059.0,72533.0,77557.0,83916.0,89311.0,100872.0,105685.0,110075.0,115500.0,120671.0,129037.0,53071.0
320,176,DETRY Yves,LES CHEVALIERS DU VENT,V2H,321,FR,129152.0,6561.0,12657.0,17864.0,22880.0,25926.0,33835.0,36305.0,40369.0,42911.0,45449.0,50600.0,55759.0,59133.0,64068.0,66116.0,69040.0,73532.0,78229.0,88778.0,99168.0,108254.0,116064.0,122015.0,129152.0,53186.0
321,357,BERRARD Jean-Christophe,COURCHEVEL SPORTS,V1H,322,FR,129155.0,5512.0,10300.0,15211.0,20255.0,22837.0,30262.0,32452.0,36683.0,39059.0,41437.0,46867.0,52661.0,56814.0,63337.0,65865.0,69780.0,75798.0,81281.0,91355.0,98061.0,108258.0,116069.0,122019.0,129155.0,53189.0
322,442,FAIDY Dominique,,V1H,323,FR,129283.0,6674.0,12047.0,17876.0,,26346.0,34734.0,36909.0,41591.0,43969.0,46363.0,54725.0,59910.0,63456.0,69188.0,71062.0,73952.0,78996.0,83700.0,96539.0,102812.0,107961.0,114742.0,121818.0,129283.0,53317.0
323,84,MARTIN Pascal,,SEH,324,FR,129324.0,5280.0,9967.0,14612.0,20180.0,23352.0,31733.0,34406.0,38911.0,42090.0,45165.0,51849.0,57551.0,61277.0,67186.0,69634.0,72792.0,77227.0,82263.0,92804.0,100229.0,105349.0,113357.0,120503.0,129324.0,53358.0
324,2347,GIOVANNONI olivier,AC CORTE,V1H,325,Fr,129383.0,6704.0,12536.0,17565.0,23127.0,26114.0,34698.0,37215.0,41840.0,44431.0,47501.0,55060.0,60425.0,64230.0,70553.0,72753.0,76299.0,81996.0,87372.0,99634.0,105816.0,110311.0,116937.0,123142.0,129383.0,53417.0
325,1660,MERCADAL SERGE,,SEH,326,FR,129598.0,6871.0,13062.0,18199.0,,27577.0,35754.0,38276.0,42679.0,45871.0,48677.0,56715.0,62133.0,66160.0,71288.0,73627.0,77221.0,82565.0,87245.0,98020.0,105919.0,109869.0,116225.0,121821.0,129598.0,53632.0
326,238,BRASSELET Etienne,UFO,SEH,327,FR,129672.0,6314.0,12041.0,16937.0,22262.0,25279.0,32950.0,35017.0,39119.0,41821.0,44276.0,51401.0,56498.0,59758.0,65982.0,68686.0,72663.0,77494.0,82460.0,95359.0,102026.0,107960.0,115868.0,122540.0,129672.0,53706.0
327,3251,DECOUT Cedric,CAF,SEH,328,FR,129842.0,7295.0,13261.0,18951.0,,27774.0,36288.0,38651.0,43075.0,45459.0,47942.0,54377.0,59421.0,62927.0,67961.0,70469.0,74433.0,79889.0,84643.0,96511.0,103985.0,109586.0,117290.0,123479.0,129842.0,53876.0
328,2828,TEMPERE Michel,,V3H,329,FR,130322.0,6931.0,13810.0,20121.0,,30508.0,39159.0,,45924.0,48702.0,51449.0,57606.0,63354.0,67393.0,73120.0,75589.0,79507.0,85208.0,90155.0,99997.0,106324.0,111328.0,117976.0,123401.0,130322.0,54356.0
329,354,CLEVA Jean Pierre,ASL SIEMENS FOIX,V1H,330,Fr,130350.0,7143.0,13396.0,19092.0,,28502.0,38661.0,,45914.0,48653.0,51439.0,58656.0,64466.0,68324.0,74172.0,76491.0,80194.0,86201.0,91002.0,104135.0,110147.0,114764.0,120122.0,124560.0,130350.0,54384.0
330,3131,MELET Xavier,,V2H,331,FR,130479.0,6668.0,12589.0,17442.0,23237.0,26589.0,35133.0,37691.0,42069.0,44677.0,47271.0,53951.0,58850.0,62531.0,67780.0,70477.0,74142.0,79759.0,85101.0,97049.0,104021.0,108309.0,115682.0,121870.0,130479.0,54513.0
331,2310,MASSON Pascal,SAPEUR-POMPIER D'EPERNAY,V1H,332,FR,130611.0,6681.0,12438.0,17586.0,23254.0,26617.0,35405.0,37816.0,42282.0,44704.0,47150.0,53849.0,58893.0,62790.0,68068.0,70439.0,74029.0,78510.0,83208.0,93695.0,100870.0,,113975.0,121052.0,130611.0,54645.0
332,217,DELACHAT Matthieu,,SEH,333,FR,130623.0,6552.0,12130.0,18077.0,,27482.0,36117.0,38493.0,42541.0,44841.0,47058.0,53974.0,58780.0,62393.0,67701.0,70114.0,73485.0,78747.0,83624.0,94633.0,102544.0,106646.0,113769.0,120201.0,130623.0,54657.0
333,689,DOYEN Frederic,,V1H,334,FR,130678.0,7198.0,13432.0,19259.0,,28164.0,36978.0,39562.0,44513.0,46546.0,48726.0,56908.0,62291.0,65773.0,71563.0,73734.0,76606.0,80630.0,85086.0,94639.0,102034.0,107036.0,114288.0,121056.0,130678.0,54712.0
334,280,FONTAINE Anne Cécile,PEROLS FOOTING,SEF,335,FR,130690.0,6617.0,12425.0,17797.0,,26518.0,34563.0,36971.0,41228.0,43766.0,46189.0,53602.0,58585.0,62098.0,67957.0,70591.0,73889.0,78751.0,83626.0,94625.0,101712.0,106758.0,113964.0,120917.0,130690.0,54724.0
335,2786,BUET Jean Luc,,V1H,336,FR,130733.0,5678.0,10657.0,15602.0,21329.0,23753.0,31537.0,33485.0,38461.0,40656.0,42932.0,50717.0,55803.0,59765.0,65384.0,67296.0,70471.0,75751.0,81040.0,92020.0,99831.0,105867.0,113081.0,121137.0,130733.0,54767.0
336,1826,MARTINEZ Francois,,V1H,337,FR,130773.0,7695.0,13557.0,18862.0,,27962.0,37553.0,39550.0,43841.0,45919.0,48259.0,56647.0,61657.0,65435.0,70931.0,72668.0,75981.0,80903.0,85393.0,100862.0,106173.0,113129.0,118915.0,123741.0,130773.0,54807.0
337,532,LEBIGOT Fabrice,,SEH,338,FR,130776.0,7585.0,14190.0,19392.0,,28495.0,37061.0,39638.0,43970.0,46433.0,49207.0,56871.0,62102.0,65516.0,71530.0,74098.0,77541.0,83243.0,88437.0,100054.0,106104.0,111101.0,117547.0,123601.0,130776.0,54810.0
338,1244,HUGAULT Philippe,ASPHALTE 94,V1H,339,FR,130811.0,6824.0,12772.0,18592.0,,28432.0,38167.0,,45555.0,48079.0,50994.0,60788.0,65857.0,69707.0,75485.0,77287.0,81066.0,86980.0,91931.0,102750.0,108564.0,113523.0,119619.0,124663.0,130811.0,54845.0
339,186,FROMENTEAU Claude,BAZTANDARRAK,V1H,340,FR,130842.0,7787.0,13555.0,18834.0,,27965.0,37551.0,39552.0,43838.0,45917.0,48260.0,56699.0,61655.0,65443.0,70934.0,72670.0,75982.0,80895.0,85394.0,100854.0,106187.0,113131.0,118939.0,123745.0,130842.0,54876.0
340,2348,BRUN Patrice,,SEH,341,Fr,130870.0,7294.0,13175.0,18605.0,,27450.0,35526.0,37706.0,42192.0,44612.0,46542.0,51906.0,56506.0,60956.0,67592.0,70657.0,75034.0,80954.0,86707.0,96552.0,103485.0,107836.0,115879.0,121825.0,130870.0,54904.0
341,350,REYNAUD Dominique,,V2H,342,FR,131010.0,7287.0,13728.0,19181.0,,29646.0,38083.0,,45472.0,47958.0,50277.0,57375.0,63306.0,67464.0,73841.0,76296.0,80015.0,85105.0,90047.0,101343.0,107412.0,112604.0,119368.0,124588.0,131010.0,55044.0
342,3146,LUMIGNON Eliseo,,V1H,343,IT,131018.0,6706.0,12286.0,17642.0,23102.0,25888.0,34350.0,36746.0,41155.0,43352.0,45659.0,51981.0,56915.0,59955.0,65903.0,67941.0,71324.0,76833.0,81600.0,93700.0,100865.0,106476.0,113968.0,121081.0,131018.0,55052.0
343,300,FINISTRE Gerard,,V2H,344,FR,131021.0,5542.0,10374.0,15178.0,21362.0,24531.0,32407.0,34800.0,39493.0,42244.0,44420.0,53141.0,58521.0,62431.0,69163.0,72159.0,76279.0,81634.0,86755.0,99608.0,106643.0,111033.0,118946.0,124933.0,131021.0,55055.0
344,525,BARRE Patrick,STADE FRANCAIS ATHLETISME,SEH,345,FR,131057.0,7048.0,13596.0,19110.0,,28697.0,37567.0,39973.0,44357.0,46891.0,49660.0,57914.0,63421.0,67206.0,73009.0,75199.0,78943.0,84266.0,89234.0,101611.0,108579.0,113331.0,119639.0,125280.0,131057.0,55091.0
345,2775,VIEILLEVIGNE Arnaud,STADE FRANCAIS,V1H,346,Fr,131058.0,7012.0,13017.0,18567.0,,27587.0,36831.0,39359.0,43655.0,46253.0,49663.0,57893.0,64373.0,68939.0,74751.0,77154.0,80418.0,85782.0,90679.0,101609.0,108581.0,113337.0,119644.0,125269.0,131058.0,55092.0
346,2332,GUEHENNEC christian,FOULEES DE CLEGUER,V1H,347,Fr,131088.0,7103.0,13557.0,19256.0,,28612.0,36963.0,39499.0,44810.0,47215.0,50403.0,57394.0,63457.0,67592.0,73341.0,75902.0,79372.0,84957.0,90240.0,101318.0,107379.0,111774.0,118542.0,124209.0,131088.0,55122.0
347,2451,GONOD Stephane,TRIATHLON DU SALEVE,SEH,348,CH,131171.0,6381.0,12222.0,17938.0,23404.0,26371.0,34755.0,37311.0,41923.0,44673.0,47406.0,55207.0,60188.0,64033.0,69804.0,72661.0,76182.0,81831.0,87016.0,100890.0,108392.0,112926.0,119089.0,124480.0,131171.0,55205.0
348,1501,NOIRAULT Eric,CASTORAMA,V1H,349,FR,131263.0,6723.0,12586.0,18174.0,23387.0,26483.0,34688.0,36895.0,41110.0,43448.0,46024.0,53994.0,58937.0,63026.0,68550.0,71298.0,74937.0,79989.0,85131.0,97650.0,104414.0,109589.0,118424.0,124992.0,131263.0,55297.0
