,bib,name,team,category,rank,nationality,time,Col de Voza,Les Contamines,La Balme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex d'en Bas,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,timediff
1167,1249,BLAZEVIC Eric,,SEH,1168,,,,12679.0,18732.0,29457.0,39605.0,41951.0,47077.0,49862.0,53231.0,63177.0,69904.0,75494.0,,,,,,,,,,,,
1168,2298,MARECHAL Robert,,V3H,1169,,,,13282.0,19308.0,29848.0,39781.0,42078.0,47406.0,50316.0,53069.0,63455.0,69906.0,75511.0,,,,,,,,,,,,
1169,2304,TELL PASCAL,,V1H,1170,,,7120.0,13571.0,19552.0,31259.0,41521.0,43731.0,49370.0,52748.0,56155.0,63743.0,70670.0,75547.0,,,,,,,,,,,,
1170,1808,MAZUEL Michel,,V2H,1171,,,,14802.0,21924.0,32379.0,43255.0,45772.0,50428.0,52666.0,54786.0,65382.0,70935.0,75804.0,,,,,,,,,,,,
1171,1749,GIRARD René,,V1H,1172,,,7846.0,15216.0,21231.0,31927.0,41760.0,44192.0,49454.0,52571.0,55795.0,65114.0,70991.0,75827.0,,,,,,,,,,,,
1172,1236,MARCHESE franck,,SEH,1173,,,7190.0,14037.0,20217.0,30259.0,40046.0,42796.0,49143.0,52301.0,54861.0,64212.0,70837.0,76244.0,,,,,,,,,,,,
1173,1065,FOESSEL Véronique,,SEF,1174,,,,14045.0,20269.0,30208.0,40550.0,42746.0,48136.0,51001.0,54311.0,65244.0,71669.0,76360.0,,,,,,,,,,,,
1174,1570,BERNARD Stéphane,,SEH,1175,,,,14195.0,20273.0,30625.0,41234.0,43594.0,49268.0,52549.0,55316.0,63730.0,71419.0,76391.0,,,,,,,,,,,,
1175,1543,MOGE Claude,,SEH,1176,,,,11798.0,17894.0,27638.0,38145.0,40597.0,46611.0,49767.0,52609.0,63257.0,71311.0,76674.0,,,,,,,,,,,,
1176,1949,MISCHLER Gregoire,,V1H,1177,,,7815.0,14869.0,20802.0,31012.0,40147.0,42512.0,47700.0,51008.0,55045.0,64223.0,71442.0,76773.0,,,,,,,,,,,,
1177,707,NICE Frederic,,SEH,1178,,,,14002.0,19537.0,29198.0,39053.0,41547.0,47775.0,50539.0,53622.0,64380.0,72395.0,76779.0,,,,,,,,,,,,
1178,1301,MANDIN Felipe,,SEH,1179,,,7172.0,13449.0,19770.0,30560.0,41800.0,43956.0,49158.0,52580.0,55777.0,67484.0,72949.0,76859.0,,,,,,,,,,,,
1179,2520,REANT Christophe,,SEH,1180,,,8095.0,15341.0,21863.0,31860.0,41961.0,44003.0,49405.0,52071.0,54518.0,66427.0,72855.0,76975.0,,,,,,,,,,,,
1180,1540,LEVRAI Michel,,SEH,1181,,,,15324.0,21072.0,31561.0,41068.0,43655.0,49166.0,52422.0,56226.0,66140.0,72557.0,77251.0,,,,,,,,,,,,
1181,2019,TESSON Yves,,V1H,1182,,,,14875.0,22208.0,31882.0,40876.0,42652.0,47988.0,50538.0,53220.0,64375.0,73381.0,77402.0,,,,,,,,,,,,
1182,1655,DUPRE Maryse,,V2F,1183,,,,14089.0,20993.0,31858.0,42128.0,44549.0,50096.0,53461.0,57107.0,65807.0,72941.0,77414.0,,,,,,,,,,,,
1183,1160,PETIT Jean-François,,V1H,1184,,,,14682.0,21571.0,31909.0,41873.0,44097.0,49942.0,53204.0,56098.0,65796.0,72550.0,77424.0,,,,,,,,,,,,
1184,2701,COURTOIS RENE,,V1H,1185,,,,15939.0,21522.0,31256.0,40820.0,42753.0,48133.0,51021.0,54419.0,62719.0,72366.0,77702.0,,,,,,,,,,,,
1185,2713,STUTZ Andre,,V1H,1186,,,,14134.0,19982.0,30194.0,40586.0,43240.0,49215.0,52541.0,55608.0,66691.0,72683.0,77946.0,,,,,,,,,,,,
1186,1305,LEVEQUE Aurélie,,SEF,1187,,,,13706.0,19744.0,29358.0,39865.0,42286.0,48108.0,51395.0,54708.0,66049.0,73000.0,77950.0,,,,,,,,,,,,
1187,1707,CHAUVIN Jean-Bernard,,V1H,1188,,,,14265.0,21007.0,32542.0,43466.0,45896.0,51340.0,54526.0,57456.0,67492.0,73558.0,78326.0,,,,,,,,,,,,
1188,2811,VESCO Silvia,,V1F,1189,,,,14112.0,20420.0,31151.0,41763.0,43895.0,49378.0,52532.0,55887.0,66748.0,73395.0,78338.0,,,,,,,,,,,,
1189,1285,AGNEL Franck,,SEH,1190,,,,13985.0,20522.0,29606.0,40152.0,42522.0,49052.0,52288.0,55398.0,67132.0,73555.0,78342.0,,,,,,,,,,,,
1190,2040,BARON Damien,,V1H,1191,,,,15239.0,21459.0,32663.0,43999.0,46237.0,52502.0,55682.0,58825.0,68004.0,73911.0,78366.0,,,,,,,,,,,,
1191,1107,LORENZ Erich,,V2H,1192,,,,17621.0,24032.0,35719.0,45695.0,47708.0,52963.0,55930.0,59064.0,68068.0,73919.0,78371.0,,,,,,,,,,,,
1192,1848,ROUX Didier,,V1H,1193,,,,15020.0,21076.0,32134.0,41984.0,44369.0,50327.0,53703.0,57292.0,66281.0,73451.0,78630.0,,,,,,,,,,,,
1193,1257,POIDEVIN Jean-Jacques,,V2H,1194,,,,14828.0,21381.0,33755.0,44020.0,46292.0,52035.0,54990.0,58073.0,66315.0,73753.0,78645.0,,,,,,,,,,,,
1194,1912,LENTING Albert,,V1H,1195,,,,15296.0,21368.0,33047.0,43238.0,45431.0,50969.0,54033.0,58666.0,67735.0,74406.0,78649.0,,,,,,,,,,,,
1195,1919,VERHEIJEN harrie,,V1H,1196,,,8078.0,15753.0,22684.0,34683.0,44860.0,47242.0,53151.0,56400.0,59442.0,67760.0,74412.0,78661.0,,,,,,,,,,,,
1196,1060,CALLENS Patrick,,V1H,1197,,,7124.0,13840.0,19926.0,29135.0,39845.0,42697.0,49044.0,52322.0,55379.0,66029.0,73528.0,79099.0,,,,,,,,,,,,
1197,1252,GROSSELIN Janick,,V2H,1198,,,8131.0,15596.0,21964.0,33146.0,42691.0,45001.0,50734.0,54255.0,57526.0,66079.0,73228.0,79103.0,,,,,,,,,,,,
1198,2082,SAVIO Max,,V2H,1199,,,,14658.0,20535.0,31484.0,40841.0,42911.0,48183.0,51251.0,54710.0,65659.0,73437.0,79234.0,,,,,,,,,,,,
1199,2370,TONCHI Stefano,,V1H,1200,,,6840.0,12792.0,19313.0,29523.0,39903.0,42823.0,48171.0,51997.0,56737.0,68484.0,74660.0,79441.0,,,,,,,,,,,,
1200,2256,PECH Philippe,,SEH,1201,,,7831.0,14661.0,20825.0,31607.0,41054.0,43312.0,48841.0,52278.0,55452.0,65153.0,73650.0,79601.0,,,,,,,,,,,,
1201,2036,PEZERON FRANCK,,SEH,1202,,,,15444.0,21537.0,33744.0,44520.0,46939.0,52505.0,55687.0,58820.0,69128.0,75522.0,79757.0,,,,,,,,,,,,
1202,2526,NEGRO Marco,,V1H,1203,,,,16921.0,23709.0,35327.0,45867.0,47591.0,51937.0,54260.0,57253.0,69125.0,75519.0,79762.0,,,,,,,,,,,,
1203,1865,TRABICHET Roland,,V1H,1204,,,,13780.0,20136.0,29939.0,39918.0,42278.0,48423.0,51748.0,54946.0,67746.0,74918.0,79776.0,,,,,,,,,,,,
1204,1199,DELACENSERIE Laurent,,SEH,1205,,,,13465.0,19477.0,28640.0,37426.0,39525.0,44745.0,47607.0,50415.0,67641.0,75112.0,79870.0,,,,,,,,,,,,
1205,2820,HENRY Gregory,,SEH,1206,,,,13616.0,19999.0,30124.0,41535.0,43691.0,49160.0,52345.0,55389.0,67489.0,75018.0,80028.0,,,,,,,,,,,,
1206,1197,ROCHAT Jean-Louis,,V1H,1207,,,,14878.0,21486.0,31586.0,42098.0,44206.0,49798.0,52766.0,55945.0,69219.0,75625.0,80038.0,,,,,,,,,,,,
1207,2473,LUX serge-olivier,,SEH,1208,,,,12838.0,20118.0,32719.0,45106.0,47180.0,53136.0,56360.0,58676.0,68780.0,75691.0,80105.0,,,,,,,,,,,,
1208,2099,BONNET Vincent,,SEH,1209,,,8064.0,16451.0,22962.0,33871.0,43912.0,46148.0,52947.0,55766.0,58704.0,68665.0,75313.0,80109.0,,,,,,,,,,,,
1209,1705,CAUET Georges,,V2H,1210,,,,15774.0,21673.0,32707.0,42394.0,44746.0,50745.0,54322.0,58127.0,68477.0,75547.0,80131.0,,,,,,,,,,,,
1210,1933,PRETTI Giovanni,,SEH,1211,,,,17481.0,24229.0,36237.0,45279.0,47891.0,52679.0,55608.0,58593.0,68961.0,75687.0,80261.0,,,,,,,,,,,,
1211,1492,MENECEUR Jean-Jacques,,V1H,1212,,,,14964.0,21520.0,32292.0,43192.0,45145.0,52056.0,56114.0,59058.0,67570.0,74762.0,80316.0,,,,,,,,,,,,
1212,1482,KOERBER Klaus,,V2H,1213,,,8279.0,15789.0,21530.0,33504.0,43135.0,46044.0,52377.0,56128.0,60118.0,67581.0,75250.0,80499.0,,,,,,,,,,,,
1213,1681,BARTHELAY Jean Claude,,V2H,1214,,,8116.0,15316.0,22359.0,33686.0,45070.0,47343.0,53306.0,56727.0,59913.0,68888.0,75884.0,80539.0,,,,,,,,,,,,
1214,1886,PARRA TORRES Juan Jose,,V1H,1215,,,,14814.0,21628.0,32970.0,43291.0,46176.0,52281.0,54949.0,58166.0,67723.0,76246.0,81226.0,,,,,,,,,,,,
1215,1630,PRAIZELIN Jerome,,SEH,1216,,,,14106.0,20974.0,31434.0,43076.0,45908.0,53415.0,56599.0,59257.0,70025.0,76829.0,81672.0,,,,,,,,,,,,
1216,1291,METRAL Jean-Paul,,V1H,1217,,,,16391.0,23004.0,34410.0,44330.0,46649.0,52486.0,55668.0,58750.0,69413.0,76364.0,81697.0,,,,,,,,,,,,
1217,2629,CABROL STEPHANE,,SEH,1218,,,8413.0,15960.0,22199.0,33351.0,44318.0,46945.0,52465.0,55834.0,59941.0,69466.0,76839.0,81700.0,,,,,,,,,,,,
1218,1841,REY Daniel,,SEH,1219,,,8072.0,15555.0,22309.0,32355.0,43582.0,45901.0,52553.0,55547.0,59105.0,69905.0,77438.0,81712.0,,,,,,,,,,,,
1219,1759,GUILBERTEAU Joel,,SEH,1220,,,,15564.0,22311.0,32419.0,43616.0,45902.0,52599.0,55664.0,59102.0,69902.0,77442.0,81715.0,,,,,,,,,,,,
1220,1819,NERBOLLIER LIONEL,,SEH,1221,,,,15558.0,22314.0,32358.0,43619.0,45900.0,52558.0,55550.0,59107.0,70022.0,77479.0,81719.0,,,,,,,,,,,,
1221,1006,LEBEN Isabelle,,SEF,1222,,,,13248.0,19954.0,32444.0,43592.0,45891.0,53034.0,56105.0,60100.0,69856.0,76979.0,82060.0,,,,,,,,,,,,
1222,2118,PAOLY Stéphane,,SEH,1223,,,,15003.0,21759.0,33702.0,43762.0,46314.0,53204.0,56370.0,59883.0,69961.0,76918.0,82064.0,,,,,,,,,,,,
1223,1647,BOISSONT Sophie,,SEF,1224,,,7990.0,15191.0,21468.0,31759.0,42916.0,45336.0,51297.0,54366.0,57448.0,69124.0,76709.0,82067.0,,,,,,,,,,,,
1224,1789,LEITNER Christian,,SEH,1225,,,,15019.0,20488.0,30868.0,40787.0,43187.0,48871.0,52242.0,55245.0,69489.0,76850.0,82086.0,,,,,,,,,,,,
1225,1195,ZIMMERMANN Serge,,V1H,1226,,,7983.0,15543.0,21947.0,33828.0,43612.0,45837.0,51737.0,55393.0,58914.0,68628.0,77149.0,82093.0,,,,,,,,,,,,
1226,1304,LABORDE Sabine,,SEF,1227,,,,14934.0,21344.0,32742.0,43205.0,45495.0,52921.0,56031.0,59629.0,69403.0,76713.0,82202.0,,,,,,,,,,,,
1227,1232,LAMIRAND Bernard,,V2H,1228,,,,15837.0,21994.0,33994.0,44088.0,46386.0,52481.0,55661.0,58924.0,70748.0,77784.0,82232.0,,,,,,,,,,,,
1228,1413,HAMSON Peter,,V2H,1229,,,,16210.0,23029.0,35094.0,44991.0,47751.0,54041.0,57438.0,60996.0,70113.0,77400.0,82372.0,,,,,,,,,,,,
1229,2850,CHAUCHEPRAT Julien,,SEH,1230,,,7820.0,15535.0,21721.0,32446.0,43250.0,45967.0,51934.0,55059.0,57659.0,70143.0,77915.0,82422.0,,,,,,,,,,,,
1230,1758,GUIBERT xavier,,SEH,1231,,,,13467.0,20363.0,31920.0,42522.0,45010.0,51158.0,54709.0,59000.0,71042.0,77864.0,82446.0,,,,,,,,,,,,
1231,2708,LENEUTRE Pierre,,V1H,1232,,,,16867.0,23776.0,35652.0,45964.0,48503.0,54244.0,58065.0,61179.0,70757.0,77629.0,82557.0,,,,,,,,,,,,
1232,2357,JOY Steve,,SEH,1233,,,,15197.0,21493.0,31760.0,42914.0,45326.0,51295.0,54307.0,57451.0,69135.0,76821.0,82808.0,,,,,,,,,,,,
1233,1487,DESJARDINS Pierre,,V2H,1234,,,,16003.0,22285.0,33354.0,44268.0,46927.0,53038.0,56240.0,59259.0,69782.0,77595.0,82824.0,,,,,,,,,,,,
1234,1900,RUNDSTADLER Laurent,,SEH,1235,,,,12560.0,18841.0,31495.0,42017.0,44898.0,51270.0,54008.0,58066.0,70420.0,77753.0,82844.0,,,,,,,,,,,,
1235,2238,LAFOSSE Thierry,,SEH,1236,,,,12210.0,18692.0,30595.0,41946.0,44849.0,51032.0,54011.0,58064.0,70332.0,77761.0,82847.0,,,,,,,,,,,,
1236,2590,TURNIER Romain,,SEH,1237,,,,14946.0,21054.0,32442.0,43017.0,45475.0,52059.0,55366.0,58926.0,70898.0,77774.0,82849.0,,,,,,,,,,,,
1237,2048,LESCAUT Laurent,,SEH,1238,,,,14978.0,21048.0,31031.0,42510.0,44710.0,51735.0,54720.0,58238.0,69723.0,78069.0,82855.0,,,,,,,,,,,,
1238,2577,DE REMOND DU CHELAS Gael,,SEH,1239,,,,14948.0,21050.0,32450.0,43130.0,45480.0,52058.0,55375.0,58929.0,71022.0,77771.0,82860.0,,,,,,,,,,,,
1239,1986,BAZAILLE Astrid,,SEF,1240,,,6629.0,12475.0,18370.0,28914.0,40068.0,42370.0,49039.0,52860.0,56548.0,69138.0,76812.0,82895.0,,,,,,,,,,,,
1240,2524,CHAMPION Ludovic,,SEH,1241,,,8356.0,16317.0,23294.0,34180.0,44035.0,46208.0,52405.0,55632.0,59260.0,71128.0,77829.0,82954.0,,,,,,,,,,,,
1241,1058,THIRIET Patrick,,V1H,1242,,,,15769.0,22905.0,34660.0,46335.0,48992.0,54664.0,58055.0,61703.0,71018.0,78190.0,83168.0,,,,,,,,,,,,
1242,1390,LACHEVRE Remi,,V2H,1243,,,,15694.0,21774.0,32978.0,43401.0,45844.0,52190.0,55399.0,58794.0,69151.0,76793.0,83309.0,,,,,,,,,,,,
1243,1166,PICARD Olivier,,V1H,1244,,,,17214.0,24204.0,36239.0,48158.0,50397.0,56310.0,59459.0,62458.0,71793.0,78780.0,83401.0,,,,,,,,,,,,
1244,1234,LE LOUARN Joseph,,V4H,1245,,,,17532.0,24036.0,37399.0,47340.0,49756.0,55809.0,58861.0,62330.0,71592.0,78746.0,83753.0,,,,,,,,,,,,
1245,2085,BERCHE Bernard,,V2H,1246,,,,16273.0,23106.0,35049.0,45311.0,47458.0,54043.0,57117.0,60423.0,72275.0,79425.0,84560.0,,,,,,,,,,,,
1246,1687,BLONDE Christian,,V2H,1247,,,,16726.0,23671.0,35700.0,46715.0,49123.0,55285.0,58286.0,61277.0,72276.0,79428.0,84561.0,,,,,,,,,,,,
1247,1836,PRUDENCE Jean-Paul,,V2H,1248,,,,15478.0,21743.0,34117.0,45999.0,48528.0,55126.0,58316.0,61510.0,72106.0,79565.0,84655.0,,,,,,,,,,,,
1248,2693,PUBIL-SALCEDO Ignasi,,SEH,1249,,,,15869.0,22660.0,33567.0,45690.0,48905.0,53636.0,57085.0,61320.0,72683.0,79682.0,84989.0,,,,,,,,,,,,
1249,1801,MAITRE didier,,V1H,1250,,,,16067.0,22394.0,35238.0,45993.0,48096.0,54959.0,57962.0,60891.0,71233.0,80002.0,85168.0,,,,,,,,,,,,
1250,1663,PAINAULT-LACOUR Marie,,V2F,1251,,,,16072.0,22386.0,35236.0,45986.0,48098.0,54921.0,57974.0,61227.0,71232.0,80015.0,85256.0,,,,,,,,,,,,
1251,1852,SALOME Fréderic,,V1H,1252,,,,16314.0,23280.0,34210.0,44891.0,47327.0,53582.0,57365.0,61039.0,71186.0,79642.0,85366.0,,,,,,,,,,,,
1252,1163,BARILLOT Jean,,SEH,1253,,,,15672.0,22570.0,33948.0,44073.0,46558.0,52252.0,56074.0,59884.0,70677.0,79981.0,85382.0,,,,,,,,,,,,
1253,1168,SERVARY Regis,,V1H,1254,,,,15675.0,22587.0,33950.0,44108.0,46568.0,52250.0,56076.0,59892.0,70970.0,80348.0,85388.0,,,,,,,,,,,,
1254,1714,VEROT Christian,,V1H,1255,,,7949.0,15982.0,22332.0,35456.0,48027.0,50464.0,57361.0,60897.0,64254.0,71258.0,80136.0,85882.0,,,,,,,,,,,,
1255,1805,MARRONNIER Etienne,,V1H,1256,,,,13156.0,20605.0,34121.0,46151.0,49269.0,55799.0,59602.0,62647.0,72038.0,80336.0,85891.0,,,,,,,,,,,,
1256,1661,HELLEC Brigitte,,V1F,1257,,,,14578.0,21483.0,34124.0,46915.0,48999.0,55410.0,58249.0,60973.0,72381.0,80394.0,85920.0,,,,,,,,,,,,
1257,2164,SCHNIDER Christian,,V1H,1258,,,8084.0,15473.0,22924.0,35084.0,47980.0,50223.0,57299.0,60210.0,63276.0,73356.0,81493.0,85966.0,,,,,,,,,,,,
1258,1034,MALBEC José Hugues,,V2H,1259,,,,19513.0,25782.0,38881.0,48702.0,51170.0,58156.0,61250.0,63932.0,73204.0,82345.0,86511.0,,,,,,,,,,,,
1259,1004,PESNEL Pascal,,SEH,1260,,,,15733.0,23089.0,36503.0,48191.0,50458.0,56249.0,59387.0,62137.0,71910.0,81153.0,86829.0,,,,,,,,,,,,
1260,1011,GONZALEZ Anne,,SEF,1261,,,,17440.0,24777.0,37279.0,48194.0,50824.0,57441.0,60382.0,63362.0,,81189.0,87449.0,,,,,,,,,,,,
1261,2530,BESSE Francis,,V3H,1262,,,,16010.0,22770.0,35772.0,47191.0,50344.0,57731.0,61141.0,63814.0,74964.0,82222.0,87638.0,,,,,,,,,,,,
1262,2824,PORTE Olivier,,SEH,1263,,,9118.0,17852.0,24995.0,36088.0,46203.0,48857.0,56028.0,59526.0,63367.0,72596.0,82198.0,87791.0,,,,,,,,,,,,
1263,2810,ROSSI Didier,,V1H,1264,,,9114.0,17860.0,25002.0,36086.0,46206.0,48864.0,56034.0,59534.0,63374.0,72598.0,82202.0,87792.0,,,,,,,,,,,,
1264,1693,BOURDEU Jean Pierre,,V2H,1265,,,6132.0,11048.0,16924.0,27771.0,36874.0,38984.0,44180.0,46833.0,49607.0,56226.0,61713.0,,,,,,,,,,,,,
1265,380,SCARZELLA Luigi,,V1H,1266,,,,11568.0,16522.0,25032.0,,36868.0,42225.0,44624.0,46784.0,59721.0,65899.0,,,,,,,,,,,,,
1266,1559,VIGUIER Maxime,,SEH,1267,,,7183.0,14368.0,21339.0,32729.0,43755.0,46799.0,54196.0,58771.0,62664.0,72298.0,82848.0,,,,,,,,,,,,,
1267,1760,GUILLAUME PASCAL,,SEH,1268,,,,14971.0,21618.0,35232.0,46959.0,49778.0,56570.0,60130.0,62495.0,73648.0,82851.0,,,,,,,,,,,,,
1268,2008,DOMINICI JEAN CLAUDE,,V2H,1269,,,8157.0,15170.0,21375.0,33114.0,47909.0,50554.0,58119.0,60944.0,63219.0,74047.0,83157.0,,,,,,,,,,,,,
1269,2254,MARTIN Daniel,,SEH,1270,,,,10525.0,15595.0,23871.0,31929.0,34172.0,39570.0,42563.0,44373.0,54753.0,,,,,,,,,,,,,,
1270,238,ALLEMANDET Catherine,,V1F,1271,,,,14204.0,20414.0,31067.0,40800.0,42985.0,48313.0,50927.0,53672.0,65247.0,,,,,,,,,,,,,,
1271,1019,VUILLAUME Jean-Luc,,V1H,1272,,,,13463.0,20500.0,32279.0,42455.0,44890.0,50725.0,54029.0,57256.0,67729.0,,,,,,,,,,,,,,
1272,1397,MICHEL nicolas,,SEH,1273,,,,14990.0,21636.0,32210.0,42932.0,45471.0,52472.0,56016.0,59420.0,69918.0,,,,,,,,,,,,,,
1273,1360,BOURLIER Jean Philippe,,SEH,1274,,,,14141.0,20530.0,32622.0,43293.0,45839.0,53233.0,56845.0,60670.0,70122.0,,,,,,,,,,,,,,
1274,1347,BOBO Karine,,SEF,1275,,,,14667.0,20689.0,32661.0,43141.0,45843.0,53364.0,56847.0,60673.0,70130.0,,,,,,,,,,,,,,
1275,1398,PAPAZIAN Antranik,,V2H,1276,,,8273.0,16206.0,23548.0,35468.0,47952.0,50418.0,55983.0,58788.0,62046.0,71076.0,,,,,,,,,,,,,,
1276,1069,HACQUIN OLIVIER,,SEH,1277,,,,15791.0,22515.0,33720.0,44254.0,46867.0,53245.0,56862.0,60910.0,71612.0,,,,,,,,,,,,,,
1277,2819,GUEX Jean,,V3H,1278,,,,16014.0,23439.0,36061.0,47532.0,50489.0,57796.0,61278.0,64087.0,72217.0,,,,,,,,,,,,,,
1278,2158,ROBERTS Mark,,SEH,1279,,,,16231.0,22320.0,34427.0,46533.0,49563.0,57391.0,60972.0,63020.0,73608.0,,,,,,,,,,,,,,
1279,2156,KEMP Martin,,V1H,1280,,,8058.0,16236.0,22317.0,34424.0,46535.0,49565.0,57392.0,60977.0,63763.0,73609.0,,,,,,,,,,,,,,
1280,2,SHERPA Dachhiri-Dawa,,SEH,1281,,,,8053.0,11427.0,16888.0,22455.0,23842.0,27129.0,29620.0,33009.0,,,,,,,,,,,,,,,
1281,1883,LE SAUX Christophe,,SEH,1282,,,,9178.0,12935.0,19863.0,26617.0,28088.0,32196.0,34672.0,37023.0,,,,,,,,,,,,,,,
1282,1258,REY Patrick,,V1H,1283,,,,9459.0,13212.0,19879.0,26344.0,27956.0,32028.0,34819.0,38864.0,,,,,,,,,,,,,,,
1283,1878,WOJCIK Jean Marc,,V1H,1284,,,,9966.0,13849.0,21117.0,28567.0,30222.0,35145.0,37656.0,40188.0,,,,,,,,,,,,,,,
1284,2310,CLAUDEL Frédéric,,SEH,1285,,,,9333.0,13087.0,19856.0,26408.0,29482.0,34240.0,37740.0,40851.0,,,,,,,,,,,,,,,
1285,1185,BEVILLARD Daniel,,V2H,1286,,,,10904.0,15662.0,23844.0,31471.0,33441.0,38154.0,40549.0,42843.0,,,,,,,,,,,,,,,
1286,1001,LE GALL Thierry,,V1H,1287,,,6284.0,11466.0,15998.0,24327.0,32166.0,33822.0,38153.0,40566.0,42897.0,,,,,,,,,,,,,,,
1287,2306,WORMINGTON Jeremy,,V1H,1288,,,,11751.0,16217.0,24201.0,31816.0,33610.0,38269.0,40908.0,43076.0,,,,,,,,,,,,,,,
1288,2517,MAREIGNER Christophe,,SEH,1289,,,,10458.0,14997.0,23167.0,31870.0,33819.0,38307.0,41079.0,43597.0,,,,,,,,,,,,,,,
1289,1985,RIVOIRE Vincent,,V1H,1290,,,,9796.0,14063.0,22785.0,31825.0,33807.0,38946.0,41470.0,43877.0,,,,,,,,,,,,,,,
1290,1484,KUNATH Torsten,,V1H,1291,,,,10521.0,14979.0,23144.0,30600.0,32560.0,37528.0,40532.0,43923.0,,,,,,,,,,,,,,,
1291,2743,MASSE Joel,,SEH,1292,,,,10965.0,15519.0,23681.0,31495.0,33286.0,37949.0,40936.0,43961.0,,,,,,,,,,,,,,,
1292,1623,PAILLARGUE Philippe,,SEH,1293,,,,10819.0,15677.0,23972.0,32372.0,34293.0,38755.0,41536.0,44047.0,,,,,,,,,,,,,,,
1293,1158,OUVRIER-NEYRET Edmond,,V1H,1294,,,,9969.0,15188.0,23684.0,31683.0,34973.0,40091.0,42303.0,44167.0,,,,,,,,,,,,,,,
1294,1606,HOARAU Pascal,,V1H,1295,,,,11067.0,16198.0,24300.0,32895.0,34694.0,39958.0,41979.0,44319.0,,,,,,,,,,,,,,,
1295,1441,GIRARD Bruno,,SEH,1296,,,,10808.0,15319.0,23707.0,31831.0,34224.0,39115.0,41752.0,44406.0,,,,,,,,,,,,,,,
1296,1850,SAILLARD Emmanuel,,SEH,1297,,,,11012.0,16160.0,23702.0,31519.0,33452.0,37953.0,41016.0,44650.0,,,,,,,,,,,,,,,
1297,802,LUME Patrick,,V1H,1298,,,,11609.0,16859.0,25739.0,33919.0,35750.0,40161.0,42595.0,44735.0,,,,,,,,,,,,,,,
1298,104,FEUTRY Philippe,,SEH,1299,,,,10941.0,15766.0,24212.0,32830.0,34822.0,39557.0,42164.0,44740.0,,,,,,,,,,,,,,,
1299,1658,FEUTRY Nathalie,,SEF,1300,,,,10947.0,15769.0,24220.0,32830.0,34826.0,39560.0,42178.0,44759.0,,,,,,,,,,,,,,,
1300,1639,TECHER Denis,,SEH,1301,,,,10724.0,15638.0,23228.0,31180.0,33077.0,38898.0,41983.0,44763.0,,,,,,,,,,,,,,,
1301,1940,PETIT Christophe,,SEH,1302,,,,11061.0,15500.0,23147.0,31022.0,32563.0,37569.0,40967.0,44870.0,,,,,,,,,,,,,,,
1302,1586,FAYS Patrick,,V1H,1303,,,,11898.0,17004.0,25514.0,33556.0,35581.0,40309.0,42691.0,44910.0,,,,,,,,,,,,,,,
1303,2823,FRANCOIS-BRAZIER Marc,,V1H,1304,,,,12487.0,17395.0,26052.0,34456.0,36290.0,41472.0,43613.0,45375.0,,,,,,,,,,,,,,,
1304,1839,RACINET Florian,,SEH,1305,,,,9963.0,14430.0,22179.0,30300.0,32422.0,38310.0,41365.0,45464.0,,,,,,,,,,,,,,,
1305,1642,VALETTE Laurent,,SEH,1306,,,,10607.0,15134.0,22876.0,30717.0,32691.0,38340.0,41545.0,45475.0,,,,,,,,,,,,,,,
1306,54,SCHWEINBERGER Bernd,,SEH,1307,,,,10529.0,15005.0,22788.0,30741.0,32893.0,38451.0,41878.0,45477.0,,,,,,,,,,,,,,,
1307,2005,BOVAGNET Philippe,,SEH,1308,,,,10560.0,15725.0,23521.0,32162.0,34278.0,39722.0,42683.0,45580.0,,,,,,,,,,,,,,,
1308,2115,GUICHARD Pascal,,V1H,1309,,,,11895.0,16902.0,24908.0,33354.0,35393.0,40528.0,43195.0,45677.0,,,,,,,,,,,,,,,
1309,2372,BIZOT RAYMONDE,,V3F,1310,,,,13734.0,19274.0,28825.0,38448.0,40929.0,,,45921.0,,,,,,,,,,,,,,,
1310,1370,DILL AXEL,,SEH,1311,,,5844.0,11072.0,15980.0,25013.0,33345.0,35485.0,40590.0,43277.0,45931.0,,,,,,,,,,,,,,,
1311,1174,CARBONI Cyril,,SEH,1312,,,6501.0,11958.0,16699.0,24229.0,32202.0,33726.0,38080.0,41881.0,46125.0,,,,,,,,,,,,,,,
1312,2031,HEITZ Jean-Pierre,,V1H,1313,,,,11936.0,16847.0,25509.0,34074.0,35895.0,41015.0,43721.0,46337.0,,,,,,,,,,,,,,,
1313,2024,MORANDI Giovanni,,SEH,1314,,,,11700.0,16934.0,25386.0,33363.0,35259.0,40892.0,44009.0,46589.0,,,,,,,,,,,,,,,
1314,2485,PERRET François,,V1H,1315,,,7991.0,13843.0,18682.0,27227.0,35729.0,37577.0,42170.0,44622.0,46808.0,,,,,,,,,,,,,,,
1315,1615,LESAGE Patrick,,V1H,1316,,,,11961.0,17066.0,25826.0,33938.0,36091.0,41061.0,43985.0,47043.0,,,,,,,,,,,,,,,
