,bib,name,team,category,rank,nationality,time,Col de Voza,Les Contamines,La Balme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex d'en Bas,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,timediff
0,2795,JAQUEROD Christophe,TEAM LAFUMA,SEH,1,CH,76267.0,,8375.0,11620.0,17745.0,24051.0,25195.0,28232.0,29991.0,31590.0,35614.0,39883.0,42540.0,46562.0,49939.0,50120.0,53268.0,,61925.0,64724.0,67493.0,70413.0,72965.0,76267.0,0.0
1,1,DELEBARRE Vincent,TRAILERS DU MONT BLANC - QUECHUA,SEH,2,FR,77102.0,4661.0,3429.0,11623.0,16840.0,22162.0,23273.0,26307.0,28076.0,29841.0,33949.0,37851.0,40150.0,43855.0,45198.0,47202.0,50679.0,,60313.0,63725.0,66698.0,70011.0,73103.0,77102.0,835.0
2,2287,OLMO Marco,M&amp;P RISK AGENCI,V2H,3,IT,78597.0,,8984.0,12483.0,18624.0,24617.0,26217.0,29586.0,31628.0,33464.0,37631.0,,43928.0,47753.0,49947.0,51230.0,54192.0,,,,68878.0,72498.0,74989.0,78597.0,2330.0
3,31,MILLET Guillaume,UFO / NOSE,SEH,4,FR,85524.0,,9134.0,12668.0,18949.0,25524.0,26827.0,30423.0,32451.0,35111.0,39564.0,43501.0,46055.0,50232.0,51702.0,53922.0,57279.0,62166.0,68356.0,71757.0,74908.0,78542.0,81510.0,85524.0,9257.0
4,2464,GUILLON Antoine,TAILL AVENTURE,SEH,4,FR,85524.0,,9709.0,13915.0,20751.0,27400.0,28701.0,32569.0,34423.0,36249.0,40957.0,44812.0,47313.0,51661.0,53110.0,55347.0,58650.0,63158.0,68564.0,71758.0,75070.0,78544.0,81512.0,85524.0,9257.0
5,500,GAYLORD Topher,THE NORTH FACE,SEH,6,US,87227.0,5006.0,9274.0,12864.0,18980.0,25162.0,26507.0,29972.0,31966.0,33913.0,38769.0,42948.0,45650.0,50630.0,52221.0,56533.0,60567.0,65259.0,70731.0,73943.0,77068.0,80640.0,83655.0,87227.0,10960.0
6,2132,QUINIO FRANCOIS,APINAY AC,SEH,7,Fr,87397.0,,8988.0,12937.0,19160.0,25644.0,26948.0,30620.0,32596.0,34524.0,39869.0,43557.0,46111.0,50298.0,51704.0,53920.0,57065.0,61630.0,,70517.0,74349.0,78184.0,81755.0,87397.0,11130.0
7,2844,MYRTAL Eddy,DIAGONALE DES FOUS,SEH,8,FR,87564.0,,9182.0,12834.0,19618.0,26526.0,28026.0,32036.0,34453.0,36281.0,41140.0,45211.0,47780.0,53326.0,54927.0,57273.0,60153.0,64372.0,,73173.0,76481.0,79811.0,83227.0,87564.0,11297.0
8,23,BERTOLI MATTEO,ASS. SPORTIVA FREEZONE,SEH,9,IT,88159.0,,1107.0,13220.0,20218.0,26342.0,27711.0,31367.0,33304.0,35234.0,40052.0,,47022.0,51293.0,52808.0,55410.0,58807.0,64100.0,70197.0,73309.0,76573.0,80475.0,83732.0,88159.0,11892.0
9,29,ERNZEN Jean-Pierre,CELTIC DIEKIRCH,V1H,10,LU,89019.0,,8993.0,12756.0,19219.0,25637.0,26953.0,30618.0,32616.0,34536.0,39561.0,43555.0,46147.0,50048.0,51404.0,53798.0,57703.0,62694.0,69031.0,72871.0,76137.0,80377.0,84038.0,89019.0,12752.0
10,9,SCHWEIZER Werner,OXYGENE ANNEMASSE,V3H,11,CH,89458.0,,9551.0,13672.0,21112.0,27395.0,28841.0,32616.0,34735.0,36632.0,41340.0,45202.0,47643.0,51712.0,53285.0,55792.0,59195.0,63821.0,,73359.0,76893.0,81035.0,84588.0,89458.0,13191.0
11,2680,BRUNI Patrick,AS MURET TRIATHLON,SEH,12,FR,89854.0,,8609.0,12077.0,19257.0,25530.0,26825.0,30430.0,32454.0,34405.0,40394.0,44291.0,46890.0,51778.0,53297.0,55783.0,59170.0,64026.0,70728.0,74371.0,77916.0,81924.0,85003.0,89854.0,13587.0
12,1480,ISHIKAWA Hiroki,MAONTRAIL - PATAGONIA,SEH,13,JP,90784.0,,9249.0,12940.0,19397.0,25715.0,26991.0,30838.0,32827.0,34623.0,40029.0,44132.0,46696.0,50903.0,52436.0,54699.0,58242.0,63233.0,70208.0,74369.0,77900.0,81927.0,85006.0,90784.0,14517.0
13,153,GRIVEL Stephane,LES CHEVALIERS DU VENT,SEH,14,FR,91059.0,,9737.0,14438.0,22538.0,30036.0,31495.0,35829.0,38132.0,40259.0,45491.0,49078.0,51339.0,55655.0,57004.0,59266.0,62476.0,67209.0,72949.0,76409.0,79900.0,83931.0,86995.0,91059.0,14792.0
14,10,TECHER Henri,PARIS JEAN BOUIN-FINS GUIMIERS-ACBB-UASG-GAZELLES&amp;GALOPINS,V1H,15,FR,91614.0,,10562.0,15130.0,22536.0,29682.0,31231.0,35264.0,37325.0,39229.0,45266.0,49184.0,51884.0,55923.0,57255.0,59486.0,63513.0,68618.0,74327.0,77568.0,80831.0,84664.0,87686.0,91614.0,15347.0
15,6,CERCUEIL Michel,UFO,SEH,16,FR,91781.0,5423.0,10398.0,15070.0,22790.0,29521.0,30905.0,34952.0,36978.0,39602.0,43689.0,47225.0,49609.0,53590.0,55075.0,7195.0,60937.0,65981.0,71929.0,75154.0,78742.0,82768.0,86669.0,91781.0,15514.0
16,2297,MANDRA Frédéric,LA CLUSAY RAID AVENTURE,SEH,17,FR,91971.0,,9988.0,14534.0,21339.0,28085.0,29606.0,33227.0,35362.0,37521.0,43692.0,47446.0,50083.0,54041.0,55495.0,58013.0,61435.0,66286.0,72517.0,76342.0,80366.0,84287.0,87466.0,91971.0,15704.0
17,801,DURIN Frederic,EMHM,V1H,18,FR,94369.0,,9804.0,13988.0,22041.0,28761.0,30475.0,34405.0,36974.0,39398.0,44474.0,48563.0,51412.0,55909.0,57470.0,60287.0,64162.0,68962.0,75120.0,79022.0,82044.0,86481.0,89888.0,94369.0,18102.0
18,34,TRECOURT François,,V1H,19,FR,94865.0,,9398.0,13311.0,20381.0,27388.0,28837.0,32590.0,34747.0,37122.0,43457.0,47998.0,50892.0,55187.0,56875.0,59502.0,63817.0,68760.0,75571.0,79055.0,82576.0,86660.0,89928.0,94865.0,18598.0
19,1387,JUCHEREAU Jannick,ASPTT85 - CHEVALIERS DU VENT,V1H,19,FR,94865.0,5358.0,9700.0,13656.0,20392.0,27249.0,28659.0,32606.0,34716.0,36820.0,43297.0,47664.0,50267.0,55132.0,56656.0,59477.0,64037.0,68815.0,75573.0,79102.0,82677.0,86694.0,89932.0,94865.0,18598.0
20,40,RUBILONI Gilles,SPORT AVENTURES HAUT DOUBS,V1H,21,FR,96471.0,5984.0,11281.0,15790.0,23177.0,30156.0,31799.0,35889.0,38406.0,40902.0,46442.0,50636.0,53605.0,58324.0,60045.0,62632.0,66234.0,71169.0,76720.0,80299.0,83672.0,87969.0,91339.0,96471.0,20204.0
21,606,CHERAZ Claudio,SOLOG,V1H,21,IT,96471.0,,10988.0,15354.0,22832.0,30334.0,31982.0,35994.0,38141.0,40180.0,46250.0,50534.0,53149.0,57851.0,59337.0,61791.0,65290.0,70341.0,76702.0,80300.0,83687.0,87972.0,91337.0,96471.0,20204.0
22,2363,STAUB Vincent,LES TROTTEURS,SEH,23,CH,96624.0,,9163.0,13033.0,19777.0,26227.0,27740.0,31420.0,33688.0,35620.0,42113.0,46183.0,49126.0,53497.0,55162.0,57651.0,61603.0,66661.0,72442.0,75414.0,80729.0,85643.0,90123.0,96624.0,20357.0
23,2376,BARBIER Franck,SMAG,SEH,24,Fr,96831.0,,9830.0,14140.0,21341.0,27931.0,29261.0,33222.0,35422.0,37714.0,44913.0,49164.0,51905.0,56449.0,57969.0,60835.0,64757.0,70070.0,76829.0,80318.0,84026.0,88000.0,91718.0,96831.0,20564.0
24,2413,HAWKER Elisabeth,,SEF,24,GB,96831.0,,12482.0,16917.0,24771.0,31588.0,33172.0,37250.0,39770.0,41553.0,47012.0,51033.0,53532.0,57867.0,59106.0,61522.0,65287.0,70388.0,77137.0,80268.0,83816.0,88034.0,91521.0,96831.0,20564.0
25,70,CHIFFLOT Michel,,SEH,26,Fr,96956.0,,9607.0,13652.0,20384.0,27444.0,28842.0,32572.0,34541.0,36296.0,43090.0,47014.0,49504.0,53902.0,55348.0,57894.0,61486.0,66678.0,74896.0,79869.0,83873.0,88236.0,91921.0,96956.0,20689.0
26,1618,MATHIAN Jean Marie,,V1H,27,FR,97864.0,,9463.0,13907.0,21225.0,28378.0,29723.0,33611.0,35702.0,37688.0,45178.0,49593.0,52341.0,57485.0,59047.0,61542.0,65390.0,70297.0,78561.0,82073.0,85740.0,89564.0,93135.0,97864.0,21597.0
27,1122,KAYSER Simone,,V2F,28,LU,97999.0,,11363.0,15942.0,23742.0,31332.0,32869.0,37062.0,39300.0,41712.0,46655.0,50868.0,53611.0,58218.0,59820.0,62703.0,66904.0,72353.0,77582.0,81206.0,84730.0,88970.0,92341.0,97999.0,21732.0
28,1123,KAYSER Marc,,V2H,28,LU,97999.0,6101.0,11366.0,15938.0,23741.0,31335.0,32867.0,37064.0,39298.0,41716.0,46658.0,50865.0,53608.0,58221.0,59822.0,62692.0,66899.0,72348.0,77584.0,81204.0,84734.0,88973.0,92342.0,97999.0,21732.0
29,1148,DARMAILLACQ Nicolas,,SEH,30,FR,98169.0,,13472.0,18109.0,25701.0,32445.0,33805.0,37422.0,39409.0,41328.0,46785.0,50871.0,53622.0,58139.0,59579.0,61998.0,65388.0,70668.0,79330.0,82415.0,85452.0,89097.0,92435.0,98169.0,21902.0
30,39,DELEMONTEZ Didier,FAUCIGNY ATHLETIC CLUB,V1H,31,FR,98892.0,,10557.0,14955.0,22303.0,29189.0,30733.0,34903.0,37218.0,39328.0,45313.0,49488.0,52262.0,57171.0,58778.0,61442.0,65234.0,70596.0,77875.0,81576.0,85188.0,89111.0,93003.0,98892.0,22625.0
31,1256,MAILLARD Pierre-Andre,CARE VEVEY,V1H,31,CH,98892.0,,10395.0,14338.0,21143.0,27751.0,29229.0,33113.0,35358.0,37466.0,45240.0,49317.0,52046.0,57105.0,58791.0,61761.0,65840.0,70601.0,78343.0,82077.0,85748.0,90203.0,93353.0,98892.0,22625.0
32,2387,DUBREUIL Olivier,CAF CLUSES,SEH,33,FR,99500.0,,9810.0,14129.0,21218.0,27547.0,28977.0,32891.0,34960.0,36793.0,43435.0,47557.0,50264.0,54911.0,56575.0,59473.0,64048.0,68820.0,76611.0,80882.0,84535.0,89609.0,93593.0,99500.0,23233.0
33,48,TISSOT Laurent,TRAIL DES CARBONIS,SEH,34,FR,99611.0,5386.0,10068.0,14389.0,21132.0,28078.0,29691.0,33737.0,36207.0,38529.0,45317.0,49502.0,52132.0,56391.0,57958.0,60826.0,64988.0,70593.0,77362.0,81303.0,85122.0,90214.0,94441.0,99611.0,23344.0
34,49,BERTONE Silvio,ATHLETICA ZERBION,SEH,34,IT,99611.0,,9414.0,13215.0,20496.0,27861.0,29410.0,33786.0,35969.0,38071.0,43618.0,47995.0,51075.0,55833.0,57465.0,60077.0,64039.0,69151.0,75754.0,79571.0,83647.0,88688.0,93880.0,99611.0,23344.0
35,2822,CAREL Jean-Claude,,SEH,34,Fr,99611.0,,11195.0,15001.0,22263.0,28768.0,30270.0,34272.0,36669.0,41611.0,45493.0,49506.0,52095.0,56369.0,57948.0,60831.0,64992.0,70598.0,77364.0,81300.0,85146.0,90220.0,94443.0,99611.0,23344.0
36,42,POIRIER Bruno,LES CHEVALIERS DU VENT,V1H,37,FR,99762.0,5458.0,10065.0,14403.0,21930.0,29196.0,30676.0,34809.0,37018.0,39202.0,45882.0,50038.0,52886.0,57893.0,59386.0,62133.0,65713.0,71175.0,78203.0,82050.0,86302.0,90510.0,94286.0,99762.0,23495.0
37,2740,LENOIR Eric,,SEH,38,Fr,100784.0,5262.0,9611.0,13701.0,21105.0,27681.0,29236.0,33914.0,36026.0,38067.0,44759.0,48897.0,51681.0,56931.0,58762.0,61272.0,65618.0,70819.0,78692.0,82210.0,86845.0,92406.0,96191.0,100784.0,24517.0
38,45,BAUER Daniel,UFO - PAYS VIGANAIS ENDURANCE NATURE,SEH,39,FR,100896.0,,1567.0,15455.0,23086.0,30466.0,31884.0,35851.0,37930.0,40211.0,46407.0,50574.0,53443.0,58643.0,60038.0,62602.0,66124.0,71818.0,78782.0,82643.0,86490.0,90834.0,95130.0,100896.0,24629.0
39,1379,GODON Bernard,UFO / LES COUREURS CELESTES,SEH,39,BE,100896.0,,10784.0,15143.0,22727.0,30356.0,31963.0,36165.0,38432.0,40691.0,46277.0,50532.0,53165.0,57856.0,59450.0,62150.0,65870.0,71159.0,77970.0,82060.0,86224.0,90842.0,95002.0,100896.0,24629.0
40,2536,WATTS Stephen,MACCLESFIELD HARRIERS,V1H,41,GB,100982.0,6503.0,11832.0,16308.0,23925.0,31625.0,33014.0,37316.0,39614.0,41502.0,48573.0,52946.0,55561.0,60744.0,62237.0,64874.0,68636.0,73760.0,81500.0,84936.0,88526.0,92715.0,96420.0,100982.0,24715.0
41,97,POLETTI Michel,TRAILERS DU MONT BLANC - UFO - CMBM,V2H,42,FR,101366.0,5607.0,10555.0,15315.0,22861.0,30180.0,31872.0,36150.0,38477.0,40871.0,46946.0,50995.0,53988.0,58584.0,60141.0,62698.0,66522.0,73480.0,80580.0,84657.0,88166.0,92325.0,96486.0,101366.0,25099.0
42,24,BOUDAY Luc,UFO  /  SPORTS AVENTURES HAUT DOUBS,V2H,43,FR,101590.0,,11010.0,15857.0,22872.0,30117.0,31529.0,35419.0,37379.0,41303.0,45315.0,49497.0,52124.0,56389.0,57990.0,60855.0,64994.0,70610.0,77360.0,81304.0,85141.0,90224.0,94515.0,101590.0,25323.0
43,1622,MUSAZZI Simone,TEAM MONTRAIL,SEH,44,IT,102516.0,,9686.0,14627.0,22290.0,29700.0,31222.0,35167.0,37395.0,39183.0,45245.0,49469.0,53000.0,57738.0,59292.0,62154.0,66264.0,71782.0,78984.0,83674.0,88043.0,92622.0,96559.0,102516.0,26249.0
44,1774,SAROGLIA Mauro,,V1H,44,IT,102516.0,,10019.0,14221.0,21445.0,28564.0,30185.0,34556.0,36904.0,39368.0,45144.0,49471.0,52697.0,57740.0,59341.0,62152.0,66270.0,71789.0,78983.0,83709.0,88022.0,92620.0,96558.0,102516.0,26249.0
45,1477,GLARDON Daniel,,V1H,46,CH,103399.0,,10909.0,15325.0,23072.0,30468.0,32022.0,36184.0,38550.0,40899.0,47357.0,51686.0,54784.0,59535.0,61289.0,64273.0,68186.0,73387.0,80916.0,85090.0,88670.0,93524.0,97548.0,103399.0,27132.0
46,2730,CULOTTA Jean Marc,A.P.A.C.H.E.S,V1H,47,FR,104109.0,5986.0,11590.0,16356.0,24258.0,31800.0,33566.0,37701.0,39969.0,42127.0,50452.0,54638.0,57140.0,61580.0,63214.0,65882.0,70201.0,75062.0,82178.0,86131.0,89485.0,94334.0,98312.0,104109.0,27842.0
47,2157,MISTELI Michael,LSV BASEL,V1H,48,CH,104357.0,,10789.0,14727.0,22144.0,28827.0,30528.0,34597.0,37372.0,39881.0,45321.0,49692.0,52713.0,57756.0,59651.0,62606.0,66724.0,72244.0,80189.0,85153.0,88419.0,93479.0,97823.0,104357.0,28090.0
48,68,PIGEAULT Jean-Luc,COURIR A VOREPPE,V1H,49,FR,104906.0,,9617.0,13649.0,20386.0,27790.0,29066.0,33000.0,35083.0,37465.0,45243.0,49997.0,52824.0,57629.0,59148.0,61863.0,65992.0,71373.0,80582.0,84660.0,88590.0,93879.0,98271.0,104906.0,28639.0
49,1220,POMMIER Thierry,,SEH,49,FR,104906.0,,11955.0,16743.0,24222.0,32170.0,33723.0,37894.0,40050.0,42065.0,49308.0,53605.0,56728.0,61329.0,63184.0,65909.0,70260.0,75668.0,84121.0,87723.0,90859.0,95417.0,98874.0,104906.0,28639.0
50,2734,GREBOVAL Johann,VEO 2000,SEH,49,FR,104906.0,5321.0,9975.0,14960.0,23235.0,32724.0,34211.0,38640.0,40497.0,42334.0,51430.0,55622.0,58178.0,63200.0,64513.0,66768.0,70316.0,75246.0,82905.0,85895.0,89608.0,93881.0,98274.0,104906.0,28639.0
51,2831,MOTTA Alberto,SCI CLUB VADIGNE MB,V1H,49,IT,104906.0,,9885.0,14025.0,21142.0,27851.0,29255.0,33021.0,35206.0,37336.0,44128.0,48653.0,51416.0,56319.0,58036.0,61283.0,66888.0,72601.0,80678.0,85233.0,88780.0,93876.0,98273.0,104906.0,28639.0
52,33,WEISS Georg,LG ROSBACH - RODHEIM,V1H,53,DE,105453.0,,13060.0,17928.0,26202.0,33471.0,35266.0,39509.0,41735.0,43768.0,50641.0,55074.0,58035.0,62648.0,64237.0,66971.0,70686.0,75874.0,82485.0,86429.0,90034.0,95731.0,99473.0,105453.0,29186.0
53,43,VOS Jean-Hugues,,SEH,54,Fr,106307.0,,10338.0,14974.0,22266.0,29970.0,31477.0,35753.0,38236.0,40544.0,47631.0,52778.0,55663.0,60874.0,62548.0,65617.0,70262.0,75986.0,82912.0,86644.0,90708.0,95985.0,100369.0,106307.0,30040.0
54,2276,VANDENBUSSCHE Noel,ACM - UST SAINT TROPEZ,V1H,55,Fr,107162.0,,11095.0,15278.0,22746.0,30049.0,31606.0,35639.0,37914.0,40163.0,46492.0,50844.0,53721.0,58842.0,60676.0,63895.0,67416.0,73468.0,82627.0,87121.0,91369.0,96717.0,100979.0,107162.0,30895.0
55,127,REBISCHUNG Raymond,CLUB VOSGIEN SAINT AMARIN,V2H,56,FR,107267.0,,11442.0,16244.0,24371.0,32320.0,33983.0,38412.0,40663.0,42791.0,49828.0,54341.0,57143.0,62121.0,63593.0,66331.0,71104.0,76582.0,83602.0,87854.0,91861.0,97338.0,101489.0,107267.0,31000.0
56,221,NARAS Philippe,CSA 7eme BCA / INOOK team,SEH,56,Fr,107267.0,5850.0,10962.0,15772.0,23713.0,31169.0,32848.0,37189.0,39766.0,42274.0,50331.0,54915.0,57803.0,62532.0,64354.0,67198.0,71392.0,76784.0,84271.0,88275.0,92457.0,97344.0,101497.0,107267.0,31000.0
57,212,LATORRE André,FFME / CS EAUX BONNES / GOURETTE,SEH,58,Fr,107389.0,,11433.0,16108.0,24321.0,32168.0,33848.0,37968.0,40509.0,42886.0,50878.0,55372.0,58423.0,63075.0,64850.0,67884.0,72250.0,77739.0,85575.0,89854.0,93594.0,98415.0,102113.0,107389.0,31122.0
58,2406,SIMON Michel,,SEH,58,Fr,107389.0,6144.0,11439.0,16086.0,24206.0,32169.0,33809.0,37970.0,40511.0,42890.0,50880.0,55374.0,58432.0,63107.0,64853.0,67887.0,72252.0,77743.0,85577.0,89857.0,93690.0,98418.0,102111.0,107389.0,31122.0
59,98,JOURDHEUIL Xavier,UULTRA-FONDUS 73,V1H,60,FR,107518.0,,11153.0,15305.0,23102.0,30365.0,31942.0,36182.0,38623.0,41008.0,47398.0,51371.0,53992.0,58815.0,60755.0,63923.0,68069.0,73714.0,82209.0,86673.0,90156.0,95746.0,100245.0,107518.0,31251.0
60,2696,BERGUERAND Patrice,VALLORCINE,V1H,61,FR,107555.0,,11029.0,15488.0,22547.0,31193.0,32820.0,37300.0,39610.0,41697.0,51796.0,55860.0,58717.0,63283.0,65086.0,67945.0,73463.0,79409.0,87408.0,91651.0,94947.0,98817.0,102673.0,107555.0,31288.0
61,2833,VAGLIASINDI Marco,,SEH,62,IT,107567.0,,10252.0,14521.0,22447.0,29374.0,31002.0,35408.0,37573.0,39688.0,45482.0,50392.0,53315.0,57963.0,59674.0,62696.0,67518.0,73259.0,80680.0,86404.0,90003.0,95759.0,99905.0,107567.0,31300.0
62,1383,HOLTON Pete,TAUNTON ATHLETICS CLUB,SEH,63,GB,107747.0,,10922.0,15685.0,23820.0,31694.0,33658.0,38345.0,41593.0,44425.0,50253.0,54925.0,58328.0,62791.0,64568.0,67583.0,71416.0,76871.0,83561.0,87602.0,91267.0,97012.0,101524.0,107747.0,31480.0
63,63,BARBIER Florent,REVE DE CIME,V1H,64,Fr,107824.0,,9338.0,13392.0,20922.0,27503.0,29169.0,33307.0,35942.0,38453.0,44754.0,49344.0,52253.0,57001.0,58975.0,62357.0,67161.0,73129.0,79661.0,84519.0,88569.0,94938.0,99973.0,107824.0,31557.0
64,1070,PLANES Lionel,UFO - Yoyo,SEH,65,FR,109070.0,,12534.0,17414.0,25024.0,32513.0,34262.0,38918.0,41431.0,43910.0,50684.0,55256.0,58417.0,63280.0,65362.0,68717.0,73761.0,79212.0,85425.0,89604.0,93586.0,98758.0,103080.0,109070.0,32803.0
65,2241,LESTRADE Stephane,,SEH,66,FR,109228.0,,9992.0,14357.0,21794.0,29538.0,31077.0,35533.0,37980.0,40194.0,47954.0,53043.0,55772.0,60704.0,62069.0,64853.0,68751.0,74737.0,84590.0,89061.0,93615.0,98777.0,103200.0,109228.0,32961.0
66,1575,BOSSONNEY Denis,ATHLE ST JULIEN 74,V1H,67,FR,109244.0,,10677.0,15799.0,23884.0,31570.0,33260.0,37695.0,40416.0,42883.0,50913.0,54960.0,58191.0,62940.0,64764.0,67876.0,72460.0,77809.0,84398.0,88870.0,93047.0,98801.0,103413.0,109244.0,32977.0
67,1169,STEEMAN Alain,LES COUREURS CELESTES,SEH,68,BE,109362.0,,12203.0,17057.0,26147.0,33738.0,35605.0,40684.0,43118.0,45207.0,53700.0,58371.0,61079.0,66440.0,68497.0,71734.0,76851.0,82698.0,91055.0,94126.0,97223.0,100977.0,104183.0,109362.0,33095.0
68,110,HUDRY Jean Francois,,V1H,69,FR,109771.0,,10565.0,14990.0,23113.0,30419.0,32213.0,36469.0,39178.0,41732.0,47695.0,52644.0,55983.0,60872.0,63169.0,66082.0,70391.0,76146.0,83704.0,88218.0,92258.0,97873.0,102788.0,109771.0,33504.0
69,52,SICURELLI Ernesto,PARTNERSCHAFT DAVOS/CHAMONIX,V2H,70,CH,109855.0,,11223.0,15779.0,24002.0,31373.0,33079.0,37268.0,39987.0,42786.0,48716.0,53149.0,56112.0,60712.0,62377.0,65563.0,69684.0,75453.0,83003.0,87682.0,91722.0,97881.0,102592.0,109855.0,33588.0
70,84,BLANC Gérard,SPIRIDON AURILLAC,V2H,71,Fr,110165.0,5469.0,10444.0,14787.0,22634.0,30097.0,31749.0,36174.0,38877.0,41520.0,48569.0,53169.0,56215.0,61401.0,63656.0,66983.0,71521.0,77207.0,84144.0,88283.0,92368.0,98790.0,103404.0,110165.0,33898.0
71,1674,AMIEL Alain,BORDES SPORT,V2H,71,Fr,110165.0,,11079.0,15256.0,22545.0,30095.0,31743.0,36149.0,38484.0,40854.0,46928.0,51593.0,55470.0,61591.0,63361.0,66832.0,71214.0,77211.0,84139.0,88300.0,93035.0,98797.0,103409.0,110165.0,33898.0
72,149,LAFFORGUE Olivier,,SEH,73,FR,110264.0,,11217.0,16001.0,,,33673.0,38271.0,,43382.0,50304.0,,58234.0,,65473.0,69261.0,73459.0,79016.0,90318.0,94351.0,,100207.0,104899.0,110264.0,33997.0
73,1529,DUPENLOUP Pascal,,SEH,74,FR,110500.0,,14814.0,19560.0,27719.0,35696.0,37269.0,41765.0,43874.0,46036.0,52516.0,56837.0,59605.0,65230.0,67246.0,70242.0,74475.0,79778.0,87410.0,93792.0,96903.0,101433.0,105120.0,110500.0,34233.0
74,1128,DE LATTRE Christophe,SC VILLARS,V1H,75,CH,110939.0,6461.0,12071.0,16674.0,24435.0,31867.0,33567.0,37699.0,40003.0,42215.0,48824.0,53101.0,56098.0,61018.0,62850.0,65953.0,70269.0,76114.0,84349.0,88789.0,92838.0,99187.0,104264.0,110939.0,34672.0
75,2371,TONDINI Dominique,AC CORTE,SEH,75,Fr,110939.0,,12318.0,17308.0,24929.0,32179.0,33811.0,37772.0,40253.0,42463.0,48350.0,53105.0,56102.0,61020.0,62853.0,65951.0,70270.0,76103.0,84351.0,88793.0,92841.0,99191.0,104265.0,110939.0,34672.0
76,1870,VANCASSEL Olivier,,SEH,77,FR,111232.0,,11553.0,16975.0,25841.0,34611.0,36114.0,40681.0,42571.0,44384.0,54347.0,58646.0,61581.0,66615.0,68293.0,71889.0,75596.0,80831.0,87773.0,91396.0,94863.0,100204.0,105227.0,111232.0,34965.0
77,198,PINEAU Eric,SPEEDY US DE PROVENCE,V1H,78,FR,111383.0,6535.0,12014.0,16962.0,25129.0,32838.0,34653.0,39147.0,41477.0,43581.0,51609.0,55986.0,58831.0,63879.0,65717.0,68992.0,73748.0,78640.0,87290.0,91888.0,96047.0,102253.0,106059.0,111383.0,35116.0
78,85,MEYNADIER Dominique,SPORT EVENEMENTS,V1H,79,FR,111468.0,,10902.0,15795.0,23675.0,31526.0,33358.0,37533.0,40047.0,42488.0,49646.0,54085.0,57098.0,62368.0,64233.0,67240.0,72821.0,77944.0,87474.0,91350.0,96118.0,101106.0,105811.0,111468.0,35201.0
79,1313,GIBAUD patrice,,V1H,79,FR,111468.0,5330.0,9946.0,14426.0,22170.0,30297.0,32013.0,36465.0,39190.0,41566.0,48985.0,53961.0,57287.0,62883.0,65172.0,68834.0,73749.0,79052.0,88448.0,92631.0,96318.0,101567.0,105838.0,111468.0,35201.0
80,2697,BRAGG Jez,,SEH,79,GB,111468.0,,10197.0,14231.0,21585.0,28774.0,30187.0,34305.0,36483.0,39247.0,45295.0,49431.0,52444.0,57408.0,59007.0,61918.0,66014.0,71556.0,79090.0,84911.0,89192.0,95646.0,102142.0,111468.0,35201.0
81,2873,CHACORNAC Olivier,13E BCA,SEH,79,Fr,111468.0,,,,22736.0,31103.0,,,39365.0,,,55932.0,,64530.0,66903.0,,,,88450.0,,,,,111468.0,35201.0
82,1743,GALLOVITS Reinhard,,SEH,83,AT,111577.0,,10616.0,14617.0,22751.0,29858.0,31843.0,36194.0,38882.0,41145.0,50220.0,55785.0,59984.0,67483.0,69093.0,71219.0,74248.0,79676.0,89562.0,93777.0,97419.0,102531.0,106311.0,111577.0,35310.0
83,162,MARTIN Pascal,,SEH,84,FR,112062.0,,9740.0,13638.0,21537.0,28394.0,30181.0,34337.0,36883.0,39378.0,44968.0,50714.0,55040.0,60442.0,63176.0,66096.0,70433.0,76474.0,85145.0,90157.0,94703.0,102163.0,106812.0,112062.0,35795.0
84,1896,COLLETER Thomas,1705,SEH,84,FR,112062.0,,11239.0,16203.0,23854.0,32812.0,34446.0,38990.0,40961.0,42872.0,51364.0,55665.0,58520.0,63666.0,65528.0,69278.0,73839.0,79010.0,86871.0,91279.0,94990.0,100408.0,105223.0,112062.0,35795.0
85,83,GAYMAY jacques,UFO / SNCF / FLEURBAIX,V2H,86,Fr,112973.0,,10887.0,15611.0,24473.0,32155.0,33985.0,38721.0,41235.0,43264.0,49710.0,54525.0,57516.0,62657.0,64049.0,66755.0,71516.0,77708.0,85555.0,89987.0,94901.0,101331.0,106275.0,112973.0,36706.0
86,165,GRIMMIAUX Vincent,TOULOUSE TRIATHLON,SEH,87,BE,113003.0,,9770.0,13943.0,21138.0,28391.0,30011.0,34484.0,36881.0,39240.0,47334.0,52742.0,55799.0,62229.0,63806.0,66968.0,71523.0,77564.0,86285.0,90462.0,95114.0,101297.0,106277.0,113003.0,36736.0
87,1356,BAUD Patrice,,SEH,88,FR,113032.0,5864.0,10802.0,14845.0,21581.0,27966.0,29262.0,33039.0,35052.0,37031.0,44495.0,48805.0,51562.0,56341.0,57992.0,60827.0,64990.0,70609.0,79496.0,84202.0,87737.0,95496.0,102319.0,113032.0,36765.0
