,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,timediff
0,2212,THEVENARD Xavier,ASICS,SEH,1,FR,74097.0,4719.0,6785.0,10456.0,13710.0,17338.0,19017.0,,25409.0,27870.0,29223.0,30663.0,34345.0,37397.0,39567.0,42770.0,46080.0,51792.0,56525.0,59225.0,62795.0,64720.0,70223.0,71304.0,74097.0,0.0
1,2202,HERAS HERNANDEZ Miguel Angel,SALOMON,SEH,2,ES,75248.0,4771.0,6957.0,10696.0,13869.0,17422.0,19074.0,24096.0,25419.0,27764.0,29219.0,30662.0,33985.0,37067.0,39306.0,43054.0,46668.0,52291.0,57058.0,59933.0,63767.0,65793.0,71170.0,72509.0,75248.0,1151.0
2,12,DOMINGUEZ LEDO Javier,KIROLAK-CM  GAZTEIZ,SEH,3,ES,76658.0,4872.0,6929.0,10659.0,13902.0,17449.0,19049.0,24273.0,25612.0,28096.0,29563.0,31053.0,34786.0,37900.0,40019.0,43516.0,46981.0,53211.0,58150.0,60921.0,64965.0,67021.0,72442.0,73839.0,76658.0,2561.0
3,2203,OLSON Timothy,THE NORTH FACE,SEH,4,US,77903.0,4769.0,6989.0,10876.0,14072.0,17493.0,19378.0,24639.0,26336.0,28847.0,30582.0,32263.0,36095.0,39565.0,41816.0,45264.0,49447.0,55979.0,60886.0,63783.0,67616.0,69563.0,73872.0,75184.0,77903.0,3806.0
4,3,FOOTE Michael,THE NORTH FACE,SEH,5,US,78799.0,5085.0,7334.0,11303.0,14732.0,18480.0,20372.0,25724.0,27228.0,29577.0,31237.0,32899.0,36507.0,40232.0,42578.0,46172.0,50061.0,56286.0,61003.0,64050.0,67614.0,69624.0,74372.0,75791.0,78799.0,4702.0
5,2206,CHORIER Julien,,SEH,6,FR,79691.0,4573.0,6577.0,10365.0,13671.0,17345.0,19122.0,24099.0,25416.0,27763.0,29210.0,30665.0,34228.0,37399.0,39566.0,42886.0,46622.0,52959.0,58674.0,61707.0,66244.0,68929.0,74838.0,76459.0,79691.0,5594.0
6,44,BOSIO Rory,THE NORTH FACE,SEF,7,US,81446.0,5228.0,7518.0,11842.0,15707.0,19592.0,21448.0,26885.0,28394.0,30992.0,32538.0,34247.0,37967.0,41431.0,43772.0,47455.0,51449.0,57179.0,61869.0,64975.0,69201.0,71433.0,77192.0,78621.0,81446.0,7349.0
7,23,COLLOMB-PATTON Bertrand,CAEN ATHLETIC CLUB,SEH,8,FR,83656.0,4809.0,6908.0,11057.0,14606.0,18309.0,20055.0,25718.0,27245.0,29876.0,31549.0,33237.0,37057.0,40799.0,43347.0,47146.0,51154.0,57286.0,62488.0,65594.0,69794.0,72176.0,78476.0,80320.0,83656.0,9559.0
8,8,LEJEUNE Arnaud,"TEAM HOKA, LOU TAVAN",SEH,9,FR,83885.0,4764.0,6744.0,10726.0,14346.0,18152.0,19797.0,25276.0,26676.0,29213.0,30661.0,32179.0,36275.0,39788.0,42094.0,46260.0,50155.0,56665.0,62512.0,65595.0,70304.0,72752.0,79083.0,80686.0,83885.0,9788.0
9,14,TIDD John,,V2H,10,ES,83907.0,5474.0,7751.0,12097.0,15762.0,19723.0,21561.0,27264.0,28749.0,31563.0,33210.0,34885.0,38961.0,42478.0,44821.0,48808.0,52737.0,58753.0,64019.0,67116.0,71517.0,73726.0,79614.0,81110.0,83907.0,9810.0
10,2207,BRAGG Jez,THE NORTH FACE,SEH,11,GB,85801.0,5217.0,7450.0,11994.0,15715.0,19736.0,21775.0,27684.0,29288.0,32091.0,33891.0,35645.0,39745.0,43415.0,45950.0,49946.0,53851.0,60475.0,65912.0,69006.0,73349.0,75657.0,81373.0,82800.0,85801.0,11704.0
11,20,MOALIC Ronan,Team VIBRAM,V1H,12,FR,86044.0,5211.0,7355.0,12052.0,15816.0,19686.0,21527.0,27615.0,29195.0,32145.0,33845.0,35603.0,40376.0,44075.0,46545.0,50848.0,54564.0,61476.0,67301.0,70329.0,74828.0,76937.0,82303.0,83583.0,86044.0,11947.0
12,2210,TAMANG Aite,Nepalese Army,SEH,13,NP,86242.0,5194.0,7413.0,11727.0,15407.0,19490.0,21184.0,26636.0,28213.0,30831.0,32451.0,34111.0,38172.0,41657.0,44230.0,48232.0,52379.0,59666.0,65916.0,69008.0,73838.0,75984.0,81761.0,83185.0,86242.0,12145.0
13,2645,BROGNIART Stéphane,THE NORTH FACE,SEH,14,FR,86531.0,4898.0,7114.0,11083.0,14779.0,18611.0,20632.0,26297.0,27955.0,30593.0,32450.0,34223.0,38177.0,41848.0,44377.0,48209.0,52377.0,59149.0,64750.0,68357.0,72970.0,75765.0,81826.0,83473.0,86531.0,12434.0
14,3692,JOHANSSON Johan,TRANGSVIKEN,SEH,15,SE,86733.0,5183.0,7428.0,11806.0,15584.0,19612.0,21511.0,27881.0,29685.0,32606.0,34396.0,36380.0,40489.0,44437.0,46897.0,50850.0,54519.0,60890.0,66285.0,69432.0,73612.0,76236.0,82314.0,83640.0,86733.0,12636.0
15,2226,MAYER Alexandre,RAID LIGHT,SEH,16,FR,86734.0,5046.0,7349.0,11332.0,14902.0,18980.0,20985.0,26938.0,28678.0,31629.0,33533.0,35617.0,39975.0,44037.0,46640.0,50534.0,54554.0,61378.0,67044.0,70056.0,74169.0,76438.0,82053.0,83628.0,86734.0,12637.0
16,73,JAMES Andrew,SALOMON / NEWBURY ATHLETICS CLUB,SEH,17,GB,87277.0,4896.0,7115.0,11032.0,14532.0,18487.0,20352.0,25927.0,27469.0,30489.0,32311.0,34124.0,39334.0,43391.0,46281.0,50856.0,54932.0,61294.0,66657.0,69933.0,74639.0,76982.0,82980.0,84473.0,87277.0,13180.0
17,2227,TSANG Siu Keung,THE NORTH FACE,SEH,18,HK,87358.0,5297.0,7555.0,11937.0,15830.0,20230.0,22137.0,28678.0,30323.0,33493.0,35197.0,36913.0,41728.0,45654.0,48226.0,52351.0,56020.0,62516.0,68060.0,71193.0,75573.0,77721.0,83281.0,84604.0,87358.0,13261.0
18,2251,PICAS Núria,BUFF,SEF,19,ES,88340.0,5234.0,7459.0,11654.0,15501.0,19654.0,21529.0,27709.0,29331.0,32327.0,34219.0,35830.0,40175.0,44179.0,46982.0,51410.0,55693.0,62315.0,68023.0,71240.0,75633.0,77975.0,83886.0,85380.0,88340.0,14243.0
19,29,KEITH Eoin,Ultrarunning Ireland,V1H,20,IE,89052.0,5202.0,7427.0,11397.0,14939.0,19180.0,21071.0,26857.0,28350.0,31141.0,32970.0,34889.0,38957.0,42848.0,45437.0,49625.0,53928.0,60914.0,66778.0,70419.0,75431.0,78060.0,84331.0,86019.0,89052.0,14955.0
20,37,ROCA RODRIGUEZ Emma,CEC,V1F,21,ES,89294.0,5220.0,7515.0,11715.0,15587.0,19842.0,21869.0,28038.0,29802.0,32889.0,34888.0,36764.0,41074.0,45292.0,48077.0,52047.0,56032.0,62712.0,68475.0,71748.0,76442.0,78795.0,84746.0,86350.0,89294.0,15197.0
21,2241,CALISTO Gonzalo,UNIVERSIDAD SAN FRANCISCO,SEH,22,EC,91106.0,5128.0,7355.0,11774.0,15831.0,20123.0,22209.0,28315.0,29981.0,32693.0,34646.0,36681.0,41090.0,44870.0,47659.0,51776.0,55870.0,62229.0,68086.0,71682.0,76342.0,78769.0,85390.0,87366.0,91106.0,17009.0
22,2651,HORST Daniel,MÜCKE &amp; MCLANE - GROJOS LTF ELVERSBERG,SEH,23,DE,91417.0,6021.0,8452.0,12839.0,16827.0,21304.0,23493.0,29866.0,31666.0,34506.0,36498.0,38561.0,43486.0,47713.0,50529.0,54338.0,58148.0,64667.0,70569.0,73881.0,78486.0,80952.0,87186.0,88702.0,91417.0,17320.0
23,54,JOUBAND Frederic,ROUTE ET SENTIER,V1H,24,FR,91505.0,5418.0,7832.0,12294.0,16017.0,20196.0,22283.0,28773.0,30512.0,33535.0,35366.0,37430.0,42247.0,46351.0,49196.0,53494.0,57298.0,63926.0,70260.0,73705.0,78200.0,80484.0,86857.0,88549.0,91505.0,17408.0
24,4335,IRAIZOZ Aitor,TXURREGI,SEH,25,ES,91706.0,5636.0,8063.0,12810.0,17301.0,21667.0,23795.0,30630.0,32414.0,35730.0,37872.0,40213.0,45823.0,50425.0,53357.0,57827.0,62006.0,68546.0,73517.0,76194.0,80361.0,82364.0,87823.0,89028.0,91706.0,17609.0
25,3268,HABEMONT Jean-Lou,JOGGING CLUB SEYSSOIS,SEH,26,FR,92068.0,5844.0,8408.0,13311.0,17549.0,21936.0,24223.0,30982.0,32810.0,35855.0,37891.0,39887.0,44630.0,48746.0,51475.0,55246.0,59329.0,66837.0,73164.0,76385.0,80761.0,83038.0,88211.0,89577.0,92068.0,17971.0
26,24,KADUNC David,SALOMON TEAM - TEKASKI FORUM,SEH,27,SI,92139.0,5464.0,7827.0,12402.0,16079.0,19919.0,21908.0,28021.0,29725.0,32755.0,34719.0,36762.0,41419.0,45575.0,48277.0,52373.0,56611.0,64124.0,70060.0,73737.0,78616.0,81373.0,87713.0,89232.0,92139.0,18042.0
27,3269,SAEZ MARQUES Francisco,GR33-TOTTRAIL,SEH,28,ES,92427.0,5625.0,8007.0,12920.0,17229.0,21549.0,23612.0,30180.0,31829.0,35336.0,37210.0,39232.0,44478.0,48536.0,51338.0,55435.0,59321.0,65968.0,71790.0,75326.0,79930.0,82367.0,88486.0,89774.0,92427.0,18330.0
28,2246,DROZ Gaël,CLUB ATHLETIQUE COURTELARY,SEH,29,CH,92832.0,5057.0,7280.0,11505.0,15417.0,19618.0,21520.0,27513.0,29294.0,32330.0,34331.0,36315.0,41431.0,45928.0,48721.0,52673.0,57100.0,64543.0,70689.0,74420.0,78940.0,81764.0,88219.0,89869.0,92832.0,18735.0
29,4486,SOLE DUOCASTELLA Francesc,A.E.MATXACUCA,SEH,30,ES,93570.0,5001.0,7210.0,11438.0,15383.0,19355.0,21385.0,27557.0,29316.0,32496.0,34492.0,36467.0,41078.0,44868.0,47745.0,52104.0,56354.0,63936.0,70258.0,74016.0,78998.0,81882.0,88556.0,90142.0,93570.0,19473.0
30,33,GIRAUD-SAUVEUR Herve,TEAM LAFUMA,V1H,31,FR,94035.0,4811.0,7030.0,11027.0,14560.0,18594.0,20639.0,26181.0,27862.0,30493.0,32385.0,34182.0,38522.0,43567.0,46484.0,50859.0,56039.0,64051.0,70922.0,74638.0,78814.0,81426.0,88111.0,90280.0,94035.0,19938.0
31,4801,DILMI LUDOVIC,XTREM RUNNING TRAIL,V1H,32,FR,94975.0,5274.0,7638.0,12082.0,15803.0,20103.0,22101.0,28282.0,29999.0,33325.0,35268.0,37284.0,42472.0,46993.0,49762.0,54363.0,58927.0,65821.0,72354.0,76043.0,81065.0,83549.0,90419.0,92242.0,94975.0,20878.0
32,3444,SAENZ Martin,,SEH,33,EC,95206.0,5222.0,7562.0,12096.0,15940.0,20192.0,22240.0,28334.0,30233.0,33100.0,35010.0,37119.0,41821.0,45725.0,48407.0,52257.0,56616.0,63929.0,70261.0,74117.0,79015.0,81973.0,88701.0,90771.0,95206.0,21109.0
33,55,BURNET Jean,CMBM,SEH,34,FR,95253.0,5125.0,7432.0,11877.0,15868.0,19888.0,22010.0,28409.0,30215.0,33111.0,35098.0,36924.0,42771.0,46710.0,49427.0,53284.0,57385.0,64791.0,71524.0,75471.0,80571.0,83354.0,90140.0,91950.0,95253.0,21156.0
34,226,COLACO Joao,NEL - Pédatleta,SEH,35,PT,95583.0,5514.0,8004.0,12785.0,17190.0,21681.0,24068.0,30870.0,32795.0,36222.0,38468.0,40851.0,46751.0,51166.0,54000.0,57905.0,61917.0,68617.0,74260.0,77708.0,82291.0,84651.0,90724.0,92390.0,95583.0,21486.0
35,2220,TUCKEY Andrew,,SEH,36,AU,95639.0,4990.0,7287.0,11152.0,14640.0,18795.0,21028.0,27529.0,29641.0,32845.0,34989.0,37330.0,46506.0,50270.0,52765.0,57016.0,61757.0,68701.0,74485.0,77936.0,82351.0,84721.0,91022.0,92676.0,95639.0,21542.0
36,4575,GRASEL Florian,SHARXX ALPINE TEAM,SEH,37,AT,95838.0,5725.0,8121.0,12723.0,16680.0,20910.0,22952.0,29268.0,31014.0,34082.0,36052.0,38069.0,43107.0,47919.0,50642.0,54752.0,59051.0,66190.0,73305.0,76719.0,81925.0,84300.0,90805.0,92559.0,95838.0,21741.0
37,3279,CALDERON GUILLEN Antonio,RUNNING PEACE WORLD,SEH,38,ES,95849.0,5115.0,7335.0,12081.0,15871.0,20144.0,22135.0,28770.0,30524.0,33650.0,35572.0,37686.0,43136.0,46920.0,49620.0,54145.0,58184.0,65756.0,73092.0,76826.0,82407.0,84975.0,91935.0,93312.0,95849.0,21752.0
38,3019,HOARAU Jean-Hugo,EMHM CHAMONIX / TEAM RAIDLIGHT /  ASPTT ANNECY,SEH,39,FR,96006.0,4811.0,7020.0,11333.0,15332.0,19875.0,22164.0,28810.0,30497.0,33828.0,36064.0,38080.0,43410.0,47796.0,50694.0,55413.0,59720.0,66909.0,73338.0,76901.0,82376.0,84646.0,91430.0,93239.0,96006.0,21909.0
39,3943,ABLANEDO Daniel,AVIENTU,SEH,40,ES,96377.0,5633.0,7842.0,12687.0,17263.0,21730.0,23790.0,30634.0,32302.0,35463.0,37458.0,39702.0,45762.0,49538.0,52381.0,56544.0,60343.0,67624.0,73674.0,77526.0,82534.0,84984.0,91565.0,93081.0,96377.0,22280.0
40,3689,COINTEPAS Nicolas,Kikourou,V1H,41,FR,96395.0,5585.0,7991.0,12754.0,16633.0,20964.0,23146.0,29581.0,31395.0,34644.0,36634.0,38705.0,43664.0,47799.0,50639.0,55216.0,59511.0,66594.0,73015.0,76662.0,81842.0,84403.0,91274.0,93109.0,96395.0,22298.0
41,114,ADAMS Thomas,,SEH,42,GB,96597.0,5177.0,7407.0,12291.0,16433.0,20730.0,22945.0,29516.0,31414.0,34692.0,36675.0,38813.0,43606.0,47832.0,50813.0,55166.0,59321.0,66383.0,72981.0,76657.0,81751.0,84597.0,91430.0,93304.0,96597.0,22500.0
42,4769,DURAND Bruno,LES CHAMOIS DU NIVOLET,V1H,42,FR,96597.0,5338.0,7899.0,12731.0,17005.0,21334.0,23630.0,30510.0,32573.0,35787.0,37984.0,40212.0,45076.0,49218.0,51992.0,56200.0,60633.0,67874.0,74059.0,77814.0,82460.0,85112.0,91694.0,93471.0,96597.0,22500.0
43,2255,VALLDEORIOLA BLANCAFORT Xavier,BASE ESPORTS ESTEL,SEH,44,ES,97055.0,5405.0,7817.0,12765.0,17077.0,21403.0,23610.0,30582.0,32481.0,35967.0,37924.0,40219.0,46006.0,50207.0,53248.0,57259.0,61426.0,68303.0,74439.0,77805.0,82064.0,84618.0,91475.0,93646.0,97055.0,22958.0
44,4669,BERNAD BLASCO Victor,MERIDIANO CERO - IN RACE,SEH,45,ES,97730.0,5626.0,8006.0,12951.0,17242.0,21547.0,23591.0,30182.0,31838.0,35338.0,37183.0,39239.0,44482.0,48452.0,51327.0,55189.0,59149.0,65685.0,71792.0,75800.0,80431.0,83489.0,90557.0,92663.0,97730.0,23633.0
45,46,BALDUCHELLI Yan,MAMMUT / Ride Spirit,SEH,46,CH,98034.0,5175.0,7485.0,12303.0,16562.0,21008.0,23053.0,29426.0,31231.0,34732.0,36794.0,38711.0,44007.0,48729.0,51687.0,56127.0,60596.0,67623.0,73770.0,77172.0,83265.0,86207.0,93385.0,95105.0,98034.0,23937.0
46,4572,BROCHARD Laurent,,V1H,47,FR,98097.0,5660.0,8071.0,12894.0,16890.0,21122.0,23181.0,29762.0,31568.0,34677.0,36657.0,39120.0,44161.0,48832.0,51848.0,55972.0,60219.0,67635.0,74008.0,78010.0,83335.0,86569.0,93526.0,95057.0,98097.0,24000.0
47,4580,LESJAK Goran,AK SLJEME-JASTREB EXTREME CLUB,SEH,48,HR,98379.0,5014.0,7220.0,11601.0,15561.0,19659.0,21802.0,27995.0,29698.0,32705.0,34644.0,36690.0,42000.0,45925.0,49002.0,53379.0,57189.0,64667.0,70852.0,75663.0,81412.0,84449.0,91599.0,93843.0,98379.0,24282.0
48,2230,CONWAY Terry,,SEH,49,GB,98595.0,5545.0,7835.0,13296.0,17819.0,22474.0,24757.0,32038.0,33797.0,37165.0,39018.0,40994.0,45667.0,49433.0,52049.0,55882.0,59720.0,67112.0,73695.0,77244.0,82394.0,85129.0,92709.0,95067.0,98595.0,24498.0
49,59,MUDARRA SANCHEZ Miguel,HOCKEY ALCALA,V1H,50,ES,98710.0,5536.0,7950.0,13050.0,17572.0,22175.0,24306.0,31208.0,33091.0,36542.0,38623.0,40724.0,46373.0,50940.0,53662.0,58182.0,62449.0,70223.0,77469.0,80669.0,85274.0,87440.0,94136.0,95822.0,98710.0,24613.0
50,4556,LARROTCHA Juan Jose,VANTA NUTRITION/SMART-TEC,V1H,51,ES,99174.0,5713.0,8151.0,12617.0,16758.0,21164.0,23300.0,29744.0,31482.0,34497.0,36349.0,38377.0,43028.0,46970.0,49617.0,54143.0,58182.0,65753.0,73088.0,76828.0,82417.0,85205.0,93094.0,94980.0,99174.0,25077.0
51,2236,SANCHEZ SAEZ Sebastian,C.A. MARATHON CREVILLENT,SEH,52,ES,99175.0,5551.0,7934.0,12462.0,16566.0,20718.0,22648.0,29255.0,31120.0,34292.0,36174.0,38072.0,43138.0,46917.0,49615.0,54176.0,58185.0,65762.0,73089.0,76831.0,82588.0,85221.0,93097.0,94975.0,99175.0,25078.0
52,3518,TEJERO MADRIGAL Sergio Luis,,SEH,53,ES,99206.0,5897.0,8371.0,13350.0,17682.0,22138.0,24182.0,30985.0,32744.0,35940.0,37803.0,39731.0,44945.0,49033.0,51911.0,56538.0,60892.0,68265.0,74612.0,,84466.0,87380.0,94709.0,96429.0,99206.0,25109.0
53,141,ZALDUNBIDE LEGARRA Erlantz,ZALDAI MENDI TALDEA,SEH,54,ES,99236.0,5490.0,7849.0,12868.0,17258.0,21659.0,23724.0,30628.0,32406.0,35733.0,37867.0,40066.0,45820.0,50853.0,53360.0,57824.0,62010.0,69497.0,76338.0,80669.0,85432.0,87884.0,94869.0,96442.0,99236.0,25139.0
54,2554,MENDE Uwe,,V1H,55,DE,99354.0,6261.0,8840.0,14632.0,19145.0,23878.0,26270.0,32805.0,34747.0,38055.0,40092.0,42348.0,47077.0,51131.0,53826.0,58297.0,62912.0,70256.0,76299.0,80669.0,85139.0,87894.0,94271.0,96121.0,99354.0,25257.0
55,70,MEYNET Olivier,LOU TAVAN,SEH,56,FR,99917.0,5202.0,7517.0,12153.0,16297.0,20748.0,22644.0,28789.0,30449.0,33369.0,35193.0,36986.0,41157.0,45212.0,47918.0,52069.0,56248.0,63789.0,71052.0,76363.0,81702.0,85000.0,93029.0,95365.0,99917.0,25820.0
56,56,FORI Katia,TEAM TECNICA,V1F,57,IT,100125.0,5934.0,8371.0,13098.0,17082.0,21337.0,23543.0,30110.0,31867.0,35048.0,37091.0,39223.0,44410.0,49289.0,52151.0,56681.0,61012.0,68256.0,74393.0,77868.0,83036.0,85898.0,94038.0,96191.0,100125.0,26028.0
57,4043,BINET NICOLAS,TEAM SPORT ET NEIGE,SEH,58,FR,100158.0,6187.0,8940.0,14552.0,18884.0,23355.0,25659.0,32610.0,34544.0,37525.0,39641.0,41895.0,47358.0,51245.0,53893.0,57915.0,62238.0,68796.0,76081.0,,84376.0,87718.0,94861.0,96622.0,100158.0,26061.0
58,247,FURUTA Shigeru,,V1H,59,JP,100331.0,5534.0,7802.0,13222.0,18170.0,23215.0,25502.0,32672.0,34537.0,37912.0,39902.0,41914.0,47601.0,52140.0,54897.0,59174.0,63468.0,71223.0,77139.0,80669.0,86150.0,88749.0,95450.0,97049.0,100331.0,26234.0
59,3860,HERMANN Dani,,SEH,60,CH,100545.0,6027.0,8595.0,13264.0,17547.0,22159.0,24536.0,31758.0,34046.0,38282.0,40633.0,43020.0,49676.0,53765.0,56615.0,60870.0,65419.0,72269.0,78001.0,82422.0,86656.0,88884.0,95168.0,97389.0,100545.0,26448.0
60,4247,KALLIONIEMI Jussi,LUPUS EXTREME,V1H,61,FI,100625.0,5925.0,8373.0,13545.0,17814.0,22074.0,24293.0,31023.0,32694.0,36035.0,38235.0,40490.0,46500.0,50749.0,53474.0,57725.0,62066.0,69821.0,77004.0,80489.0,85759.0,88302.0,95747.0,97379.0,100625.0,26528.0
61,3237,OAKES Duncan,ST AUSTELL RUNNING CLUB,V1H,62,GB,100626.0,6004.0,8564.0,13488.0,17659.0,22023.0,24237.0,31130.0,32954.0,36342.0,38383.0,40502.0,46503.0,50746.0,53477.0,57728.0,62063.0,69815.0,77001.0,80489.0,85753.0,88213.0,95750.0,97376.0,100626.0,26529.0
62,4464,DIDE Michael,GENERATION TRAIL BLOIS,V1H,63,FR,100764.0,5272.0,7638.0,12091.0,16045.0,20284.0,22457.0,28893.0,30728.0,33945.0,35996.0,38093.0,43400.0,47618.0,50887.0,55717.0,60015.0,67627.0,75857.0,80489.0,84880.0,87903.0,95446.0,97420.0,100764.0,26667.0
63,3020,CARVALHO DA MOTA Luis Carlos,CA FERREIRA DO ZEZERE,V1H,64,PT,100817.0,4820.0,6907.0,10778.0,14443.0,18579.0,20632.0,26745.0,28345.0,31462.0,33554.0,35800.0,40309.0,45078.0,50558.0,55873.0,60268.0,67680.0,75137.0,80669.0,85777.0,88459.0,95905.0,98012.0,100817.0,26720.0
64,3126,ZIMNY Oskar,WEEKENDOWY RESET,SEH,65,PL,101023.0,6090.0,8620.0,13477.0,17868.0,22214.0,24562.0,31268.0,33200.0,36746.0,38872.0,41069.0,45828.0,50061.0,53004.0,57522.0,61997.0,70162.0,77241.0,80489.0,85879.0,88321.0,95519.0,97544.0,101023.0,26926.0
65,2983,DAUTREY Loic,,V1H,66,FR,101295.0,6449.0,9208.0,14431.0,18596.0,22892.0,25094.0,31725.0,33724.0,36758.0,38802.0,41216.0,46158.0,50039.0,53263.0,57510.0,62190.0,70073.0,76643.0,80669.0,86218.0,89220.0,95766.0,97451.0,101295.0,27198.0
66,3226,USSON Samuel,VELAY ATHLETISME,SEH,67,FR,101316.0,5534.0,7939.0,13301.0,17577.0,22372.0,24674.0,31761.0,33685.0,37258.0,39521.0,41885.0,47907.0,52206.0,54836.0,59376.0,63632.0,71397.0,78188.0,82514.0,87376.0,90221.0,97041.0,98738.0,101316.0,27219.0
67,2264,TRIGUEROS GARROTE Silvia Ainhoa,ZORTZIETAKOAK-GAIKAR,SEF,68,ES,101592.0,5731.0,8190.0,12996.0,17253.0,21883.0,24022.0,30949.0,32795.0,36344.0,38348.0,40263.0,45636.0,49978.0,52724.0,57506.0,62238.0,70240.0,76870.0,80669.0,86147.0,88783.0,96091.0,98128.0,101592.0,27495.0
68,2555,SAGASTUME Juan Carlos,TNF Guatemala,V1H,68,GT,101592.0,5339.0,7791.0,12817.0,17337.0,22133.0,24520.0,31671.0,33628.0,37008.0,39032.0,41257.0,46332.0,50530.0,53385.0,57553.0,62086.0,70197.0,77438.0,80669.0,86145.0,88785.0,96096.0,98126.0,101592.0,27495.0
69,4143,FLOURY Stephane,USMT ATHLE/AJTVDF,V1H,70,FR,101712.0,5495.0,7796.0,12589.0,17997.0,24543.0,26820.0,33938.0,35746.0,39283.0,41367.0,43366.0,48888.0,53199.0,55888.0,60553.0,64583.0,72052.0,78728.0,82316.0,87558.0,90164.0,97021.0,98776.0,101712.0,27615.0
70,64,BEATRICI Silvano,G.S. FRAVEGGIO,SEH,71,IT,101839.0,5085.0,7482.0,11637.0,15367.0,19476.0,21587.0,27940.0,29663.0,32960.0,34996.0,37154.0,42865.0,47535.0,50689.0,55954.0,60472.0,68297.0,74937.0,,85444.0,88615.0,96107.0,98492.0,101839.0,27742.0
71,3605,HOUGHTON Robin,WINCHESTER &amp; DISTRICT AC,V1H,72,GB,102013.0,5375.0,7800.0,12010.0,15840.0,20043.0,22131.0,28824.0,30583.0,33766.0,35790.0,37986.0,42892.0,46823.0,49508.0,53601.0,57698.0,66971.0,73647.0,,84234.0,87504.0,95015.0,97407.0,102013.0,27916.0
72,2765,ZWIGHAFT Ziv,,SEH,73,IL,102180.0,5579.0,8026.0,13572.0,18212.0,23044.0,25411.0,32455.0,34472.0,38051.0,40134.0,42316.0,47074.0,51258.0,54051.0,58437.0,62441.0,69531.0,76160.0,80669.0,85467.0,88587.0,95876.0,98195.0,102180.0,28083.0
73,4094,XAVIER Bruno,,V1H,74,FR,102363.0,6152.0,8904.0,17265.0,21576.0,26128.0,28431.0,35416.0,37307.0,40667.0,42590.0,44660.0,50124.0,54193.0,57139.0,61607.0,66992.0,74005.0,79607.0,83274.0,88198.0,90989.0,97268.0,99042.0,102363.0,28266.0
74,227,KOVACS Zsolt,EVORUNNERS,SEH,75,RO,102635.0,5856.0,8372.0,13476.0,17826.0,22642.0,24919.0,32275.0,34222.0,37570.0,39996.0,42249.0,46976.0,51239.0,53963.0,58439.0,63477.0,71377.0,77706.0,82657.0,87550.0,90463.0,97645.0,99345.0,102635.0,28538.0
75,167,PELLISSIER Joachim,TEAM HOKA SUISSE/Ride Spirit,SEH,76,CH,102835.0,5692.0,8283.0,13875.0,18750.0,23663.0,26165.0,33275.0,35535.0,39199.0,41556.0,44030.0,49385.0,53957.0,56993.0,61529.0,66548.0,73579.0,79861.0,83403.0,88092.0,90721.0,97319.0,99091.0,102835.0,28738.0
76,3886,RENAUD Jean-Daniel,TRIATHLON MACON CLUB,V1H,77,FR,102865.0,6780.0,9532.0,14738.0,18915.0,23517.0,25808.0,33090.0,35058.0,38318.0,40387.0,42631.0,48202.0,52326.0,54769.0,58948.0,63038.0,70260.0,76259.0,80069.0,85110.0,87908.0,96597.0,98747.0,102865.0,28768.0
77,61,MATSUNAGA Hiroaki,THE NORTH FACE JAPAN,SEH,78,JP,102990.0,5831.0,8513.0,13622.0,18537.0,23454.0,26115.0,33284.0,35521.0,38750.0,41009.0,43320.0,48649.0,52892.0,55778.0,60755.0,65571.0,73355.0,79981.0,84009.0,89255.0,91833.0,97885.0,99709.0,102990.0,28893.0
78,3172,CONVERT Jean Marc,SPORTS NATURE GARGOMANCOIS,V1H,79,FR,103010.0,5901.0,8424.0,13890.0,18326.0,23204.0,25497.0,32889.0,34803.0,38685.0,40866.0,42977.0,48502.0,52783.0,55560.0,60389.0,64636.0,72430.0,79080.0,83163.0,88594.0,91276.0,98060.0,99869.0,103010.0,28913.0
79,86,BENITO CORNEJO Jose V.,KULUM SPORT,SEH,80,ES,103321.0,5829.0,8330.0,13614.0,18269.0,22928.0,25117.0,32396.0,34426.0,37984.0,40195.0,42470.0,49219.0,54094.0,57346.0,62732.0,66630.0,74277.0,81178.0,84994.0,89840.0,92234.0,98565.0,100094.0,103321.0,29224.0
80,4414,SPERKA Tamás,OLIWORLD.HU,V1H,81,HU,103460.0,6077.0,8804.0,14155.0,18403.0,22803.0,24897.0,31624.0,33459.0,36799.0,38809.0,40853.0,46002.0,50135.0,53101.0,57571.0,61910.0,69810.0,76876.0,82213.0,86833.0,89784.0,97437.0,99575.0,103460.0,29363.0
81,3869,ARTIGAS REIXACH Ivan,HAGLOFS,SEH,82,ES,103707.0,5724.0,8203.0,13351.0,17936.0,22755.0,25028.0,31718.0,33651.0,36861.0,38921.0,41150.0,46542.0,50889.0,53823.0,58213.0,62539.0,70767.0,77930.0,82600.0,87341.0,90408.0,97725.0,99611.0,103707.0,29610.0
