,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,timediff
309,3329,CHAUVOT Laurent,MARSEILLE TRAIL CLUB,V1H,310,FR,124061.0,6696.0,9454.0,15958.0,20918.0,25909.0,28290.0,36117.0,38233.0,42053.0,44382.0,46863.0,53663.0,58106.0,61229.0,66045.0,71124.0,80308.0,90872.0,95430.0,102484.0,106349.0,116166.0,118970.0,124061.0,49964.0
310,3976,GOBERT Yann,,SEH,311,FR,124076.0,6781.0,9757.0,15891.0,20752.0,25911.0,28559.0,36779.0,39211.0,43297.0,45896.0,48846.0,55941.0,60694.0,64569.0,69372.0,75487.0,85455.0,95060.0,100419.0,106587.0,110107.0,117570.0,120212.0,124076.0,49979.0
311,4092,RAMIER Alain,,V2H,312,FR,124108.0,6069.0,8834.0,13923.0,18273.0,23042.0,25566.0,32844.0,34934.0,38417.0,40836.0,43390.0,49994.0,54556.0,57719.0,62592.0,67697.0,76151.0,84671.0,90327.0,98107.0,102653.0,112135.0,115879.0,124108.0,50011.0
312,2558,MADRIGAL Ligia,,V1F,313,CR,124180.0,6575.0,9781.0,15612.0,20036.0,24901.0,27848.0,35801.0,38227.0,42471.0,45387.0,48536.0,53652.0,58104.0,61329.0,66232.0,71815.0,83950.0,92223.0,96832.0,103014.0,106702.0,116162.0,118977.0,124180.0,50083.0
313,102,PEROZO MOSQUERO Manuel,ADS EXTREMADURA NATURAL,V2H,314,ES,124182.0,6633.0,9592.0,15467.0,20025.0,24905.0,27516.0,35338.0,37328.0,41478.0,43875.0,46615.0,54840.0,58938.0,62081.0,68191.0,74052.0,84359.0,92575.0,96777.0,103293.0,106700.0,116562.0,119528.0,124182.0,50085.0
314,132,PALOUS Philippe,,V1H,315,FR,124202.0,6106.0,8768.0,13941.0,18585.0,23706.0,26182.0,34143.0,36591.0,40583.0,43262.0,46069.0,52268.0,57846.0,61536.0,66989.0,73000.0,83593.0,91855.0,96731.0,103130.0,106804.0,116232.0,119145.0,124202.0,50105.0
315,2938,FREITAS Luis,LF201XS,V1H,316,PT,124327.0,5984.0,8973.0,14998.0,20193.0,25162.0,27913.0,35572.0,38411.0,42192.0,44891.0,47993.0,54379.0,59052.0,62614.0,67405.0,73732.0,84356.0,91911.0,97328.0,103453.0,107571.0,116024.0,118964.0,124327.0,50230.0
316,3320,BECKER Samuel,,SEH,317,FR,124432.0,6703.0,9690.0,15468.0,20452.0,25703.0,28628.0,36570.0,38972.0,42950.0,45726.0,48678.0,54636.0,59657.0,63315.0,68642.0,72976.0,82203.0,89978.0,94434.0,100427.0,104186.0,114558.0,117979.0,124432.0,50335.0
317,2668,SAKAI Yasuo,,V1H,318,JP,124503.0,6491.0,9386.0,15278.0,20676.0,26015.0,28915.0,36684.0,39219.0,43163.0,45741.0,48904.0,56153.0,61272.0,64483.0,69793.0,75024.0,84495.0,92370.0,96076.0,101898.0,105968.0,116028.0,118968.0,124503.0,50406.0
318,3090,MARTINEZ DOMENECH Agustin,TRIVICI TEAM,V1H,319,ES,124621.0,6947.0,9920.0,15826.0,20171.0,24893.0,27433.0,35366.0,37510.0,41504.0,43880.0,46641.0,54614.0,59296.0,62775.0,68427.0,74351.0,84755.0,92572.0,97058.0,103291.0,106928.0,116560.0,119523.0,124621.0,50524.0
319,4376,DOMENGE Jean-Michel,,V1H,320,FR,124631.0,6755.0,9989.0,16779.0,21870.0,26898.0,29644.0,37864.0,40188.0,43618.0,45901.0,48496.0,54642.0,59212.0,62374.0,67117.0,72722.0,81981.0,90308.0,95519.0,101684.0,106090.0,116275.0,119254.0,124631.0,50534.0
320,3495,CODA David,TEAM ENDURANCE 06,SEH,321,FR,124632.0,6594.0,9526.0,15108.0,19926.0,24954.0,27531.0,35544.0,37839.0,41668.0,44428.0,47211.0,54804.0,59548.0,62833.0,67898.0,73281.0,82738.0,90245.0,95524.0,101687.0,106017.0,116279.0,119266.0,124632.0,50535.0
321,2529,QING Gao,,SEH,322,CN,124660.0,6268.0,8959.0,14544.0,19744.0,24857.0,27450.0,35216.0,37437.0,41263.0,43649.0,46347.0,54430.0,59047.0,62318.0,67193.0,72464.0,82639.0,91820.0,96429.0,103827.0,107710.0,117091.0,120012.0,124660.0,50563.0
322,2795,RENNISON Mark,,V1H,323,GB,124828.0,6772.0,9624.0,15275.0,20419.0,25400.0,27866.0,35334.0,37439.0,41307.0,43616.0,46467.0,53012.0,57186.0,60302.0,65429.0,70587.0,79205.0,87421.0,92898.0,99264.0,103625.0,114273.0,118295.0,124828.0,50731.0
323,3140,BECKINGHAM Ian,REDHILL RUNNERS,V2H,324,GB,124916.0,6355.0,9163.0,14739.0,20549.0,26043.0,28708.0,36696.0,39196.0,43106.0,45714.0,48374.0,55787.0,,64469.0,69351.0,75598.0,85066.0,92853.0,97597.0,103883.0,108063.0,116752.0,119504.0,124916.0,50819.0
324,3067,STAREK Martin,TERC,SEH,325,CZ,124973.0,5535.0,7936.0,12399.0,16569.0,21293.0,23839.0,30862.0,32967.0,36587.0,38837.0,41521.0,54959.0,60020.0,63319.0,68561.0,74064.0,83575.0,92902.0,97711.0,104766.0,109095.0,118271.0,120803.0,124973.0,50876.0
325,3984,CECH Radovan,INOV-8 BRNO,SEH,325,CZ,124973.0,5600.0,8048.0,13028.0,17415.0,22670.0,25213.0,33396.0,35785.0,39636.0,42017.0,44803.0,51281.0,56483.0,59957.0,65287.0,73047.0,81571.0,92904.0,98271.0,104773.0,109094.0,118264.0,120796.0,124973.0,50876.0
326,280,SERASSET Jean-Pierre,CMBM,V2H,327,FR,125021.0,5987.0,8612.0,14922.0,20386.0,25433.0,27956.0,36069.0,38249.0,42567.0,45044.0,47907.0,55543.0,60125.0,63642.0,68316.0,73929.0,83855.0,93818.0,98626.0,106236.0,109971.0,118892.0,121306.0,125021.0,50924.0
327,4442,ANTOLI SARRAU Oriol,TALLAFERRO TRAIL TEAM,SEH,328,ES,125039.0,6931.0,9823.0,16014.0,21176.0,26154.0,28760.0,36700.0,38997.0,42955.0,45339.0,48104.0,54334.0,59083.0,62675.0,68274.0,73718.0,83984.0,92188.0,96877.0,103852.0,107694.0,117022.0,119950.0,125039.0,50942.0
328,2587,FUMAGALLI Simone,,SEH,329,IT,125140.0,6942.0,9826.0,16313.0,21756.0,26914.0,29394.0,38079.0,40142.0,44333.0,46659.0,49379.0,55999.0,60335.0,64084.0,69354.0,74592.0,84356.0,92820.0,97331.0,104170.0,108499.0,117971.0,120823.0,125140.0,51043.0
329,3671,VAN DER GEEST Chantal,HELLAS,SEF,330,NL,125154.0,7633.0,10941.0,17898.0,22751.0,28163.0,31095.0,38917.0,41229.0,45176.0,47683.0,50717.0,56411.0,61449.0,65286.0,70394.0,76050.0,84994.0,92856.0,97553.0,103894.0,108040.0,116754.0,119723.0,125154.0,51057.0
330,3213,MORLET Vincent,SKI CLUB VALLEE DE JOUX,SEH,331,FR,125331.0,6706.0,9705.0,15472.0,20134.0,25202.0,27818.0,36136.0,38501.0,42825.0,45486.0,48086.0,56416.0,60850.0,64430.0,69944.0,75255.0,84535.0,93022.0,97991.0,104175.0,108147.0,117809.0,120485.0,125331.0,51234.0
331,456,AOYAMA Tatsuro,,V1H,332,JP,125472.0,6545.0,9623.0,16535.0,21959.0,27997.0,30429.0,38199.0,40194.0,44328.0,46637.0,49419.0,57122.0,61991.0,65675.0,71521.0,76158.0,85158.0,93264.0,97805.0,104441.0,108594.0,118049.0,120792.0,125472.0,51375.0
332,3613,FOUQUERAY pascal,AC LA CHAPELLE SUR ERDRE,V1H,333,FR,125541.0,6791.0,9799.0,16233.0,21865.0,27373.0,30149.0,38523.0,40853.0,44795.0,47513.0,50180.0,56419.0,61178.0,64947.0,70474.0,76210.0,85243.0,93281.0,98177.0,104640.0,109241.0,117806.0,120707.0,125541.0,51444.0
333,3157,SABBADIN Ernesto,,V1H,334,IT,125573.0,6581.0,9430.0,15357.0,20735.0,25987.0,28396.0,36202.0,38408.0,43505.0,46142.0,48988.0,55753.0,60240.0,64109.0,69462.0,74708.0,85017.0,93052.0,97547.0,104367.0,108189.0,118061.0,120888.0,125573.0,51476.0
334,342,MEOLI Andrea,EVOLUTION SPORT TEAM,SEH,335,IT,125635.0,6342.0,9104.0,14918.0,20120.0,25181.0,27820.0,36592.0,39205.0,43933.0,46201.0,48071.0,61041.0,65970.0,69036.0,73599.0,78471.0,87169.0,94912.0,99158.0,104799.0,108741.0,118352.0,120932.0,125635.0,51538.0
335,354,SALA Mario,,V1H,335,IT,125635.0,6413.0,9131.0,14918.0,20116.0,25233.0,27818.0,36210.0,38337.0,42085.0,44260.0,46763.0,55559.0,60223.0,63448.0,68312.0,74324.0,84531.0,93789.0,98220.0,104803.0,108739.0,118345.0,120938.0,125635.0,51538.0
336,2238,VENCELJ Toni,TEKTONIK,V1H,337,SI,125785.0,6067.0,8878.0,14052.0,18391.0,23071.0,25337.0,31932.0,34017.0,37141.0,39341.0,41858.0,46761.0,51227.0,54636.0,59406.0,66189.0,77123.0,87778.0,93553.0,100948.0,105461.0,116642.0,119638.0,125785.0,51688.0
337,650,CARRIER Pierre,,V2H,338,FR,125922.0,5727.0,8593.0,14559.0,19768.0,24681.0,27271.0,34879.0,37290.0,40806.0,43385.0,46008.0,52781.0,58010.0,61449.0,66584.0,73015.0,81713.0,91842.0,96003.0,101799.0,106238.0,116742.0,119717.0,125922.0,51825.0
338,334,TAKAHASHI Kenji,,V1H,339,JP,125928.0,5790.0,8361.0,13806.0,18386.0,23522.0,25855.0,33287.0,35598.0,39567.0,41638.0,43852.0,51515.0,56146.0,59263.0,65043.0,70332.0,82358.0,91725.0,96001.0,104323.0,108212.0,118646.0,121721.0,125928.0,51831.0
339,4494,ARLOT christophe,CHAMROUSSE SKI CLUB,V1H,340,FR,126012.0,6081.0,8707.0,13998.0,19040.0,24720.0,27303.0,35798.0,38165.0,42382.0,45213.0,48482.0,55414.0,60478.0,64443.0,70168.0,76475.0,86612.0,95391.0,100043.0,106480.0,110396.0,118889.0,121526.0,126012.0,51915.0
340,3637,TALENS BELEN Miryam,C.A. MARATHON CREVILLENT,V1F,341,ES,126165.0,6378.0,9117.0,15658.0,20969.0,26238.0,28764.0,36541.0,38788.0,42819.0,45421.0,48161.0,54607.0,59425.0,63058.0,68218.0,74199.0,84378.0,92636.0,97560.0,103956.0,108148.0,117372.0,120382.0,126165.0,52068.0
341,468,STREIBL Wolfgang,CEATEC RACING TEAM,V1H,342,AT,126299.0,6461.0,9202.0,15795.0,20613.0,25616.0,28172.0,36108.0,38329.0,42107.0,44684.0,47504.0,54689.0,59552.0,63702.0,69491.0,75467.0,85793.0,93786.0,98735.0,104737.0,108936.0,118039.0,120781.0,126299.0,52202.0
342,2869,RIESINGER Robert,PLANTTECH CONSTRUCTION,V2H,343,AT,126300.0,6220.0,8944.0,15051.0,20587.0,25602.0,28357.0,36189.0,38855.0,42901.0,45970.0,48975.0,55228.0,60218.0,63996.0,68983.0,75184.0,85794.0,93785.0,98736.0,104736.0,108935.0,118045.0,120786.0,126300.0,52203.0
343,4591,OLIVET Roger,,SEH,343,ES,126300.0,6869.0,9718.0,15255.0,19903.0,24731.0,27394.0,35372.0,37499.0,41154.0,43527.0,46427.0,53839.0,58261.0,62379.0,67861.0,72837.0,83969.0,92129.0,96722.0,103897.0,108229.0,117242.0,120374.0,126300.0,52203.0
344,2692,AGNOLI Cristian,TEAM DIABETE NO LIMITS ITALIA,V1H,345,IT,126322.0,7183.0,10300.0,16826.0,22040.0,27336.0,30334.0,38979.0,41627.0,45610.0,48515.0,51867.0,60268.0,64778.0,68027.0,73097.0,78175.0,87643.0,95758.0,99889.0,105942.0,109433.0,118489.0,121203.0,126322.0,52225.0
345,4355,MAISTRI Francesco,ASD VERONA TRAIL RUNNERS,V1H,346,IT,126323.0,7184.0,10299.0,16829.0,22037.0,27304.0,29998.0,38970.0,41377.0,45485.0,48012.0,50682.0,60282.0,64782.0,68033.0,73023.0,78244.0,87667.0,95756.0,99893.0,105935.0,109451.0,118476.0,121188.0,126323.0,52226.0
346,2966,MACKIE Glenn,,V2H,347,US,126529.0,5977.0,8675.0,13892.0,18455.0,23147.0,25442.0,32649.0,34778.0,38390.0,40757.0,43029.0,49102.0,53819.0,57088.0,62416.0,67871.0,77882.0,87756.0,93963.0,101817.0,106658.0,117866.0,120873.0,126529.0,52432.0
347,2735,CZUPRYNA David,,SEH,348,BE,126602.0,6998.0,9988.0,16149.0,21038.0,26508.0,29291.0,37282.0,39613.0,43649.0,45953.0,48581.0,54955.0,60670.0,64541.0,70002.0,75723.0,85786.0,93971.0,98602.0,105743.0,109430.0,119535.0,122734.0,126602.0,52505.0
348,3493,DIDIERLAURENT Christian,ASRHV,V1H,349,FR,126662.0,6963.0,10152.0,17140.0,22265.0,27798.0,30813.0,38619.0,41259.0,45613.0,48361.0,51040.0,58189.0,62892.0,66270.0,71616.0,77305.0,87081.0,95397.0,100069.0,,110220.0,119023.0,121848.0,126662.0,52565.0
349,4493,GROSJEAN Alain,,V1H,350,FR,126663.0,6967.0,10149.0,17141.0,22267.0,27795.0,30810.0,38721.0,41262.0,45616.0,48359.0,51201.0,58186.0,62894.0,66274.0,71655.0,77308.0,87073.0,95399.0,100071.0,106374.0,110235.0,119028.0,121862.0,126663.0,52566.0
350,4175,NADALIN Jerome,UAT TRIATHLON,SEH,351,FR,126680.0,7349.0,10703.0,17734.0,22782.0,28169.0,31175.0,39232.0,41723.0,45993.0,48573.0,51641.0,59013.0,63952.0,67831.0,72941.0,78219.0,87443.0,95357.0,99993.0,106446.0,110302.0,119489.0,121979.0,126680.0,52583.0
351,4796,ECHANOVE Alfonso,ALDATZ GORA,V1H,352,ES,126751.0,7554.0,11359.0,17976.0,23190.0,29041.0,32202.0,40491.0,43212.0,47795.0,50631.0,53132.0,59367.0,64337.0,67751.0,72745.0,77633.0,86625.0,94341.0,99028.0,104740.0,109002.0,118107.0,121111.0,126751.0,52654.0
352,3476,MARTY Eric,VCAN FIRMI,V1H,353,FR,126810.0,7529.0,10915.0,17206.0,22313.0,27883.0,30942.0,39095.0,41571.0,45588.0,48488.0,51509.0,58221.0,62895.0,66206.0,71228.0,75800.0,84361.0,92743.0,96686.0,102488.0,106416.0,116163.0,119761.0,126810.0,52713.0
353,3178,AZEGGAGH Rachid,,V2H,354,FR,126844.0,6695.0,9555.0,16862.0,22168.0,27767.0,30511.0,39265.0,41451.0,45783.0,48465.0,51343.0,59044.0,63830.0,67319.0,72394.0,77581.0,86848.0,95465.0,100136.0,106802.0,110372.0,119192.0,122082.0,126844.0,52747.0
354,4033,SPINARDI Matteo,SCI CLUB CORRADO GEX,SEH,355,IT,126868.0,6414.0,9126.0,15111.0,20099.0,25098.0,27587.0,35718.0,38250.0,42564.0,45301.0,47904.0,54263.0,58829.0,62293.0,67140.0,72972.0,83127.0,92134.0,97331.0,104163.0,108769.0,117562.0,120658.0,126868.0,52771.0
355,517,BENNETT Paul,WESSEX ROAD RUNNERS,SEH,356,GB,127024.0,6582.0,9429.0,15364.0,20628.0,25899.0,28953.0,37284.0,39842.0,44259.0,47106.0,50509.0,57497.0,62585.0,66030.0,71584.0,76958.0,86773.0,96015.0,100908.0,107708.0,111572.0,120701.0,122949.0,127024.0,52927.0
356,4235,EPIFANIO Antonio,I MUSCOLI DEL LARIO,V1H,357,IT,127059.0,7492.0,10877.0,17103.0,21858.0,27128.0,29773.0,37150.0,39616.0,43421.0,46108.0,48896.0,56649.0,61125.0,64505.0,69791.0,75557.0,84910.0,92821.0,97468.0,104358.0,108487.0,118508.0,121401.0,127059.0,52962.0
357,4496,BELDA PEREZ Eduardo,TRIVICI TEAM,SEH,358,ES,127131.0,7557.0,10937.0,17278.0,22427.0,27994.0,30844.0,39560.0,41858.0,46034.0,48584.0,51521.0,59505.0,64302.0,68019.0,73781.0,79039.0,88281.0,96585.0,101123.0,107840.0,111336.0,120484.0,123226.0,127131.0,53034.0
358,2508,LE SQUER Yannick,KEMPERLE TRIATHLON,V1H,359,FR,127152.0,6993.0,9946.0,17247.0,22173.0,27630.0,30380.0,39070.0,41302.0,45526.0,47991.0,50650.0,59084.0,63829.0,67004.0,74046.0,78767.0,88554.0,97284.0,101414.0,107648.0,111331.0,120615.0,123222.0,127152.0,53055.0
359,4470,MURDOCK Kevin,Team Purple,V1H,360,IE,127250.0,7334.0,10424.0,16675.0,21981.0,27633.0,30512.0,38556.0,40846.0,44804.0,47364.0,50038.0,58210.0,63007.0,67432.0,72399.0,78244.0,87750.0,97035.0,101689.0,107397.0,111333.0,119922.0,122725.0,127250.0,53153.0
360,2947,OKUMURA Naoki,,SEH,361,JP,127274.0,6307.0,9092.0,14556.0,20732.0,26082.0,29023.0,37182.0,39456.0,43523.0,46357.0,49018.0,56422.0,61309.0,65037.0,70730.0,77645.0,89121.0,97904.0,103023.0,109046.0,112579.0,120613.0,123231.0,127274.0,53177.0
361,3016,DELAS Jean-Michel,,V1H,362,FR,127388.0,7079.0,10257.0,17661.0,22927.0,28183.0,31407.0,39315.0,41503.0,45503.0,48070.0,50953.0,58562.0,63374.0,66581.0,71799.0,77116.0,86909.0,96064.0,100764.0,107053.0,110890.0,120260.0,122943.0,127388.0,53291.0
362,3970,HACZYK Jaroslaw,BIEG OPOLSKI,V1H,362,PL,127388.0,6912.0,9587.0,15385.0,20160.0,25317.0,27737.0,35451.0,37969.0,44316.0,47252.0,50783.0,57474.0,,65606.0,70953.0,76551.0,85869.0,93750.0,98019.0,103950.0,107846.0,118442.0,121776.0,127388.0,53291.0
363,3258,SCHAEFFER Jerome,,SEH,364,FR,127435.0,6649.0,9470.0,15716.0,20871.0,25891.0,28517.0,36313.0,38617.0,42377.0,44716.0,47224.0,53722.0,58195.0,61356.0,66630.0,72320.0,82404.0,91714.0,97111.0,104148.0,108804.0,119189.0,122246.0,127435.0,53338.0
364,2811,RAVAUX Richard,ASCP SENAT,V1H,365,FR,127466.0,5524.0,7865.0,12503.0,16967.0,21620.0,24364.0,32660.0,34968.0,38690.0,40971.0,43760.0,51137.0,55993.0,59735.0,64650.0,71275.0,82846.0,91314.0,97294.0,105940.0,110050.0,118453.0,121284.0,127466.0,53369.0
365,3360,RAMALHO COELHO Luis Serafim,NEL - PEDATLETA,V1H,366,PT,127488.0,6635.0,9607.0,15901.0,20898.0,26009.0,28890.0,36990.0,39530.0,43678.0,46621.0,49724.0,58175.0,63387.0,67081.0,73463.0,79148.0,88844.0,97498.0,102176.0,108599.0,112009.0,120475.0,123213.0,127488.0,53391.0
366,4772,FOX Clark,,V2H,367,US,127556.0,6572.0,9186.0,14713.0,19439.0,24215.0,26590.0,34259.0,36311.0,40442.0,42715.0,45340.0,51035.0,55275.0,58410.0,63376.0,68354.0,79747.0,88723.0,94282.0,101919.0,107127.0,118862.0,121904.0,127556.0,53459.0
367,3342,BERNARD François,Douchpelme,SEH,368,FR,127580.0,6443.0,9230.0,15197.0,20025.0,25047.0,27582.0,36106.0,38234.0,42180.0,44850.0,47566.0,55186.0,60134.0,64065.0,69448.0,75601.0,84701.0,93355.0,98337.0,105666.0,109804.0,119449.0,122433.0,127580.0,53483.0
368,3535,CLARIS Yannick,,SEH,369,FR,127610.0,6221.0,8987.0,15811.0,21660.0,27031.0,29809.0,38597.0,40958.0,44938.0,47298.0,50210.0,57257.0,62091.0,65894.0,71421.0,77216.0,86966.0,97072.0,101495.0,107680.0,111477.0,120470.0,123210.0,127610.0,53513.0
369,4701,BORCSOK Andras,TATABANYAI SC,V2H,370,HU,127662.0,7798.0,11203.0,17904.0,23645.0,29513.0,32458.0,41059.0,43672.0,48074.0,50798.0,53285.0,60192.0,65137.0,68575.0,73801.0,78928.0,88046.0,95463.0,100004.0,106622.0,110184.0,119362.0,122019.0,127662.0,53565.0
370,3731,PINEL Jean-Marc,,V1H,371,FR,127784.0,7349.0,10422.0,16654.0,21596.0,26900.0,29803.0,38067.0,40441.0,44518.0,47049.0,49746.0,56772.0,,65160.0,70577.0,75952.0,87167.0,96052.0,100819.0,107403.0,111429.0,120617.0,123416.0,127784.0,53687.0
371,2584,MERCANTON Rodolph,CAF AIX LES BAINS,SEH,372,FR,128060.0,5611.0,8223.0,13252.0,17596.0,22029.0,24282.0,31297.0,33295.0,36732.0,38939.0,41315.0,47900.0,52658.0,56228.0,63157.0,69218.0,80481.0,90885.0,95917.0,102807.0,106787.0,119278.0,122424.0,128060.0,53963.0
372,2771,HUBNER Xavier,,V1H,373,FR,128081.0,6781.0,9654.0,16540.0,21985.0,27321.0,30070.0,38062.0,40806.0,44737.0,47597.0,50549.0,57600.0,62607.0,66210.0,72041.0,76775.0,86466.0,95930.0,100449.0,107439.0,111262.0,120500.0,123457.0,128081.0,53984.0
373,3925,DELAVELLE Eric,,V1H,374,FR,128176.0,7987.0,11289.0,17996.0,23409.0,29240.0,32296.0,40475.0,43220.0,47203.0,50041.0,52871.0,60199.0,64821.0,68545.0,73886.0,79020.0,87907.0,96517.0,101220.0,107115.0,110737.0,120327.0,123071.0,128176.0,54079.0
374,3229,SOURDON Guillaume,SC BERNAY,SEH,375,FR,128229.0,7196.0,10256.0,17182.0,22659.0,27915.0,30831.0,39551.0,42009.0,46311.0,48979.0,52096.0,59389.0,63774.0,67197.0,72193.0,77149.0,86458.0,94755.0,98696.0,105431.0,109095.0,120482.0,123218.0,128229.0,54132.0
375,4705,NICIPORS Dmitrijs,EXPLORE,SEH,376,LV,128237.0,7289.0,10425.0,16480.0,21436.0,28441.0,31768.0,39810.0,42635.0,46602.0,49302.0,52094.0,58419.0,63533.0,67092.0,72846.0,79133.0,90084.0,99132.0,105586.0,111907.0,114513.0,122383.0,124532.0,128237.0,54140.0
376,2573,MONTAGNER Jean-Luc,COURIR 26-07,V1H,377,FR,128343.0,6549.0,9273.0,15921.0,20652.0,25824.0,28323.0,35509.0,37523.0,41405.0,43766.0,46660.0,54169.0,58770.0,62255.0,67374.0,72993.0,83123.0,92542.0,97613.0,104969.0,109539.0,120144.0,123312.0,128343.0,54246.0
377,4351,RODRIGUEZ DE LA OLIVA José María,HOCKEY ALCALA,V2H,378,ES,128358.0,7411.0,10611.0,16818.0,22030.0,27873.0,30852.0,38535.0,41027.0,45048.0,47592.0,50569.0,57270.0,,65880.0,70875.0,76352.0,85662.0,94080.0,98725.0,105561.0,109529.0,120036.0,122963.0,128358.0,54261.0
378,3771,GLESCIC Mitja,"DLT Filipides, SD ELEKTRO PRIMORSKA",SEH,379,SI,128360.0,6200.0,9003.0,14832.0,19577.0,24399.0,26900.0,34807.0,36977.0,40731.0,43367.0,46378.0,55923.0,60244.0,63191.0,68494.0,74124.0,84717.0,92674.0,97492.0,104648.0,109141.0,120782.0,123443.0,128360.0,54263.0
379,2843,TURZO Marc,LES TONTONTRAILERS,V1H,380,FR,128399.0,6589.0,9669.0,16145.0,21556.0,26990.0,29717.0,37585.0,40032.0,43910.0,46283.0,48949.0,55310.0,60109.0,63680.0,69043.0,74845.0,85364.0,93553.0,98858.0,105649.0,110101.0,119527.0,122418.0,128399.0,54302.0
380,3181,MAGNIN Ludovic,,SEH,381,FR,128403.0,7510.0,10421.0,16768.0,21995.0,27706.0,30153.0,39086.0,41375.0,45486.0,47914.0,50315.0,58206.0,62796.0,66287.0,71749.0,76934.0,86975.0,94789.0,99971.0,107380.0,111442.0,120620.0,123406.0,128403.0,54306.0
381,3369,MAGNIN Fabrice,,SEH,382,FR,128407.0,7508.0,10420.0,16769.0,21998.0,27704.0,30151.0,38983.0,41372.0,45483.0,47878.0,50312.0,58202.0,62792.0,66292.0,71684.0,76933.0,86974.0,94786.0,99969.0,107378.0,111427.0,120621.0,123411.0,128407.0,54310.0
382,3816,ROTAECHE Chema,GRUPO DE MONTANA LAVALLE,SEH,383,ES,128409.0,6639.0,9248.0,14913.0,19915.0,24809.0,27064.0,35644.0,37676.0,42056.0,44339.0,46688.0,53852.0,58456.0,62054.0,67893.0,72842.0,84187.0,93748.0,98466.0,106664.0,111093.0,120865.0,123447.0,128409.0,54312.0
383,3964,SAKO Naoya,NICHIA,SEH,384,JP,128428.0,7511.0,10925.0,17583.0,23016.0,28442.0,31452.0,39791.0,42424.0,46934.0,49628.0,52364.0,58224.0,,65862.0,71003.0,76352.0,85817.0,93822.0,98781.0,105352.0,109470.0,119597.0,122551.0,128428.0,54331.0
384,3636,TRAINA Christophe,OTC,V1H,385,BE,128560.0,6737.0,9330.0,14692.0,19579.0,25827.0,28481.0,36373.0,38252.0,41982.0,44127.0,46750.0,53963.0,58816.0,62197.0,68089.0,73618.0,83998.0,93619.0,98739.0,106525.0,110664.0,120858.0,123677.0,128560.0,54463.0
385,3322,POLGAR Pal,BUDAPEST SE,V2H,386,HU,128604.0,6841.0,9825.0,15998.0,20938.0,26227.0,28749.0,36316.0,38639.0,42725.0,45248.0,47757.0,53417.0,58533.0,61898.0,67872.0,74204.0,84529.0,93658.0,98544.0,104973.0,109293.0,119373.0,122206.0,128604.0,54507.0
386,4511,TALE Andrei,TRAIL RUN ROMANIA,SEH,387,RO,128667.0,7320.0,10238.0,16741.0,22200.0,27653.0,30099.0,39406.0,42502.0,49369.0,51895.0,54430.0,62628.0,67962.0,73643.0,79263.0,84074.0,92989.0,100680.0,104670.0,111055.0,113913.0,122509.0,124838.0,128667.0,54570.0
387,4035,POWELL DAVIES Jeff,,SEH,388,GB,128780.0,7350.0,10307.0,16100.0,21337.0,27028.0,29736.0,37796.0,40147.0,44093.0,46945.0,49489.0,56401.0,61118.0,64473.0,70304.0,76566.0,86398.0,94619.0,99915.0,106242.0,110548.0,118885.0,122150.0,128780.0,54683.0
388,4319,PERRIER Laurent,PRAZ-DE-LYS SOMMAND SKI ALPINISME,V1H,389,FR,128792.0,7161.0,10295.0,16521.0,21875.0,27510.0,30116.0,38443.0,40983.0,45397.0,48037.0,50760.0,57573.0,62802.0,66412.0,71821.0,77129.0,86914.0,95526.0,100247.0,107049.0,111217.0,121215.0,124082.0,128792.0,54695.0
389,2924,GRAS Louis,,SEH,390,FR,128931.0,5947.0,8690.0,14347.0,18841.0,23608.0,26154.0,33605.0,36036.0,40026.0,42582.0,44969.0,52559.0,57969.0,64824.0,70400.0,75824.0,87163.0,96832.0,101922.0,108220.0,111912.0,120607.0,123401.0,128931.0,54834.0
390,3699,CHIROL Jean-Pierre,ASPTT PERIGUEUX,V2H,391,FR,128962.0,6630.0,9586.0,15147.0,20111.0,25249.0,27987.0,36179.0,38519.0,42539.0,45221.0,48114.0,56146.0,61077.0,64625.0,71405.0,76973.0,86637.0,94614.0,99839.0,106646.0,111331.0,120775.0,123643.0,128962.0,54865.0
391,3550,HUBNER Falk,BORN@JOGMAP,V1H,392,DE,129011.0,5871.0,8838.0,13788.0,18131.0,22555.0,25033.0,32172.0,34464.0,37601.0,40256.0,43064.0,49558.0,54995.0,59011.0,64305.0,70676.0,82363.0,93284.0,98647.0,105814.0,110337.0,120320.0,123515.0,129011.0,54914.0
392,4042,BERTRAN MASANÉS Elisabet,A.E.MATXACUCA,SEF,393,ES,129149.0,6943.0,10094.0,16788.0,21277.0,26426.0,29208.0,37302.0,40045.0,44541.0,47323.0,50308.0,56644.0,61123.0,64528.0,69785.0,75959.0,85243.0,93351.0,98652.0,104732.0,109385.0,119525.0,123205.0,129149.0,55052.0
393,4065,RUDISCH Stefan,,SEH,394,DE,129153.0,7574.0,10654.0,17079.0,22034.0,27518.0,30469.0,38880.0,41113.0,45425.0,48054.0,50833.0,57556.0,62282.0,65835.0,71401.0,76742.0,86402.0,94155.0,98724.0,106245.0,110109.0,119760.0,122740.0,129153.0,55056.0
